time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
6.80001;(2.31078,0.765319);(-1.9469,0.383306);(2.0666,-3.47985);(8.53687,-0.152675);(1.29635,-4.91245);(3.30621,2.08218);(-0.384831,0.511568);(5.75007,-0.0134701);(0.660959,-1.84292);(2.60798,2.17802);(8.55259,-0.120208);(0.268788,2.29064);(3.14336,4.24772);(8.60192,0.538277);(1.00266,2.03141);(0.994153,5.82239);(4.87011,1.06819);(1.76967,3.35746);(7.16898,-0.0772995);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.38278,-0.784853);(7.68432,1.41582);(6.20732,1.64338);(-1.34539,1.91282);(-0.862267,-1.14324);(3.24998,3.56207);(1.69971,-7.03126);(2.4267,-0.829149);(8.8687,0.970615);(8.57053,-0.133911);(3.3437,-4.39488);(0.581073,-3.48771);(8.65205,-0.544203);(2.08044,-3.45066);(2.01533,5.02556);(2.02562,-3.47646);(9.72272,1.44358);(3.33412,-2.75203);(2.61224,5.66834);(1.8453,7.00042);(9.41864,-1.33555);(9.64203,1.45303);(3.29511,7.06147);(-0.773126,-4.17998);(0.274029,7.08129);(-0.174836,1.08595);(3.34427,5.73756);(9.08255,1.12607);(0.635698,-3.4378);(0.560019,-3.43456);(-1.18308,-2.59003);(3.37524,0.685787);(0.440589,5.38881);(6.21274,-1.64185);(-0.498305,4.04122);(1.78547,3.37622);(2.53964,-5.69875);(3.32477,5.73233);(-1.92199,4.207);(-0.0367314,-6.36279);(1.28836,-6.54361);(-0.310896,-4.7366);(1.8768,-2.79279);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.50759,2.03093);(0.651821,2.66782);(9.34119,1.74018);(-0.656057,0.400353);(-0.182677,-4.66988);(-1.19085,2.6535);(-2.02937,-0.929955);(-0.539963,0.389131);(3.37124,0.51357);(1.43955,-0.156827);(3.22955,-2.03962);(8.55081,-0.118343);(1.24946,-4.94817);(9.4111,-1.33834);(-1.09194,-2.54598);(0.61231,5.15315);(0.127418,3.83832);(0.630715,-1.86419);(9.21339,-1.46096);(8.56847,-1.66596);(3.27822,2.03812);(3.33543,-6.84765);(3.31749,5.80902);(3.2552,3.6317);(1.87233,-1.34355);(3.27598,-2.06353);(4.21323,-0.791633);(3.15166,-6.00053);(4.75313,-1.1573);(1.79657,3.34681);(3.30774,-4.36309);(3.31308,-6.86041)
6.85001;(2.35301,0.745871);(-1.9469,0.383306);(2.06768,-3.47511);(8.53687,-0.152675);(1.30786,-4.92659);(3.30344,2.09239);(-0.384831,0.511568);(5.8185,-0.0145318);(0.660959,-1.84292);(2.59355,2.20126);(8.55259,-0.120208);(0.287923,2.30912);(3.13937,4.22174);(8.60192,0.538277);(1.01253,2.01897);(1.03331,5.81886);(4.94103,1.05963);(1.76872,3.37973);(7.23308,-0.0709209);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.44466,-0.771793);(7.75591,1.40263);(6.28076,1.63526);(-1.32429,1.91771);(-0.862267,-1.14324);(3.26805,3.57498);(1.74819,-7.02213);(2.43435,-0.831977);(8.8687,0.970615);(8.57053,-0.133911);(3.33527,-4.40371);(0.57824,-3.47414);(8.65205,-0.544203);(2.11288,-3.46112);(1.98441,5.03743);(2.03004,-3.46843);(9.72272,1.44358);(3.34495,-2.73561);(2.59683,5.71011);(1.85483,6.99197);(9.41864,-1.33555);(9.64203,1.45303);(3.30177,7.05168);(-0.782937,-4.21413);(0.271164,7.07661);(-0.174836,1.08595);(3.3417,5.75676);(9.08255,1.12607);(0.637422,-3.42836);(0.553913,-3.42624);(-1.18797,-2.60335);(3.45449,0.676951);(0.427878,5.35391);(6.28839,-1.63232);(-0.525292,4.04857);(1.75271,3.39702);(2.56783,-5.65783);(3.34224,5.68056);(-1.89463,4.20157);(-0.0212754,-6.36843);(1.2972,-6.54687);(-0.287655,-4.73128);(1.82511,-2.78705);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.49239,2.03177);(0.664817,2.61038);(9.39538,1.70207);(-0.656057,0.400353);(-0.149445,-4.66842);(-1.1662,2.65755);(-2.0673,-0.967207);(-0.539963,0.389131);(3.44193,0.488277);(1.43955,-0.156827);(3.25206,-2.06469);(8.55081,-0.118343);(1.27831,-4.9375);(9.4111,-1.33834);(-1.09377,-2.5534);(0.639488,5.15541);(0.162251,3.85801);(0.630715,-1.86419);(9.2688,-1.43864);(8.62745,-1.63889);(3.27471,1.97299);(3.33753,-6.87063);(3.34387,5.80807);(3.28058,3.64998);(1.88267,-1.32639);(3.29951,-2.0947);(4.30001,-0.795374);(3.13627,-5.98361);(4.82863,-1.1612);(1.76808,3.33525);(3.30307,-4.36162);(3.3109,-6.86288)
6.90001;(2.36998,0.683271);(-1.9469,0.383306);(2.07429,-3.46876);(8.53687,-0.152675);(1.32202,-4.93496);(3.30772,2.09804);(-0.384831,0.511568);(5.88842,-0.0145894);(0.660959,-1.84292);(2.58345,2.21876);(8.55259,-0.120208);(0.297772,2.31643);(3.14509,4.1994);(8.60192,0.538277);(1.07188,1.9994);(1.03611,5.84966);(5.01136,1.05186);(1.78272,3.39208);(7.29717,-0.0647774);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.50566,-0.758791);(7.82662,1.38749);(6.35299,1.62599);(-1.29942,1.922);(-0.862267,-1.14324);(3.23699,3.57865);(1.74724,-7.00544);(2.44862,-0.8354);(8.8687,0.970615);(8.57053,-0.133911);(3.3585,-4.37385);(0.538319,-3.49411);(8.65205,-0.544203);(2.11758,-3.42997);(1.99291,5.01854);(2.04034,-3.45888);(9.72272,1.44358);(3.3432,-2.76759);(2.62512,5.72762);(1.83804,7.02603);(9.41864,-1.33555);(9.64203,1.45303);(3.30594,7.09182);(-0.785119,-4.24271);(0.273202,7.06946);(-0.174836,1.08595);(3.34044,5.72598);(9.08255,1.12607);(0.600625,-3.4508);(0.510255,-3.45093);(-1.18707,-2.61577);(3.53328,0.668068);(0.409668,5.36871);(6.36331,-1.62091);(-0.502435,4.05197);(1.76468,3.39547);(2.5737,-5.66166);(3.30994,5.63361);(-1.9172,4.19895);(-0.00417437,-6.3699);(1.3128,-6.54674);(-0.261124,-4.72396);(1.81986,-2.76277);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.47357,2.03243);(0.628973,2.56366);(9.44743,1.66195);(-0.656057,0.400353);(-0.113865,-4.66434);(-1.13862,2.65967);(-2.09623,-1.00135);(-0.539963,0.389131);(3.5128,0.464956);(1.43955,-0.156827);(3.24606,-2.04869);(8.55081,-0.118343);(1.30373,-4.92295);(9.4111,-1.33834);(-1.09023,-2.56);(0.617037,5.16376);(0.175882,3.83243);(0.630715,-1.86419);(9.32197,-1.41384);(8.68792,-1.6102);(3.29966,1.94897);(3.37254,-6.89061);(3.32024,5.80677);(3.25622,3.66324);(1.91772,-1.32758);(3.29893,-2.08206);(4.38482,-0.800023);(3.12868,-5.97363);(4.90314,-1.16347);(1.76214,3.33289);(3.33964,-4.33186);(3.35248,-6.8594)
6.95001;(2.38892,0.670632);(-1.9469,0.383306);(2.08565,-3.46111);(8.53687,-0.152675);(1.34458,-4.94226);(3.31328,2.10009);(-0.384831,0.511568);(5.95724,-0.0159291);(0.660959,-1.84292);(2.62309,2.23114);(8.55259,-0.120208);(0.321367,2.30001);(3.14653,4.22688);(8.60192,0.538277);(1.09047,1.95087);(1.06793,5.85437);(5.0815,1.04428);(1.7478,3.39406);(7.35932,-0.0603963);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.56959,-0.743189);(7.89979,1.37331);(6.42425,1.61586);(-1.28608,1.9272);(-0.862267,-1.14324);(3.25556,3.5883);(1.78224,-7.0235);(2.45949,-0.881298);(8.8687,0.970615);(8.57053,-0.133911);(3.33191,-4.34814);(0.506222,-3.46469);(8.65205,-0.544203);(2.12565,-3.40142);(1.95144,4.99805);(2.05579,-3.44811);(9.72272,1.44358);(3.32838,-2.75131);(2.60424,5.75416);(1.82741,7.02424);(9.41864,-1.33555);(9.64203,1.45303);(3.31257,7.08203);(-0.790681,-4.28408);(0.25627,7.07877);(-0.174836,1.08595);(3.34794,5.69571);(9.08255,1.12607);(0.57345,-3.42417);(0.472887,-3.42602);(-1.1803,-2.62655);(3.61168,0.659115);(0.398626,5.37915);(6.43652,-1.61103);(-0.475542,4.05297);(1.72679,3.39019);(2.54455,-5.64951);(3.32022,5.61288);(-1.93134,4.19456);(0.0151367,-6.36794);(1.29663,-6.50801);(-0.243273,-4.76588);(1.83707,-2.74101);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.46103,2.04298);(0.634959,2.54432);(9.49743,1.62038);(-0.656057,0.400353);(-0.0829287,-4.71004);(-1.11979,2.66025);(-2.1174,-1.03264);(-0.539963,0.389131);(3.5838,0.44343);(1.43955,-0.156827);(3.27976,-2.06308);(8.55081,-0.118343);(1.33445,-4.90653);(9.4111,-1.33834);(-1.0811,-2.56563);(0.602928,5.168);(0.192225,3.82815);(0.630715,-1.86419);(9.37683,-1.38662);(8.74282,-1.58071);(3.32985,1.92546);(3.35755,-6.9104);(3.34519,5.79363);(3.23669,3.62673);(1.90785,-1.30679);(3.32784,-2.08848);(4.46171,-0.793999);(3.1698,-5.97365);(4.98371,-1.17356);(1.74699,3.33621);(3.32628,-4.30494);(3.34407,-6.85578)
7.00001;(2.41441,0.659133);(-1.9469,0.383306);(2.06068,-3.42255);(8.53687,-0.152675);(1.3271,-4.91962);(3.32676,2.07913);(-0.384831,0.511568);(6.02583,-0.0179802);(0.660959,-1.84292);(2.65491,2.19414);(8.55259,-0.120208);(0.34903,2.28542);(3.13466,4.20617);(8.60192,0.538277);(1.11629,1.91854);(1.05189,5.84878);(5.15168,1.0373);(1.75362,3.3763);(7.42244,-0.0560403);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.62809,-0.725251);(7.97281,1.35825);(6.49438,1.60493);(-1.26825,1.93197);(-0.862267,-1.14324);(3.22475,3.59015);(1.7673,-7.04404);(2.48248,-0.894326);(8.8687,0.970615);(8.57053,-0.133911);(3.34724,-4.34968);(0.505819,-3.44462);(8.65205,-0.544203);(2.10478,-3.38711);(1.92562,4.99018);(2.03243,-3.41987);(9.72272,1.44358);(3.36176,-2.72174);(2.63214,5.76969);(1.81078,7.03395);(9.41864,-1.33555);(9.64203,1.45303);(3.30762,7.0695);(-0.78902,-4.31912);(0.245529,7.08164);(-0.174836,1.08595);(3.34513,5.71436);(9.08255,1.12607);(0.570772,-3.40212);(0.474109,-3.41276);(-1.19866,-2.6314);(3.68892,0.650725);(0.394087,5.38564);(6.50902,-1.59971);(-0.454082,4.05755);(1.73294,3.36321);(2.55541,-5.66733);(3.3204,5.64112);(-1.93802,4.18859);(-0.0117437,-6.38511);(1.33029,-6.46531);(-0.234812,-4.77923);(1.82987,-2.729);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.44494,2.05206);(0.646565,2.52683);(9.54549,1.57781);(-0.656057,0.400353);(-0.0566353,-4.71925);(-1.09842,2.65886);(-2.13179,-1.06133);(-0.539963,0.389131);(3.65488,0.423541);(1.43955,-0.156827);(3.26346,-2.07694);(8.55081,-0.118343);(1.33263,-4.85214);(9.4111,-1.33834);(-1.10341,-2.55607);(0.596385,5.16853);(0.161304,3.84018);(0.630715,-1.86419);(9.42942,-1.35792);(8.8028,-1.55299);(3.31788,1.87509);(3.38316,-6.9164);(3.32016,5.78189);(3.2202,3.64013);(1.91992,-1.33093);(3.30676,-2.09465);(4.53853,-0.788862);(3.16095,-5.97215);(5.06279,-1.18137);(1.7498,3.33329);(3.35332,-4.3075);(3.36081,-6.83577)
7.05001;(2.41693,0.603214);(-1.9469,0.383306);(2.05379,-3.40967);(8.53687,-0.152675);(1.35949,-4.89358);(3.34576,2.05956);(-0.384831,0.511568);(6.09437,-0.0196972);(0.660959,-1.84292);(2.69307,2.16689);(8.55259,-0.120208);(0.377983,2.269);(3.11787,4.23521);(8.60192,0.538277);(1.14491,1.89293);(1.04638,5.8395);(5.2219,1.03052);(1.74328,3.34458);(7.48477,-0.044997);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.69031,-0.714412);(8.04445,1.34158);(6.56354,1.59346);(-1.24619,1.93679);(-0.862267,-1.14324);(3.1992,3.54228);(1.75839,-7.04788);(2.51103,-0.90543);(8.8687,0.970615);(8.57053,-0.133911);(3.31258,-4.35026);(0.482039,-3.43483);(8.65205,-0.544203);(2.11587,-3.35847);(1.92708,4.97377);(2.05151,-3.37666);(9.72272,1.44358);(3.34514,-2.69217);(2.61753,5.81156);(1.8003,7.03706);(9.41864,-1.33555);(9.64203,1.45303);(3.30552,7.1069);(-0.780821,-4.3484);(0.240405,7.08084);(-0.174836,1.08595);(3.36867,5.69052);(9.08255,1.12607);(0.541334,-3.39391);(0.459838,-3.39839);(-1.2079,-2.6365);(3.76546,0.642701);(0.392314,5.38896);(6.58135,-1.58757);(-0.476854,4.08544);(1.75071,3.34083);(2.57275,-5.65274);(3.35129,5.6299);(-1.93909,4.18023);(-0.030529,-6.39683);(1.3142,-6.42747);(-0.221481,-4.78886);(1.82574,-2.73526);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.42516,2.0605);(0.659877,2.50868);(9.5915,1.53479);(-0.656057,0.400353);(-0.0802873,-4.7308);(-1.07331,2.65717);(-2.14645,-1.08329);(-0.539963,0.389131);(3.72602,0.405144);(1.43955,-0.156827);(3.26759,-2.09599);(8.55081,-0.118343);(1.34222,-4.84643);(9.4111,-1.33834);(-1.11288,-2.55028);(0.579595,5.18089);(0.17405,3.82786);(0.630715,-1.86419);(9.42942,-1.35792);(8.86086,-1.52421);(3.33801,1.86304);(3.35878,-6.92218);(3.32774,5.73224);(3.21173,3.60418);(1.93321,-1.30508);(3.31454,-2.10813);(4.61507,-0.784217);(3.20197,-5.97402);(5.14051,-1.18709);(1.73315,3.32035);(3.33035,-4.30977);(3.32758,-6.81747)
7.10001;(2.41765,0.597263);(-1.9469,0.383306);(2.06,-3.40609);(8.53687,-0.152675);(1.37394,-4.8701);(3.31632,2.02755);(-0.384831,0.511568);(6.16274,-0.0211842);(0.660959,-1.84292);(2.68493,2.13925);(8.55259,-0.120208);(0.402838,2.24602);(3.11051,4.21515);(8.60192,0.538277);(1.17768,1.86922);(1.0473,5.82728);(5.29198,1.02389);(1.7681,3.34841);(7.53873,-0.0421065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.74972,-0.700679);(8.11219,1.33653);(6.63126,1.58204);(-1.22073,1.94143);(-0.862267,-1.14324);(3.22362,3.49273);(1.75273,-7.04742);(2.56335,-0.935834);(8.8687,0.970615);(8.57053,-0.133911);(3.30303,-4.34407);(0.46827,-3.42488);(8.65205,-0.544203);(2.10247,-3.34819);(1.87956,4.96741);(2.0239,-3.35136);(9.72272,1.44358);(3.32493,-2.71248);(2.63102,5.82611);(1.77361,7.0549);(9.41864,-1.33555);(9.64203,1.45303);(3.30636,7.09438);(-0.781248,-4.36501);(0.240261,7.07672);(-0.174836,1.08595);(3.34221,5.66652);(9.08255,1.12607);(0.523519,-3.38595);(0.453174,-3.38417);(-1.21298,-2.64015);(3.84151,0.634955);(0.396184,5.38898);(6.65248,-1.57604);(-0.490883,4.10847);(1.71855,3.32111);(2.59439,-5.65637);(3.33219,5.61851);(-1.93393,4.17065);(-0.0419689,-6.4038);(1.30769,-6.39128);(-0.207111,-4.79304);(1.82164,-2.72994);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.40257,2.06846);(0.644858,2.44933);(9.6479,1.48239);(-0.656057,0.400353);(-0.0812469,-4.74608);(-1.04634,2.65409);(-2.15505,-1.10349);(-0.539963,0.389131);(3.79717,0.388108);(1.43955,-0.156827);(3.27459,-2.06511);(8.55081,-0.118343);(1.35024,-4.84051);(9.4111,-1.33834);(-1.11692,-2.54357);(0.57062,5.18879);(0.18703,3.81956);(0.630715,-1.86419);(9.42942,-1.35792);(8.92305,-1.49495);(3.3206,1.81797);(3.3433,-6.92262);(3.34514,5.73162);(3.22792,3.56951);(1.97474,-1.3205);(3.33084,-2.07234);(4.69134,-0.779877);(3.19302,-5.97472);(5.21697,-1.19087);(1.74102,3.3325);(3.32406,-4.28632);(3.30214,-6.79648)
7.15001;(2.40289,0.543769);(-1.9469,0.383306);(2.03177,-3.40659);(8.53687,-0.152675);(1.38824,-4.85032);(3.3361,1.98671);(-0.384831,0.511568);(6.22191,-0.0234551);(0.660959,-1.84292);(2.67342,2.14997);(8.55259,-0.120208);(0.430135,2.2269);(3.13516,4.2046);(8.60192,0.538277);(1.17216,1.85015);(1.02038,5.8566);(5.36161,1.01747);(1.77935,3.34001);(7.60361,-0.0382589);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.8108,-0.686296);(8.17922,1.32818);(6.69847,1.5707);(-1.19252,1.94571);(-0.862267,-1.14324);(3.19806,3.44429);(1.75149,-7.0431);(2.58869,-0.924148);(8.8687,0.970615);(8.57053,-0.133911);(3.30413,-4.34377);(0.463043,-3.41407);(8.65205,-0.544203);(2.09721,-3.3372);(1.865,4.92345);(1.97606,-3.37179);(9.72272,1.44358);(3.33353,-2.69193);(2.63395,5.8109);(1.76477,7.06589);(9.41864,-1.33555);(9.64203,1.45303);(3.32487,7.10336);(-0.77494,-4.3776);(0.234131,7.06264);(-0.174836,1.08595);(3.32383,5.64127);(9.08255,1.12607);(0.514851,-3.37748);(0.446416,-3.37545);(-1.21325,-2.64341);(3.91713,0.62736);(0.372348,5.4049);(6.72385,-1.56474);(-0.498197,4.12765);(1.71062,3.28999);(2.59779,-5.61344);(3.31995,5.60455);(-1.92312,4.15999);(-0.0467443,-6.40657);(1.30517,-6.36811);(-0.190936,-4.79324);(1.84587,-2.68342);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.37765,2.07577);(0.665472,2.42506);(9.70182,1.42924);(-0.656057,0.400353);(-0.0761168,-4.75729);(-1.01794,2.64983);(-2.15823,-1.12211);(-0.539963,0.389131);(3.86832,0.372314);(1.43955,-0.156827);(3.31104,-2.07464);(8.55081,-0.118343);(1.36691,-4.81973);(9.4111,-1.33834);(-1.11647,-2.53835);(0.514698,5.21389);(0.19301,3.82356);(0.630715,-1.86419);(9.42942,-1.35792);(8.98232,-1.46495);(3.33781,1.79822);(3.33441,-6.91844);(3.31255,5.7301);(3.21466,3.53553);(1.96748,-1.325);(3.38009,-2.07416);(4.76725,-0.775796);(3.21504,-6.01467);(5.29229,-1.19288);(1.74427,3.33984);(3.33625,-4.28983);(3.29559,-6.82178)
7.20001;(2.43156,0.515061);(-1.9469,0.383306);(2.01695,-3.37348);(8.53687,-0.152675);(1.40283,-4.87551);(3.36101,1.94878);(-0.384831,0.511568);(6.28612,-0.028221);(0.660959,-1.84292);(2.65031,2.11205);(8.55259,-0.120208);(0.454616,2.20143);(3.12998,4.19186);(8.60192,0.538277);(1.17271,1.83296);(1.02442,5.84665);(5.42936,1.01474);(1.74596,3.35413);(7.66679,-0.0302502);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.87446,-0.677532);(8.2472,1.31864);(6.76485,1.55823);(-1.16228,1.94902);(-0.862267,-1.14324);(3.21161,3.427);(1.75465,-7.03529);(2.64624,-0.950695);(8.8687,0.970615);(8.57053,-0.133911);(3.33803,-4.30992);(0.423796,-3.38802);(8.65205,-0.544203);(2.09917,-3.32574);(1.84708,4.92938);(1.96809,-3.36204);(9.72272,1.44358);(3.30729,-2.67108);(2.58764,5.78705);(1.76137,7.06888);(9.41864,-1.33555);(9.64203,1.45303);(3.2934,7.11091);(-0.763172,-4.38719);(0.203686,7.09224);(-0.174836,1.08595);(3.31278,5.61462);(9.08255,1.12607);(0.47083,-3.35038);(0.415041,-3.35134);(-1.20801,-2.64604);(3.99226,0.61997);(0.353991,5.40853);(6.79443,-1.55201);(-0.498404,4.14264);(1.71173,3.30805);(2.57912,-5.61538);(3.31892,5.58433);(-1.90717,4.14834);(-0.0454716,-6.40555);(1.31514,-6.34302);(-0.172712,-4.79256);(1.87579,-2.68658);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.35021,2.08271);(0.66403,2.37232);(9.70182,1.42924);(-0.656057,0.400353);(-0.0714543,-4.76576);(-0.985949,2.64628);(-2.15653,-1.13929);(-0.539963,0.389131);(3.93945,0.357652);(1.43955,-0.156827);(3.29749,-2.08393);(8.55081,-0.118343);(1.38893,-4.84866);(9.4111,-1.33834);(-1.11098,-2.53493);(0.470283,5.23334);(0.204367,3.82537);(0.630715,-1.86419);(9.42942,-1.35792);(9.03992,-1.43286);(3.35989,1.77927);(3.33109,-6.91009);(3.32955,5.73501);(3.24428,3.52725);(1.95799,-1.27955);(3.37933,-2.07596);(4.84112,-0.773044);(3.18772,-6.04655);(5.36656,-1.19324);(1.75487,3.30982);(3.30027,-4.27991);(3.29419,-6.83533)
7.25001;(2.4657,0.48871);(-1.9469,0.383306);(2.00834,-3.34594);(8.53687,-0.152675);(1.39624,-4.85541);(3.39031,1.91315);(-0.384831,0.511568);(6.34452,-0.0279398);(0.660959,-1.84292);(2.65454,2.07686);(8.55259,-0.120208);(0.476457,2.18673);(3.13028,4.17049);(8.60192,0.538277);(1.17068,1.81638);(0.992855,5.87181);(5.49739,1.01088);(1.74597,3.3564);(7.72849,-0.0261452);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.92806,-0.665217);(8.31769,1.30919);(6.82996,1.5452);(-1.14222,1.98621);(-0.862267,-1.14324);(3.2114,3.40826);(1.7483,-7.0361);(2.69471,-0.928075);(8.8687,0.970615);(8.57053,-0.133911);(3.32193,-4.27612);(0.421755,-3.37532);(8.65205,-0.544203);(2.10431,-3.31571);(1.79971,4.89491);(1.96451,-3.34658);(9.72272,1.44358);(3.28566,-2.70002);(2.57447,5.80063);(1.75004,7.0659);(9.41864,-1.33555);(9.64203,1.45303);(3.28168,7.11352);(-0.745811,-4.3932);(0.180688,7.08167);(-0.174836,1.08595);(3.30907,5.59197);(9.08255,1.12607);(0.46769,-3.33678);(0.413088,-3.33929);(-1.23665,-2.63684);(4.06733,0.612937);(0.344821,5.41457);(6.87032,-1.5421);(-0.495079,4.14905);(1.72492,3.32591);(2.60765,-5.63379);(3.32327,5.56294);(-1.8871,4.13507);(-0.0389506,-6.40177);(1.3078,-6.36482);(-0.151274,-4.78938);(1.85798,-2.70463);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.32026,2.08945);(0.704538,2.34678);(9.70182,1.42924);(-0.656057,0.400353);(-0.0612461,-4.77024);(-0.951249,2.64279);(-2.15177,-1.15456);(-0.539963,0.389131);(4.01053,0.344023);(1.43955,-0.156827);(3.30697,-2.04884);(8.55081,-0.118343);(1.38783,-4.83325);(9.4111,-1.33834);(-1.13857,-2.51038);(0.436277,5.24767);(0.189964,3.82798);(0.630715,-1.86419);(9.42942,-1.35792);(9.10837,-1.4002);(3.38622,1.76072);(3.33371,-6.89841);(3.29656,5.73848);(3.22391,3.5183);(1.97382,-1.27722);(3.39798,-2.12384);(4.91433,-0.770314);(3.18097,-6.06588);(5.43932,-1.19343);(1.77098,3.28205);(3.27563,-4.27223);(3.29758,-6.84214)
7.30001;(2.48495,0.510092);(-1.9469,0.383306);(2.03445,-3.35438);(8.53687,-0.152675);(1.40711,-4.83291);(3.42377,1.88084);(-0.384831,0.511568);(6.40715,-0.0304528);(0.660959,-1.84292);(2.66669,2.04245);(8.55259,-0.120208);(0.502353,2.17391);(3.13602,4.14796);(8.60192,0.538277);(1.17068,1.81638);(0.992688,5.86724);(5.56371,1.01015);(1.74243,3.3577);(7.79446,-0.016645);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.98474,-0.645951);(8.38676,1.29679);(6.89409,1.53158);(-1.11778,2.01458);(-0.862267,-1.14324);(3.223,3.39063);(1.74719,-7.03291);(2.75306,-0.870045);(8.8687,0.970615);(8.57053,-0.133911);(3.31775,-4.29088);(0.414228,-3.3632);(8.65205,-0.544203);(2.06056,-3.31615);(1.77351,4.86189);(2.00616,-3.35246);(9.72272,1.44358);(3.30594,-2.7017);(2.56919,5.80629);(1.74159,7.06221);(9.41864,-1.33555);(9.64203,1.45303);(3.27585,7.11227);(-0.723549,-4.3964);(0.142184,7.09453);(-0.174836,1.08595);(3.31163,5.56744);(9.08255,1.12607);(0.447012,-3.32047);(0.404518,-3.32714);(-1.25464,-2.63678);(4.14195,0.60604);(0.341855,5.41706);(6.94145,-1.54284);(-0.488881,4.15511);(1.71762,3.34559);(2.62004,-5.60487);(3.32501,5.53961);(-1.86749,4.12247);(-0.0275492,-6.39517);(1.30658,-6.38008);(-0.145579,-4.79051);(1.79694,-2.69756);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.28807,2.09588);(0.739497,2.31479);(9.70182,1.42924);(-0.656057,0.400353);(-0.0459708,-4.77133);(-0.914319,2.63928);(-2.157,-1.14279);(-0.539963,0.389131);(4.08154,0.331339);(1.43955,-0.156827);(3.32845,-2.06229);(8.55081,-0.118343);(1.3978,-4.81658);(9.4111,-1.33834);(-1.14557,-2.50516);(0.411415,5.25495);(0.17943,3.82906);(0.630715,-1.86419);(9.42942,-1.35792);(9.17431,-1.36559);(3.41628,1.74334);(3.35592,-6.92196);(3.27175,5.73695);(3.25332,3.51406);(1.99665,-1.27538);(3.36664,-2.17084);(4.98658,-0.768403);(3.17939,-6.07924);(5.51125,-1.1921);(1.77047,3.24946);(3.26153,-4.27973);(3.30689,-6.86351)
