time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
12.9;(7.62978,-0.792535);(8.52325,0.044318);(3.26949,2.32086);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(6.65672,0.801468);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.48347,0.609135);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
12.95;(7.68892,-0.783906);(8.52325,0.044318);(3.25897,2.30979);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(6.72213,0.792491);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.55231,0.590405);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13;(7.74876,-0.775008);(8.52325,0.044318);(3.25695,2.2991);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(6.78723,0.783603);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.05;(7.80927,-0.765815);(8.52325,0.044318);(3.2627,2.28877);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(6.85202,0.774754);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.1;(7.87045,-0.756296);(8.52325,0.044318);(3.27554,2.27879);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(6.91643,0.765896);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.15;(7.93227,-0.746415);(8.52325,0.044318);(3.25742,2.26915);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(6.98043,0.756974);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.2;(7.99476,-0.736122);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.04398,0.747926);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.25;(8.05796,-0.72535);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.10697,0.738672);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.3;(8.12217,-0.713977);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.16907,0.729082);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.35;(8.18583,-0.701624);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.23181,0.71877);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.4;(8.24898,-0.688352);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.29513,0.707789);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.45;(8.31434,-0.675131);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.35628,0.697106);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.5;(8.37899,-0.661006);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.41814,0.685764);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.55;(8.443,-0.646028);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.48063,0.673811);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.6;(8.5064,-0.630244);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.54369,0.661294);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.65;(8.57567,-0.615135);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.60084,0.649694);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.7;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.65904,0.637476);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.75;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.71819,0.624687);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.8;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.7782,0.611373);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.85;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.83898,0.597573);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.9;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.90046,0.583324);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
13.95;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(7.96256,0.568659);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.02523,0.553609);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.05;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.0884,0.538203);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.1;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.15203,0.522466);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.15;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.21606,0.506421);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.2;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.28047,0.490091);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.25;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.3452,0.473494);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.3;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.41023,0.45665);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.35;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.47552,0.439573);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.4;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.54105,0.42228);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
14.45;(8.6438,-0.599155);(8.52325,0.044318);(3.2487,2.25987);(9.27858,-1.30338);(8.69753,-0.692431);(8.57848,0.21172);(8.69032,0.717333);(8.54831,0.186128);(3.23028,-2.07399);(9.29387,1.29167);(8.60679,0.404783);(8.66781,-0.615118);(-0.00602637,-0.625334);(8.69839,-0.666492);(8.85052,0.897892);(8.723,-0.76796);(8.67855,-0.623582);(8.75254,-0.830229);(8.55209,0.0443134);(8.78154,-0.819512);(8.9397,-1.03948);(8.79342,0.843027);(8.62069,0.571008);(-0.175361,-0.0266381);(9.0799,1.11375);(8.57775,-0.0858443);(8.58207,0.421899);(8.5212,-0.0599884);(8.84734,0.898455);(8.67339,0.609677)
