time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
0;(-1.99997,-2.9477);(0.131069,-2.24833);(0.717186,3.47754);(1.32386,-3.72342);(0.684597,-3.93841);(-0.330056,1.49418);(1.38467,0.21543);(-0.336003,1.60952);(-0.950188,-3.62028);(0.530554,2.05128);(-1.01184,3.8604);(0.606074,-3.41851);(-0.90916,-0.508709);(-1.0489,-1.80075);(-0.0539305,3.18125);(1.61861,0.0361834);(1.94657,-0.0481865);(1.79106,-3.41001);(-0.891673,3.31054);(1.76392,-3.59933);(1.31127,-2.99708);(1.47299,1.03635);(1.99783,3.10858);(-0.595939,0.10619);(-0.351677,2.73209);(0.149216,-0.256661);(-1.38512,0.573238);(0.137799,-0.0121591);(0.218335,3.1259);(-1.36093,-2.29799)
0.05;(-1.99444,-2.94639);(0.137343,-2.24716);(0.722847,3.4755);(1.32969,-3.72097);(0.690958,-3.93577);(-0.323205,1.4937);(1.39164,0.215366);(-0.32962,1.60899);(-0.944388,-3.61842);(0.536043,2.0504);(-1.00572,3.8583);(0.612639,-3.41621);(-0.904236,-0.508874);(-1.04245,-1.79994);(-0.0468551,3.17911);(1.62535,0.0361675);(1.95371,-0.0481548);(1.79669,-3.40772);(-0.886023,3.30889);(1.76997,-3.59673);(1.3174,-2.99506);(1.47964,1.03582);(2.0038,3.10633);(-0.59045,0.106361);(-0.345736,2.73067);(0.156795,-0.258094);(-1.37835,0.573085);(0.146437,-0.0123425);(0.224854,3.12393);(-1.35417,-2.29675)
0.1;(-1.98391,-2.9439);(0.14931,-2.24495);(0.733646,3.4716);(1.34082,-3.7163);(0.703117,-3.93137);(-0.357821,1.46529);(1.405,0.215258);(-0.317426,1.60772);(-0.933325,-3.61486);(0.583669,2.07644);(-0.994053,3.85431);(0.625057,-3.41122);(-0.894859,-0.509199);(-1.03013,-1.7984);(-0.0333906,3.17513);(1.63999,-0.0132218);(1.96734,-0.0480941);(1.80748,-3.40337);(-0.875247,3.30573);(1.78151,-3.59179);(1.32914,-2.99117);(1.47943,1.08481);(2.01518,3.10203);(-0.580008,0.106694);(-0.33454,2.72831);(0.171291,-0.260824);(-1.36544,0.572798);(0.162863,-0.0127006);(0.237011,3.1214);(-1.34129,-2.2944)
0.15;(-1.96882,-2.94033);(0.166297,-2.24155);(0.721881,3.51232);(1.35661,-3.70985);(0.720433,-3.92482);(-0.356374,1.4715);(1.42466,0.215237);(-0.299909,1.60554);(-0.917487,-3.60978);(0.596999,2.13885);(-0.977361,3.84897);(0.642613,-3.40459);(-0.881456,-0.509683);(-1.01247,-1.79613);(-0.016216,3.16957);(1.66044,-0.0563657);(1.98686,-0.0480072);(1.82333,-3.39755);(-0.859819,3.30086);(1.79807,-3.58504);(1.34563,-2.98626);(1.50694,1.09219);(2.04772,3.1059);(-0.565105,0.107186);(-0.318494,2.72524);(0.192128,-0.264695);(-1.38692,0.536208);(0.185868,-0.0133293);(0.252254,3.11813);(-1.32289,-2.2911)
0.2;(-1.94961,-2.93578);(0.187725,-2.23694);(0.705822,3.57191);(1.37662,-3.70175);(0.740962,-3.91826);(-0.348226,1.47672);(1.45017,0.215354);(-0.277588,1.60289);(-0.897318,-3.60334);(0.628482,2.15468);(-0.956187,3.84214);(0.664801,-3.39662);(-0.864419,-0.510329);(-0.989872,-1.79309);(-0.0287272,3.20425);(1.68615,-0.0940976);(2.01172,-0.0478957);(1.84389,-3.39031);(-0.840171,3.2948);(1.81921,-3.5766);(1.36773,-2.9784);(1.53846,1.09824);(2.08253,3.10715);(-0.546196,0.107837);(-0.347891,2.74302);(0.218808,-0.269521);(-1.39961,0.502876);(0.214676,-0.0142495);(0.250319,3.16182);(-1.29956,-2.28704)
0.25;(-1.92665,-2.93036);(0.213153,-2.23127);(0.696892,3.6238);(1.40043,-3.69212);(0.765938,-3.90967);(-0.334212,1.48059);(1.4809,0.215598);(-0.250942,1.59999);(-0.873223,-3.59577);(0.662479,2.16807);(-0.97601,3.86392);(0.691217,-3.38747);(-0.84532,-0.509164);(-0.96165,-1.79131);(0.000983877,3.21214);(1.71654,-0.127046);(2.04143,-0.047761);(1.86844,-3.3818);(-0.870345,3.28453);(1.84443,-3.56661);(1.39358,-2.96981);(1.57361,1.10293);(2.11921,3.10601);(-0.523697,0.108653);(-0.360988,2.71353);(0.250925,-0.27507);(-1.4044,0.472511);(0.248798,-0.015424);(0.298267,3.20893);(-1.27176,-2.28222)
0.3;(-1.90031,-2.92414);(0.24359,-2.2248);(0.69442,3.66869);(1.42764,-3.68108);(0.794937,-3.89923);(-0.307096,1.43621);(1.51637,0.215985);(-0.203418,1.55166);(-0.845591,-3.58729);(0.698741,2.17924);(-0.987864,3.88158);(0.721077,-3.37724);(-0.823157,-0.508358);(-0.929626,-1.78774);(0.0349941,3.21714);(1.7511,-0.155832);(2.07554,-0.0476058);(1.89678,-3.3721);(-0.892014,3.27358);(1.87337,-3.5552);(1.42282,-2.96046);(1.61215,1.10659);(2.15738,3.10269);(-0.497995,0.109643);(-0.392625,2.73048);(0.287955,-0.28123);(-1.40204,0.444851);(0.287689,-0.0168481);(0.348167,3.24965);(-1.24112,-2.27732)
0.35;(-1.87088,-2.91719);(0.277051,-2.21719);(0.70687,3.76131);(1.45787,-3.66883);(0.827469,-3.88727);(-0.273884,1.44146);(1.55608,0.216521);(-0.142984,1.55163);(-0.814699,-3.57822);(0.738464,2.18749);(-0.992504,3.89549);(0.754769,-3.36696);(-0.800967,-0.511134);(-0.894592,-1.78406);(0.0714703,3.22038);(1.78975,-0.180864);(2.11365,-0.0474379);(1.92817,-3.36134);(-0.906004,3.26202);(1.90547,-3.5425);(1.45524,-2.9504);(1.65374,1.10928);(2.19667,3.09741);(-0.48657,0.0627151);(-0.415359,2.74446);(0.331465,-0.293872);(-1.3932,0.419659);(0.355752,-0.049569);(0.383281,3.2426);(-1.20675,-2.27138)
0.4;(-1.83902,-2.91004);(0.313308,-2.2096);(0.723767,3.84281);(1.49108,-3.65532);(0.86601,-3.92495);(-0.237069,1.44578);(1.59904,0.216961);(-0.118029,1.51637);(-0.780539,-3.5688);(0.827339,2.20492);(-0.990602,3.90599);(0.785287,-3.30679);(-0.762958,-0.561342);(-0.856949,-1.79081);(0.111596,3.22115);(1.85955,-0.203003);(2.15537,-0.0472896);(1.96309,-3.34986);(-0.913041,3.24993);(1.94074,-3.52895);(1.4914,-2.93835);(1.69916,1.11069);(2.23677,3.09047);(-0.442742,0.0538661);(-0.43004,2.75575);(0.379511,-0.305194);(-1.42169,0.427731);(0.398511,-0.0780141);(0.398944,3.28161);(-1.16921,-2.26704)
0.45;(-1.80472,-2.90225);(0.327142,-2.15731);(0.74468,3.91425);(1.52691,-3.64084);(0.907209,-3.95646);(-0.196871,1.44942);(1.64495,0.217271);(-0.0889535,1.50242);(-0.743781,-3.5616);(0.89064,2.20385);(-0.982768,3.91339);(0.838316,-3.29126);(-0.719428,-0.561856);(-0.81661,-1.84748);(0.155021,3.21968);(1.92957,-0.222984);(2.20034,-0.0471215);(1.99995,-3.33725);(-0.965143,3.22876);(1.97836,-3.51414);(1.53039,-2.9258);(1.74701,1.11127);(2.29919,3.09777);(-0.398359,0.0284654);(-0.394994,2.77225);(0.431171,-0.314532);(-1.44073,0.434966);(0.445312,-0.100147);(0.419639,3.31489);(-1.16526,-2.29972)
0.5;(-1.76809,-2.8939);(0.344797,-2.1378);(0.76922,3.97658);(1.56496,-3.62542);(0.950772,-3.98235);(-0.153547,1.45237);(1.6935,0.217466);(-0.0560162,1.48992);(-0.703647,-3.58358);(0.953224,2.20875);(-0.96955,3.91797);(0.841789,-3.26909);(-0.682827,-0.552474);(-0.774571,-1.86774);(0.201418,3.21615);(1.99976,-0.240989);(2.24825,-0.0469253);(2.0867,-3.3281);(-1.00645,3.20796);(2.06475,-3.51038);(1.57154,-2.90686);(1.79692,1.10421);(2.35609,3.10206);(-0.355234,0.0134888);(-0.35728,2.78581);(0.485994,-0.323375);(-1.45128,0.441438);(0.506178,-0.109597);(0.444889,3.34294);(-1.15494,-2.32816)
0.55;(-1.72986,-2.8852);(0.412312,-2.12204);(0.797035,4.03064);(1.60483,-3.6091);(0.996433,-4.00312);(-0.107377,1.4547);(1.75709,0.229617);(-0.0194011,1.47881);(-0.661457,-3.60166);(1.01498,2.21208);(-0.951451,3.91999);(0.85665,-3.24955);(-0.645048,-0.543974);(-0.78238,-1.88411);(0.250491,3.21075);(2.07008,-0.257185);(2.3025,-0.0554425);(2.16412,-3.3175);(-1.03809,3.18753);(2.14265,-3.50434);(1.61461,-2.88817);(1.84514,1.10587);(2.40827,3.10366);(-0.311001,0.00190986);(-0.317151,2.79669);(0.543784,-0.331687);(-1.45418,0.447216);(0.556965,-0.13029);(0.474256,3.36621);(-1.13884,-2.35273)
0.6;(-1.73099,-2.90734);(0.470365,-2.10151);(0.827807,4.07722);(1.64645,-3.59196);(1.04395,-4.0192);(-0.0586709,1.45639);(1.82166,0.240531);(0.0205439,1.4688);(-0.61741,-3.61618);(1.07575,2.21371);(-0.928923,3.91969);(0.876943,-3.22949);(-0.606285,-0.537147);(-0.759329,-1.86113);(0.302028,3.20369);(2.1404,-0.271635);(2.35899,-0.0630633);(2.23362,-3.30564);(-1.06105,3.16745);(2.21314,-3.49622);(1.67063,-2.8808);(1.8955,1.10669);(2.4566,3.10304);(-0.266191,-0.00858491);(-0.274839,2.80512);(0.603613,-0.336928);(-1.45012,0.452362);(0.609678,-0.145596);(0.507332,3.38516);(-1.07744,-2.3871)
0.65;(-1.7265,-2.92614);(0.528778,-2.08851);(0.861129,4.11705);(1.68953,-3.57405);(1.09323,-4.03104);(-0.00767436,1.45745);(1.88709,0.25031);(0.063479,1.45963);(-0.559288,-3.67868);(1.13528,2.21345);(-0.902379,3.91727);(0.901956,-3.20906);(-0.566605,-0.53173);(-0.731965,-1.83952);(0.355805,3.19516);(2.21079,-0.284415);(2.41734,-0.0699176);(2.29624,-3.29265);(-1.07619,3.14769);(2.27718,-3.48625);(1.72648,-2.87212);(1.9478,1.10677);(2.50185,3.10075);(-0.220989,-0.0181762);(-0.230554,2.81133);(0.666446,-0.33897);(-1.43978,0.45694);(0.665505,-0.156207);(0.543751,3.40015);(-1.0262,-2.37252)
0.7;(-1.71692,-2.94191);(0.587757,-2.07789);(0.896791,4.1507);(1.73384,-3.55543);(1.14393,-4.03899);(0.0453899,1.45781);(1.95327,0.259047);(0.108961,1.45109);(-0.500857,-3.73334);(1.19348,2.21113);(-0.872196,3.91294);(0.932025,-3.18913);(-0.518588,-0.514818);(-0.708013,-1.83178);(0.411619,3.18535);(2.28134,-0.295679);(2.47733,-0.0760416);(2.35294,-3.27866);(-1.08425,3.12825);(2.33563,-3.47459);(1.78205,-2.86224);(2.00184,1.10614);(2.54453,3.09724);(-0.175361,-0.0266381);(-0.184486,2.8155);(0.731716,-0.34041);(-1.42374,0.461005);(0.724178,-0.164591);(0.583179,3.41153);(-0.973955,-2.35771)
0.75;(-1.70271,-2.9549);(0.646883,-2.01727);(0.934544,4.17878);(1.77926,-3.53672);(1.19584,-4.04338);(0.100387,1.45766);(2.02011,0.266826);(0.157314,1.444);(-0.442155,-3.78088);(1.25029,2.20696);(-0.838713,3.90686);(0.96334,-3.21917);(-0.509898,-0.528784);(-0.679831,-1.82404);(0.469155,3.17432);(2.3519,-0.305701);(2.53886,-0.0815174);(2.40466,-3.26366);(-1.08589,3.1091);(2.38925,-3.46135);(1.83728,-2.8513);(2.05757,1.10459);(2.58499,3.09293);(-0.175361,-0.0266381);(-0.13681,2.81784);(0.79911,-0.341618);(-1.40256,0.464612);(0.78541,-0.171439);(0.625311,3.41963);(-0.920548,-2.34289)
0.8;(-1.68432,-2.96538);(0.697281,-2.00588);(0.974159,4.20178);(1.82542,-3.51738);(1.24879,-4.04453);(0.156747,1.45731);(2.08752,0.273726);(0.207765,1.43736);(-0.383165,-3.82186);(1.30933,2.19803);(-0.802239,3.8992);(0.998276,-3.2442);(-0.502421,-0.492765);(-0.643003,-1.86554);(0.524767,3.16524);(2.42246,-0.314584);(2.60179,-0.0864405);(2.45271,-3.24793);(-1.08172,3.09023);(2.43871,-3.44667);(1.89152,-2.83923);(2.11478,1.10239);(2.62351,3.0882);(-0.175361,-0.0266381);(-0.0876817,2.81849);(0.875822,-0.312454);(-1.39712,0.481565);(0.852046,-0.158333);(0.669868,3.42473);(-0.86536,-2.32823)
0.85;(-1.66213,-2.97357);(0.749447,-1.99449);(1.01543,4.22014);(1.87227,-3.49746);(1.30263,-4.04272);(0.214884,1.45636);(2.17363,0.281141);(0.260136,1.43114);(-0.323988,-3.85701);(1.36633,2.19091);(-0.763058,3.8901);(1.03645,-3.26466);(-0.52866,-0.493666);(-0.58419,-1.86213);(0.581807,3.15491);(2.493,-0.32242);(2.66592,-0.0908362);(2.49809,-3.23234);(-1.07239,3.07245);(2.48455,-3.43065);(1.94414,-2.82518);(2.17889,1.10225);(2.65931,3.08168);(-0.175361,-0.0266381);(-0.0372562,2.81763);(0.93179,-0.291451);(-1.40037,0.499646);(0.919285,-0.147571);(0.716596,3.4271);(-0.832157,-2.35848)
0.9;(-1.6365,-2.97968);(0.805195,-1.98223);(1.05816,4.23429);(1.91964,-3.47709);(1.35719,-4.03822);(0.273861,1.45574);(2.25848,0.287688);(0.312539,1.42649);(-0.264657,-3.88682);(1.42191,2.18035);(-0.721425,3.87969);(1.07753,-3.28093);(-0.547897,-0.495285);(-0.526576,-1.85901);(0.639484,3.14385);(2.56351,-0.329297);(2.73112,-0.0947485);(2.54024,-3.21747);(-1.05825,3.05487);(2.52724,-3.41344);(1.99599,-2.80878);(2.24386,1.10143);(2.69452,3.07673);(-0.175361,-0.0266381);(0.0143127,2.81539);(0.992726,-0.275193);(-1.39671,0.515979);(0.987852,-0.138161);(0.765262,3.42698);(-0.795304,-2.38469)
0.95;(-1.60774,-2.9839);(0.861602,-1.96946);(1.10218,4.24458);(1.96115,-3.45508);(1.41233,-4.03126);(0.331405,1.45419);(2.34217,0.293434);(0.366737,1.42206);(-0.205202,-3.91178);(1.47953,2.17041);(-0.677572,3.8681);(1.12117,-3.29338);(-0.560813,-0.497537);(-0.467948,-1.85542);(0.697843,3.13195);(2.63398,-0.335291);(2.79729,-0.0982175);(2.58139,-3.20208);(-1.03974,3.03746);(2.57127,-3.39618);(2.04776,-2.79207);(2.30961,1.1);(2.7276,3.06974);(-0.175361,-0.0266381);(0.066889,2.81189);(1.05625,-0.261266);(-1.3868,0.530725);(1.05767,-0.130077);(0.815497,3.42484);(-0.755144,-2.40722)
1;(-1.57615,-2.98639);(0.91845,-1.95558);(1.14733,4.25136);(2.00398,-3.43341);(1.46793,-4.02205);(0.390588,1.45214);(2.42478,0.298444);(0.422586,1.41785);(-0.145648,-3.93229);(1.53644,2.16028);(-0.631713,3.85543);(1.1671,-3.30236);(-0.568014,-0.500354);(-0.408519,-1.85138);(0.756385,3.11925);(2.70439,-0.340476);(2.86432,-0.10128);(2.61905,-3.18594);(-1.01643,3.02063);(2.61128,-3.37788);(2.09935,-2.77519);(2.37604,1.09802);(2.7594,3.06079);(-0.175361,-0.0266381);(0.120325,2.80723);(1.1216,-0.249017);(-1.37207,0.543625);(1.12857,-0.123146);(0.866919,3.42095);(-0.711989,-2.42639)
1.05;(-1.54199,-2.98733);(0.97585,-1.94086);(1.19346,4.25495);(2.04521,-3.41149);(1.52385,-4.0108);(0.450018,1.449);(2.5064,0.302775);(0.479875,1.41372);(-0.086019,-3.94876);(1.59228,2.14303);(-0.584044,3.84179);(1.21503,-3.30816);(-0.570042,-0.503687);(-0.3484,-1.84686);(0.814402,3.10665);(2.77474,-0.344918);(2.93212,-0.103969);(2.65638,-3.16936);(-0.989605,3.00393);(2.64806,-3.3588);(2.15055,-2.75821);(2.44308,1.09555);(2.79255,3.05644);(-0.175361,-0.0266381);(0.174488,2.80154);(1.18863,-0.238243);(-1.35213,0.555266);(1.20022,-0.117015);(0.919167,3.41562);(-0.666123,-2.44251)
1.1;(-1.50551,-2.98685);(1.03381,-1.92531);(1.24044,4.25562);(2.08322,-3.389);(1.57997,-3.9977);(0.505467,1.44485);(2.58709,0.306481);(0.538502,1.40957);(-0.0263371,-3.96154);(1.65352,2.12802);(-0.534735,3.82727);(1.26472,-3.31106);(-0.56739,-0.5075);(-0.287713,-1.8418);(0.872647,3.09313);(2.84503,-0.348676);(3.00061,-0.106316);(2.69025,-3.15197);(-0.959182,2.98763);(2.68639,-3.33975);(2.20122,-2.74127);(2.51067,1.09263);(2.82313,3.05022);(-0.175361,-0.0266381);(0.229326,2.79485);(1.25718,-0.22906);(-1.3279,0.565486);(1.2729,-0.112173);(0.971849,3.40875);(-0.617804,-2.45583)
1.15;(-1.46692,-2.98509);(1.09227,-1.90958);(1.28814,4.25363);(2.12064,-3.36565);(1.62848,-3.99548);(0.562819,1.4405);(2.66692,0.309611);(0.598354,1.40529);(0.0333786,-3.97095);(1.71307,2.11249);(-0.483968,3.81194);(1.31593,-3.31132);(-0.5605,-0.511769);(-0.226486,-1.83642);(0.930559,3.07872);(2.91525,-0.351806);(3.06972,-0.108348);(2.72353,-3.13447);(-0.925573,2.97169);(2.72819,-3.3072);(2.2512,-2.72452);(2.57873,1.08931);(2.8528,3.04214);(-0.175361,-0.0266381);(0.284662,2.78726);(1.32699,-0.221134);(-1.3185,0.60776);(1.3462,-0.10829);(1.02444,3.40065);(-0.567264,-2.46662)
1.2;(-1.42642,-2.98216);(1.1504,-1.89303);(1.33645,4.24923);(2.15954,-3.34214);(1.67799,-3.99055);(0.621925,1.4358);(2.74597,0.312211);(0.659346,1.40075);(0.0931107,-3.97728);(1.77057,2.09602);(-0.431894,3.79588);(1.36845,-3.30916);(-0.549776,-0.516482);(-0.164737,-1.83074);(0.987837,3.06386);(2.98539,-0.354359);(3.13939,-0.110092);(2.75371,-3.11628);(-0.889403,2.95581);(2.76824,-3.27774);(2.29525,-2.70597);(2.64719,1.08561);(2.88165,3.03224);(-0.175361,-0.0266381);(0.340363,2.77889);(1.39797,-0.214337);(-1.30344,0.646073);(1.42037,-0.105414);(1.07671,3.39158);(-0.514718,-2.47509)
1.25;(-1.3842,-2.97817);(1.20576,-1.87283);(1.38527,4.24261);(2.18808,-3.32108);(1.72829,-3.98313);(0.68267,1.43068);(2.82428,0.314321);(0.716009,1.39459);(0.152843,-3.98082);(1.83357,2.08167);(-0.37865,3.77918);(1.40968,-3.31482);(-0.535581,-0.521633);(-0.102683,-1.82483);(1.04415,3.04893);(3.05545,-0.356381);(3.20954,-0.111571);(2.80548,-3.08488);(-0.850909,2.94001);(2.80393,-3.24867);(2.33892,-2.69112);(2.71619,1.08161);(2.90959,3.02045);(-0.175361,-0.0266381);(0.396365,2.76975);(1.46993,-0.20861);(-1.28323,0.680792);(1.4948,-0.102964);(1.1285,3.38173);(-0.460358,-2.48146)
1.3;(-1.34041,-2.97322);(1.26226,-1.85317);(1.43449,4.23399);(2.21946,-3.29992);(1.77918,-3.97345);(0.744964,1.42508);(2.90191,0.315981);(0.774169,1.38847);(0.205172,-3.98752);(1.89399,2.06635);(-0.324369,3.76191);(1.46079,-3.31193);(-0.518241,-0.527228);(-0.0404441,-1.81853);(1.09923,3.03386);(3.12543,-0.357915);(3.28016,-0.112834);(2.83672,-3.05443);(-0.810307,2.92429);(2.83883,-3.22354);(2.3764,-2.67219);(2.78561,1.07737);(2.93653,3.00662);(-0.175361,-0.0266381);(0.452533,2.76001);(1.54262,-0.203571);(-1.25837,0.712254);(1.56969,-0.10097);(1.1797,3.37137);(-0.404458,-2.4858)
1.35;(-1.29521,-2.96741);(1.31442,-1.8254);(1.48402,4.22353);(2.25314,-3.27862);(1.83048,-3.96171);(0.808869,1.41899);(2.9789,0.317226);(0.833834,1.38229);(0.258208,-3.99137);(1.94613,2.02182);(-0.271681,3.74498);(1.51307,-3.30687);(-0.498051,-0.533276);(0.021535,-1.81193);(1.15274,3.01899);(3.19533,-0.359016);(3.35124,-0.11395);(2.90723,-3.04881);(-0.767793,2.90864);(2.86679,-3.19894);(2.37495,-2.63691);(2.85534,1.07298);(2.96825,3.01774);(-0.175361,-0.0266381);(0.511252,2.74887);(1.61602,-0.199352);(-1.22928,0.740769);(1.64468,-0.0993008);(1.23018,3.36073);(-0.347067,-2.48841)
1.4;(-1.24872,-2.96082);(1.33367,-1.75998);(1.53185,4.21244);(2.28527,-3.26119);(1.8826,-3.94844);(0.823176,1.40658);(3.05532,0.318088);(0.843603,1.3729);(0.311871,-3.9926);(2.04764,1.98522);(-0.217842,3.72748);(1.54184,-3.31333);(-0.475273,-0.539794);(0.0803633,-1.80428);(1.20889,3.00381);(3.26521,-0.359791);(3.42277,-0.114966);(2.92776,-3.04183);(-0.72354,2.89308);(2.918,-3.15637);(2.40765,-2.63817);(2.9253,1.06852);(2.98752,3.02434);(-0.175361,-0.0266381);(0.569078,2.73755);(1.69055,-0.19878);(-1.19637,0.766625);(1.72077,-0.101676);(1.28198,3.34875);(-0.288333,-2.48944)
1.45;(-1.2011,-2.95352);(1.35991,-1.70188);(1.57739,4.20248);(2.29268,-3.28152);(1.91266,-3.97673);(0.842588,1.39594);(3.13403,0.313409);(0.858103,1.36495);(0.347775,-4.00485);(2.11486,1.98501);(-0.162919,3.70963);(1.59263,-3.30334);(-0.450138,-0.546827);(0.140205,-1.79652);(1.26026,2.9832);(3.33538,-0.361396);(3.49526,-0.117157);(2.99115,-3.01822);(-0.677885,2.87773);(2.93445,-3.11595);(2.44494,-2.58963);(3.0297,1.02781);(3.02089,3.03027);(-0.175361,-0.0266381);(0.627275,2.72579);(1.76533,-0.19781);(-1.16001,0.790083);(1.7966,-0.103405);(1.32723,3.33491);(-0.229176,-2.48914)
1.5;(-1.15243,-2.94559);(1.39129,-1.64923);(1.62251,4.19134);(2.30661,-3.2969);(1.94574,-3.99939);(0.866636,1.38666);(3.1896,0.346292);(0.878157,1.35742);(0.384619,-4.01433);(2.17715,1.98346);(-0.108341,3.69162);(1.64462,-3.29179);(-0.42285,-0.554379);(0.200471,-1.78895);(1.31347,2.96233);(3.40383,-0.412971);(3.58395,-0.166653);(3.00454,-2.99462);(-0.628772,2.86386);(2.95613,-3.07664);(2.47384,-2.55464);(3.12073,1.03527);(3.03131,3.03265);(-0.175361,-0.0266381);(0.685773,2.71369);(1.84219,-0.19399);(-1.12274,0.810079);(1.88174,-0.0966663);(1.37555,3.31983);(-0.169003,-2.48755)
1.55;(-1.10281,-2.93708);(1.42728,-1.60149);(1.66522,4.18302);(2.32579,-3.30801);(1.98139,-4.01694);(0.894906,1.37847);(3.24907,0.373984);(0.903266,1.35027);(0.422825,-4.02107);(2.23253,1.98226);(-0.0536324,3.67319);(1.65141,-3.30162);(-0.393587,-0.562477);(0.259421,-1.78192);(1.35795,2.93434);(3.47231,-0.459396);(3.67132,-0.211395);(3.0631,-2.94959);(-0.578767,2.84997);(2.97592,-3.03986);(2.50716,-2.51875);(3.20976,1.04115);(3.07324,3.03833);(-0.175361,-0.0266381);(0.742852,2.698);(1.91919,-0.19043);(-1.08248,0.828264);(1.96607,-0.0905049);(1.41255,3.30353);(-0.108385,-2.48517)
1.6;(-1.05233,-2.92805);(1.46751,-1.55863);(1.70886,4.17284);(2.34921,-3.31534);(2.01921,-4.02981);(0.926978,1.37116);(3.30954,0.398792);(0.932974,1.34347);(0.442091,-4.0437);(2.28463,1.97959);(-0.00310371,3.65608);(1.68455,-3.28952);(-0.362498,-0.571152);(0.318993,-1.77505);(1.42607,2.90511);(3.54435,-0.496255);(3.75748,-0.251773);(3.07177,-2.90777);(-0.528229,2.83596);(2.99416,-3.00396);(2.54363,-2.48437);(3.29697,1.04555);(3.06524,3.04148);(-0.175361,-0.0266381);(0.779854,2.68448);(1.99611,-0.186612);(-1.03949,0.844844);(2.04968,-0.0843848);(1.45756,3.28495);(-0.0467441,-2.48167)
1.65;(-1.00114,-2.91857);(1.51087,-1.51922);(1.74728,4.17291);(2.37564,-3.31954);(2.05879,-4.03841);(0.963204,1.36141);(3.37091,0.420942);(0.966239,1.33437);(0.465216,-4.06191);(2.37191,1.94139);(0.0387788,3.65562);(1.72307,-3.27747);(-0.329706,-0.580437);(0.377946,-1.7683);(1.44929,2.89788);(3.61607,-0.529238);(3.84254,-0.288145);(3.10014,-2.91103);(-0.488816,2.82582);(3.01164,-2.96898);(2.56927,-2.4079);(3.38251,1.04861);(3.10694,3.04998);(-0.175361,-0.0266381);(0.842561,2.65616);(2.07309,-0.183043);(-0.995844,0.859104);(2.13254,-0.078784);(1.47046,3.26559);(0.0136421,-2.47577)
1.7;(-0.94927,-2.90866);(1.51019,-1.45611);(1.78701,4.17037);(2.40448,-3.32088);(2.09976,-4.04314);(0.978564,1.30623);(3.44665,0.425484);(1.00333,1.32583);(0.491828,-4.0761);(2.41455,1.92573);(0.0828415,3.65308);(1.76023,-3.26356);(-0.295311,-0.590363);(0.437365,-1.76158);(1.47799,2.88926);(3.68747,-0.558667);(3.9266,-0.320839);(3.1032,-2.91299);(-0.44915,2.81607);(3.02815,-2.93477);(2.63352,-2.3632);(3.51682,1.04064);(3.0987,3.05633);(-0.175361,-0.0266381);(0.927666,2.67254);(2.1528,-0.172819);(-0.950517,0.870937);(2.21328,-0.0774167);(1.49041,3.24599);(0.0738469,-2.46827)
1.75;(-0.896957,-2.89839);(1.55298,-1.36828);(1.82347,4.177);(2.43517,-3.31962);(2.14176,-4.04432);(1.00009,1.26374);(3.52246,0.429306);(1.04537,1.32027);(0.521625,-4.08666);(2.45876,1.9103);(0.128228,3.6488);(1.74832,-3.25927);(-0.261332,-0.602656);(0.453454,-1.77981);(1.55359,2.89798);(3.75858,-0.584835);(4.00973,-0.350154);(3.15539,-2.90564);(-0.4084,2.80711);(3.0428,-2.90073);(2.67061,-2.30164);(3.64509,1.03243);(3.136,3.06237);(-0.175361,-0.0266381);(0.965918,2.67146);(2.23173,-0.161968);(-0.904132,0.881252);(2.29361,-0.0740696);(1.5063,3.22052);(0.133045,-2.45817)
1.8;(-0.855207,-2.89579);(1.61237,-1.29932);(1.86135,4.18046);(2.46716,-3.31598);(2.18446,-4.04228);(1.01341,1.23201);(3.59869,0.432626);(1.08833,1.31853);(0.554269,-4.09389);(2.50733,1.89642);(0.17321,3.64628);(1.75721,-3.27651);(-0.226886,-0.615633);(0.482893,-1.78461);(1.6089,2.90131);(3.82943,-0.608012);(4.09201,-0.376365);(3.15758,-2.89785);(-0.367447,2.79883);(3.06321,-2.86612);(2.71048,-2.24435);(3.76785,1.02399);(3.1233,3.06774);(-0.175361,-0.0266381);(0.994586,2.65422);(2.30994,-0.151981);(-0.856139,0.889926);(2.37294,-0.0712776);(1.54292,3.20658);(0.182656,-2.42924)
1.85;(-0.812566,-2.89298);(1.67234,-1.23788);(1.90047,4.18088);(2.49996,-3.31019);(2.22754,-4.03729);(1.03315,1.2037);(3.67444,0.435305);(1.14169,1.30556);(0.576116,-4.10908);(2.55776,1.88397);(0.219179,3.64214);(1.78515,-3.27867);(-0.192978,-0.626426);(0.531824,-1.74337);(1.61533,2.89418);(3.90001,-0.628444);(4.17352,-0.399724);(3.1656,-2.88853);(-0.32884,2.79321);(3.07571,-2.83235);(2.75287,-2.19092);(3.88561,1.01532);(3.16023,3.07923);(-0.175361,-0.0266381);(1.02394,2.64556);(2.38797,-0.142815);(-0.806737,0.897211);(2.45168,-0.0687766);(1.54811,3.18887);(0.220299,-2.44886)
