time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
11.45;(-11.0959,0.553154);(-19.1811,0.0143988);(3.30572,-4.50425);(18.2194,-0.531648);(-17.2702,0.231152);(3.32354,3.76279);(-16.8128,-1.36019);(12.5041,1.3372);(15.3432,-0.10437);(13.4082,-1.33118);(16.6489,0.448847);(-17.7612,1.33875);(15.7825,1.52188);(16.5932,-1.01452);(-3.32415,-3.69137);(-3.3141,3.94484);(19.6379,-0.257439);(10.2127,-0.436683);(11.929,-0.950757);(16.7412,0.592644);(-7.27793,1.19953);(13.6307,-0.617417);(12.3348,0.682586);(-16.6376,0.287537);(3.31551,3.5448);(3.26469,2.093);(-11.1366,0.646406);(-15.0509,0.469583);(-12.6567,0.568452);(-13.7703,1.2074);(14.2334,0.840335);(-3.31426,-2.42751);(-15.4685,-1.32962);(3.29918,-3.07108);(17.84,1.17622);(19.3117,0.17741);(-12.3524,-1.00598);(9.18462,0.574116);(-18.6387,0.196452);(15.1415,-1.43691);(-3.33991,2.63829);(-18.2147,-0.968677);(-15.8769,1.40444);(-8.56345,-0.773712);(-14.252,-0.584581);(3.32931,-2.47644);(7.9522,1.07248);(7.25163,-0.815712);(-15.6314,-0.709146);(-12.3979,-1.00009)
11.5;(-11.1719,0.548187);(-19.2621,0.0043014);(3.31366,-4.49066);(18.2829,-0.53005);(-17.3373,0.223505);(3.32604,3.75183);(-16.8797,-1.35348);(12.5697,1.32768);(15.416,-0.100171);(13.4748,-1.3219);(16.7174,0.443586);(-17.8299,1.3256);(15.8466,1.51314);(16.653,-1.01125);(-3.32906,-3.68348);(-3.32167,3.93457);(19.6379,-0.257439);(10.2797,-0.433695);(12.0015,-0.942788);(16.8086,0.584);(-7.33652,1.19427);(13.6982,-0.614913);(12.4139,0.679939);(-16.7074,0.281747);(3.3114,3.53437);(3.25756,2.0663);(-11.2111,0.640537);(-15.1224,0.468965);(-12.7258,0.567208);(-13.8382,1.20071);(14.3044,0.831207);(-3.31678,-2.42404);(-15.5345,-1.31974);(3.30515,-3.06298);(17.9138,1.16118);(19.3806,0.165062);(-12.4263,-1.00063);(9.24736,0.570092);(-18.7033,0.208048);(15.2053,-1.42718);(-3.33375,2.6318);(-18.2836,-0.954075);(-15.9558,1.39886);(-8.63646,-0.7688);(-14.3249,-0.575716);(3.3111,-2.4695);(8.01764,1.06768);(7.31649,-0.811839);(-15.6999,-0.706094);(-12.4713,-0.994838)
11.55;(-11.2478,0.543147);(-19.3417,-0.0048965);(3.30379,-4.47736);(18.3467,-0.528467);(-17.4035,0.214161);(3.33276,3.74096);(-16.9462,-1.347);(12.6353,1.31817);(15.4877,-0.0951509);(13.5416,-1.31251);(16.7868,0.437826);(-17.8869,1.32379);(15.9108,1.50449);(16.7117,-1.0099);(-3.32941,-3.67719);(-3.31054,3.92414);(19.6379,-0.257439);(10.3467,-0.430708);(12.074,-0.934844);(16.8769,0.575875);(-7.39507,1.189);(13.7648,-0.612801);(12.493,0.677367);(-16.7769,0.277018);(3.31474,3.52394);(3.25932,2.04212);(-11.2855,0.634607);(-15.1975,0.472085);(-12.795,0.566286);(-13.9064,1.19364);(14.3764,0.822483);(-3.32338,-2.4192);(-15.5854,-1.31611);(3.30701,-3.05454);(17.9863,1.14623);(19.4489,0.152312);(-12.5003,-0.995218);(9.3101,0.566066);(-18.7816,0.209891);(15.27,-1.41659);(-3.33465,2.62573);(-18.3516,-0.940358);(-16.0341,1.39149);(-8.70945,-0.763889);(-14.3948,-0.569382);(3.30188,-2.46303);(8.08306,1.06288);(7.38131,-0.807974);(-15.7842,-0.697053);(-12.5447,-0.989524)
11.6;(-11.3236,0.538028);(-19.4199,-0.0131976);(3.30134,-4.46387);(18.4109,-0.526952);(-17.4733,0.207325);(3.32203,3.73017);(-17.0207,-1.34984);(12.7009,1.30866);(15.5598,-0.0920266);(13.608,-1.3035);(16.8558,0.431802);(-17.9455,1.31911);(15.9755,1.49615);(16.7711,-1.00758);(-3.3358,-3.67063);(-3.30694,3.91358);(19.6379,-0.257439);(10.4137,-0.42772);(12.1466,-0.926888);(16.9449,0.567368);(-7.45359,1.18373);(13.8323,-0.610208);(12.5722,0.674916);(-16.8591,0.283212);(3.3218,3.51354);(3.26917,2.02027);(-11.3599,0.628571);(-15.2728,0.474183);(-12.8639,0.565791);(-13.9747,1.18642);(14.4483,0.813692);(-3.3169,-2.41485);(-15.6412,-1.31687);(3.31541,-3.04629);(18.0577,1.13136);(19.5165,0.139155);(-12.5742,-0.989692);(9.37284,0.562037);(-18.8594,0.210411);(15.3344,-1.40484);(-3.34199,2.62004);(-18.4192,-0.924641);(-16.1097,1.38456);(-8.78243,-0.758977);(-14.4624,-0.55747);(3.30085,-2.45698);(8.14846,1.05808);(7.44609,-0.804116);(-15.8443,-0.691907);(-12.618,-0.984094)
11.65;(-11.3992,0.532798);(-19.497,-0.0205918);(3.30561,-4.45022);(18.4755,-0.525412);(-17.5371,0.2041);(3.31854,3.71948);(-17.0945,-1.34966);(12.7665,1.29918);(15.6321,-0.0887206);(13.6747,-1.29439);(16.9243,0.425511);(-18.0118,1.32111);(16.0403,1.48763);(16.8303,-1.00539);(-3.32574,-3.66385);(-3.31019,3.90291);(19.6379,-0.257439);(10.4807,-0.424732);(12.2191,-0.918951);(17.0126,0.558459);(-7.51209,1.17844);(13.9,-0.607586);(12.6514,0.672556);(-16.9328,0.279071);(3.31433,3.50317);(3.28641,2.00055);(-11.4344,0.622587);(-15.3434,0.472343);(-12.9332,0.565462);(-14.0419,1.17994);(14.5202,0.804907);(-3.31713,-2.41097);(-15.6977,-1.31581);(3.30263,-3.03823);(18.1278,1.11654);(19.5836,0.125577);(-12.6482,-0.984058);(9.43558,0.558006);(-18.9782,0.239582);(15.3995,-1.3925);(-3.32146,2.61471);(-18.4477,-0.940153);(-16.189,1.37887);(-8.8554,-0.754066);(-14.5319,-0.54702);(3.30729,-2.45132);(8.21383,1.05329);(7.51082,-0.800264);(-15.9055,-0.686162);(-12.6914,-0.978556)
11.7;(-11.4749,0.527449);(-19.5731,-0.0270529);(3.31117,-4.43646);(18.5406,-0.523844);(-17.6254,0.196666);(3.32161,3.7089);(-17.1198,-1.36162);(12.8322,1.28972);(15.7085,-0.0835102);(13.7416,-1.28516);(16.9924,0.418945);(-18.0776,1.31973);(16.1054,1.4791);(16.8893,-1.00184);(-3.3227,-3.65688);(-3.31706,3.89215);(19.6379,-0.257439);(10.5477,-0.421745);(12.2917,-0.911053);(17.0802,0.549213);(-7.57055,1.17314);(13.9678,-0.604942);(12.7306,0.670282);(-16.9829,0.277483);(3.31467,3.49284);(3.31036,1.98275);(-11.509,0.616647);(-15.4159,0.483738);(-13.0011,0.564862);(-14.1099,1.17409);(14.592,0.796148);(-3.32347,-2.40752);(-15.7546,-1.3131);(3.29826,-3.03035);(18.1966,1.10176);(19.5836,0.125577);(-12.7222,-0.978325);(9.49833,0.553972);(-19.0926,0.264501);(15.4616,-1.38303);(-3.30938,2.60973);(-18.5237,-0.940027);(-16.2669,1.37227);(-8.92835,-0.749155);(-14.5968,-0.539567);(3.30735,-2.44601);(8.27918,1.04849);(7.57552,-0.796418);(-15.9729,-0.691518);(-12.7649,-0.972919)
11.75;(-11.5503,0.521931);(-19.5731,-0.0270529);(3.31271,-4.42255);(18.6059,-0.522247);(-17.7103,0.193185);(3.32784,3.69841);(-17.1875,-1.40008);(12.8979,1.28029);(15.7768,-0.0814165);(13.8086,-1.27584);(17.0657,0.412632);(-18.1428,1.31509);(16.1705,1.47142);(16.9479,-0.99703);(-3.32606,-3.64974);(-3.31168,3.88133);(19.6379,-0.257439);(10.6147,-0.418758);(12.3643,-0.903208);(17.1507,0.539693);(-7.62899,1.16784);(14.0356,-0.602239);(12.8098,0.668107);(-17.0432,0.240395);(3.3221,3.48256);(3.2879,1.94637);(-11.5832,0.610552);(-15.485,0.49716);(-13.0702,0.564824);(-14.1773,1.16835);(14.6638,0.787402);(-3.3184,-2.40448);(-15.7633,-1.29744);(3.30153,-3.02266);(18.264,1.08702);(19.5836,0.125577);(-12.7961,-0.972586);(9.56108,0.549936);(-19.2029,0.285213);(15.5249,-1.37277);(-3.30502,2.60511);(-18.6002,-0.940221);(-16.3395,1.39493);(-9.00129,-0.744244);(-14.6635,-0.532578);(3.3148,-2.44109);(8.34451,1.0437);(7.64018,-0.792577);(-16.0075,-0.659051);(-12.8384,-0.967272)
11.8;(-11.626,0.516609);(-19.5731,-0.0270529);(3.32025,-4.40946);(18.6723,-0.5207);(-17.7938,0.190452);(3.32205,3.68804);(-17.255,-1.43193);(12.9636,1.2709);(15.8486,-0.0776615);(13.8758,-1.26641);(17.1349,0.405166);(-18.207,1.30729);(16.2357,1.46306);(17.0074,-0.992137);(-3.33135,-3.64246);(-3.3132,3.87401);(19.6379,-0.257439);(10.6817,-0.41577);(12.437,-0.895426);(17.2175,0.528988);(-7.68739,1.16252);(14.1033,-0.599558);(12.8891,0.666045);(-17.1044,0.206215);(3.31227,3.47234);(3.27594,1.91352);(-11.6575,0.604656);(-15.5441,0.559575);(-13.1381,0.564496);(-14.2441,1.16365);(14.7335,0.77944);(-3.31996,-2.40182);(-15.8083,-1.31612);(3.30959,-3.01422);(18.336,1.07418);(19.5836,0.125577);(-12.8687,-0.966732);(9.62384,0.545899);(-19.3094,0.301718);(15.5874,-1.36395);(-3.3078,2.59726);(-18.6756,-0.937743);(-16.412,1.41298);(-9.0742,-0.739345);(-14.6875,-0.499583);(3.30807,-2.43652);(8.40982,1.0389);(7.7048,-0.788742);(-16.0741,-0.66504);(-12.9105,-0.961489)
11.85;(-11.7012,0.511179);(-19.5731,-0.0270529);(3.30994,-4.39662);(18.7386,-0.518848);(-17.8769,0.144929);(3.32307,3.67777);(-17.3224,-1.45767);(13.0293,1.26156);(15.9199,-0.0743245);(13.9422,-1.25734);(17.2062,0.40084);(-18.2689,1.34066);(16.3011,1.45489);(17.0636,-0.993143);(-3.3298,-3.63742);(-3.32085,3.86634);(19.6379,-0.257439);(10.7487,-0.412783);(12.5096,-0.887667);(17.2857,0.520373);(-7.74577,1.1572);(14.1713,-0.597008);(12.9682,0.664189);(-17.1928,0.184924);(3.31051,3.4622);(3.27356,1.88395);(-11.73,0.597477);(-15.6049,0.615307);(-13.1969,0.57086);(-14.3187,1.17551);(14.8042,0.771852);(-3.32666,-2.39717);(-15.8549,-1.33125);(3.30135,-3.0056);(18.4066,1.06096);(19.5836,0.125577);(-12.9417,-0.960907);(9.6866,0.54186);(-19.4123,0.313976);(15.6509,-1.35417);(-3.31532,2.59005);(-18.7502,-0.933371);(-16.4844,1.42675);(-9.14709,-0.734446);(-14.7204,-0.491139);(3.30942,-2.43234);(8.47511,1.03411);(7.76938,-0.784911);(-16.1147,-0.679554);(-12.9829,-0.955744)
11.9;(-11.7725,0.503674);(-19.5731,-0.0270529);(3.30706,-4.38389);(18.805,-0.516927);(-17.9212,0.130884);(3.33028,3.66761);(-17.3895,-1.47775);(13.095,1.25227);(15.9916,-0.0727361);(14.009,-1.2482);(17.2769,0.396072);(-18.33,1.36714);(16.3668,1.44674);(17.1214,-0.992996);(-3.33452,-3.63206);(-3.30966,3.85834);(19.6379,-0.257439);(10.8157,-0.409796);(12.5821,-0.879934);(17.3538,0.511365);(-7.80413,1.15187);(14.2387,-0.594787);(13.0472,0.662465);(-17.2776,0.165317);(3.31607,3.45213);(3.27996,1.8574);(-11.8024,0.590547);(-15.6673,0.66487);(-13.2601,0.580155);(-14.3922,1.18509);(14.8758,0.764465);(-3.31854,-2.39308);(-15.903,-1.34315);(3.30119,-2.99699);(18.4755,1.0476);(19.5836,0.125577);(-13.0098,-0.957892);(9.74937,0.537819);(-19.5116,0.321898);(15.7136,-1.3429);(-3.30723,2.58345);(-18.8655,-0.958115);(-16.5567,1.43659);(-9.21996,-0.729556);(-14.7698,-0.478021);(3.31812,-2.42851);(8.54038,1.02932);(7.83392,-0.781084);(-16.1581,-0.691582);(-13.0497,-0.953194)
11.95;(-11.8443,0.496545);(-19.5731,-0.0270529);(3.31092,-4.37125);(18.8718,-0.514924);(-18.0154,0.117771);(3.31733,3.65757);(-17.4564,-1.49262);(13.1608,1.24303);(16.0638,-0.0723223);(14.0748,-1.23956);(17.347,0.390872);(-18.3903,1.38722);(16.4325,1.43817);(17.1789,-0.991147);(-3.3343,-3.62643);(-3.30607,3.85007);(19.6379,-0.257439);(10.8827,-0.406809);(12.6545,-0.872264);(17.4218,0.501993);(-7.86246,1.14653);(14.3071,-0.592005);(13.1263,0.660816);(-17.3123,0.145358);(3.31732,3.44216);(3.29439,1.83361);(-11.875,0.583936);(-15.7311,0.708743);(-13.324,0.588395);(-14.4646,1.19257);(14.9473,0.757031);(-3.3174,-2.38952);(-15.9523,-1.35206);(3.30841,-2.98845);(18.5427,1.03414);(19.5836,0.125577);(-13.0786,-0.954363);(9.81214,0.533776);(-19.6074,0.325348);(15.7775,-1.3309);(-3.30655,2.5774);(-18.9751,-0.976332);(-16.6288,1.44279);(-9.29283,-0.724664);(-14.8226,-0.465797);(3.30222,-2.425);(8.60563,1.02453);(7.89842,-0.777262);(-16.204,-0.701321);(-13.1173,-0.950131)
12;(-11.9164,0.489751);(-19.5731,-0.0270529);(3.31677,-4.35866);(18.9389,-0.512774);(-18.1078,0.105463);(3.31189,3.64764);(-17.5229,-1.50265);(13.2265,1.23388);(16.1397,-0.06424);(14.1412,-1.23091);(17.4153,0.385168);(-18.4497,1.40138);(16.4983,1.42916);(17.2379,-0.990661);(-3.34029,-3.62081);(-3.30938,3.84156);(19.6379,-0.257439);(10.9497,-0.403822);(12.7267,-0.864579);(17.4897,0.49228);(-7.92077,1.14119);(14.3751,-0.589375);(13.2056,0.659242);(-17.3577,0.132342);(3.32547,3.43227);(3.31613,1.81229);(-11.9476,0.57759);(-15.7962,0.747364);(-13.3883,0.595514);(-14.536,1.19812);(15.0188,0.749576);(-3.32259,-2.38619);(-16.0025,-1.35867);(3.30493,-2.97998);(18.6094,1.02065);(19.5836,0.125577);(-13.1481,-0.950344);(9.87492,0.529732);(-19.6995,0.324145);(15.8378,-1.32391);(-3.31263,2.57189);(-19.0794,-0.988334);(-16.7007,1.44563);(-9.36569,-0.71977);(-14.8784,-0.454245);(3.29531,-2.42179);(8.67087,1.01974);(7.96289,-0.773444);(-16.2451,-0.713962);(-13.1856,-0.946579)
12.05;(-11.989,0.483254);(-19.5731,-0.0270529);(3.31616,-4.34588);(19.0064,-0.51053);(-18.1986,0.0939122);(3.31327,3.63784);(-17.5892,-1.5082);(13.2922,1.2248);(16.2091,-0.0617143);(14.2078,-1.22212);(17.4897,0.378716);(-18.5082,1.41007);(16.5644,1.42393);(17.2964,-0.988457);(-3.33124,-3.61535);(-3.31615,3.83324);(19.6379,-0.257439);(11.0167,-0.400835);(12.7988,-0.856944);(17.557,0.482193);(-7.97905,1.13584);(14.4429,-0.586569);(13.2848,0.657762);(-17.4054,0.120236);(3.3092,3.42248);(3.34452,1.79321);(-12.0203,0.571462);(-15.8624,0.781136);(-13.4533,0.601507);(-14.6066,1.2019);(15.0904,0.741981);(-3.32302,-2.38296);(-16.0537,-1.36277);(3.31734,-3.01041);(18.6746,1.00718);(19.5836,0.125577);(-13.2183,-0.945858);(9.93771,0.525687);(-19.6995,0.324145);(15.8995,-1.31598);(-3.31231,2.56647);(-19.1784,-0.994422);(-16.7725,1.44537);(-9.43854,-0.714874);(-14.9368,-0.443217);(3.28833,-2.3803);(8.73609,1.01496);(8.02733,-0.769629);(-16.2888,-0.724195);(-13.2546,-0.942562)
12.1;(-12.062,0.477016);(-19.5731,-0.0270529);(3.31276,-4.38303);(19.0747,-0.508086);(-18.2878,0.0830717);(3.32076,3.6282);(-17.6551,-1.50962);(13.3579,1.21577);(16.2805,-0.0591082);(14.2746,-1.21321);(17.5562,0.368955);(-18.5664,1.41414);(16.6305,1.41745);(17.355,-0.985894);(-3.3292,-3.60966);(-3.31164,3.82471);(19.6379,-0.257439);(11.0836,-0.397848);(12.8709,-0.849384);(17.6232,0.471479);(-8.03732,1.13049);(14.5105,-0.583755);(13.3641,0.656427);(-17.4552,0.108972);(3.30166,3.41279);(3.37895,1.77614);(-12.093,0.565509);(-15.9296,0.810434);(-13.5187,0.606405);(-14.6763,1.20406);(15.1603,0.734666);(-3.32971,-2.38022);(-16.1058,-1.36454);(3.31406,-2.99336);(18.7456,0.996953);(19.5836,0.125577);(-13.2889,-0.940924);(10.0005,0.52164);(-19.6995,0.324145);(15.9624,-1.30709);(-3.31874,2.56155);(-19.2725,-0.994884);(-16.8434,1.44177);(-9.51138,-0.709977);(-14.9976,-0.432612);(3.2895,-2.34273);(8.80129,1.01017);(8.09172,-0.765818);(-16.3351,-0.73221);(-13.3242,-0.938102)
12.15;(-12.1352,0.47101);(-19.5731,-0.0270529);(3.31623,-4.41533);(19.1427,-0.504905);(-18.3756,0.0729011);(3.31042,3.6187);(-17.7206,-1.50721);(13.4237,1.20682);(16.3516,-0.0558437);(14.3404,-1.20473);(17.625,0.36319);(-18.6243,1.41381);(16.6966,1.41039);(17.4103,-0.989714);(-3.33352,-3.60377);(-3.31414,3.816);(19.6379,-0.257439);(11.1506,-0.39486);(12.9431,-0.841917);(17.691,0.462253);(-8.09556,1.12513);(14.5786,-0.58098);(13.4433,0.655355);(-17.507,0.0984756);(3.30205,3.40323);(3.37882,1.72293);(-12.1658,0.559693);(-15.9494,0.823677);(-13.5847,0.610255);(-14.7456,1.20518);(15.2315,0.727671);(-3.32056,-2.37793);(-16.1594,-1.36711);(3.31843,-2.97745);(18.8144,0.985815);(19.5836,0.125577);(-13.3602,-0.935559);(10.0633,0.517592);(-19.6995,0.324145);(16.0259,-1.29708);(-3.31522,2.55709);(-19.3617,-0.990005);(-16.9619,1.4535);(-9.58422,-0.705077);(-15.0602,-0.422815);(3.29815,-2.30873);(8.86648,1.00539);(8.15609,-0.762011);(-16.383,-0.735233);(-13.3943,-0.933219)
12.2;(-12.2087,0.465199);(-19.5731,-0.0270529);(3.32246,-4.44323);(19.2107,-0.501567);(-18.4622,0.0633633);(3.30739,3.60933);(-17.7858,-1.50125);(13.4893,1.19797);(16.4231,-0.0546173);(14.4066,-1.19641);(17.6936,0.357037);(-18.7145,1.40315);(16.7627,1.40333);(17.4655,-0.991274);(-3.33517,-3.5977);(-3.32164,3.80714);(19.6379,-0.257439);(11.2176,-0.391873);(13.0149,-0.83445);(17.7588,0.45264);(-8.15379,1.11976);(14.6465,-0.578246);(13.5227,0.654532);(-17.5605,0.0886897);(3.30965,3.3938);(3.38729,1.67568);(-12.2386,0.553979);(-16.0167,0.821047);(-13.6497,0.612171);(-14.7674,1.2221);(15.3027,0.72057);(-3.3186,-2.37607);(-16.2136,-1.36742);(3.32336,-2.96275);(18.8809,0.974423);(19.5836,0.125577);(-13.4318,-0.92971);(10.1261,0.513543);(-19.6995,0.324145);(16.0904,-1.28621);(-3.31879,2.55307);(-19.4463,-0.98006);(-17.0425,1.467);(-9.65706,-0.700177);(-15.1246,-0.413739);(3.31385,-2.2786);(8.93165,1.00061);(8.22042,-0.758207);(-16.4331,-0.736778);(-13.4649,-0.927882)
12.25;(-12.2821,0.459504);(-19.5731,-0.0270529);(3.31867,-4.46714);(19.2789,-0.497949);(-18.5419,0.0569702);(3.311,3.60009);(-17.8506,-1.49201);(13.5549,1.18921);(16.4998,-0.0502761);(14.4734,-1.18775);(17.7613,0.350464);(-18.8004,1.38907);(16.8287,1.39562);(17.5245,-0.991782);(-3.34281,-3.59391);(-3.31159,3.80036);(19.6379,-0.257439);(11.2846,-0.388886);(13.0867,-0.827045);(17.8263,0.442615);(-8.21199,1.11439);(14.7146,-0.575582);(13.6022,0.653536);(-17.6155,0.0795738);(3.30382,3.38449);(3.40373,1.63381);(-12.3115,0.548331);(-16.0848,0.817195);(-13.6838,0.57472);(-14.8219,1.27687);(15.3739,0.713455);(-3.32261,-2.3722);(-16.2685,-1.36566);(3.32571,-2.94913);(18.9455,0.962843);(19.5836,0.125577);(-13.5041,-0.923362);(10.1889,0.509493);(-19.6995,0.324145);(16.147,-1.27795);(-3.32436,2.54725);(-19.5321,-0.968057);(-17.122,1.47611);(-9.72988,-0.695274);(-15.1908,-0.404853);(3.28035,-2.23952);(8.99682,0.995836);(8.28471,-0.754407);(-16.4851,-0.736923);(-13.5359,-0.922123)
12.3;(-12.3068,0.465539);(-19.5731,-0.0270529);(3.32179,-4.48744);(19.3476,-0.493916);(-18.621,0.0509001);(3.31717,3.59098);(-17.917,-1.48191);(13.6205,1.18052);(16.5624,-0.0504739);(14.5399,-1.17888);(17.8369,0.343999);(-18.8823,1.37183);(16.8944,1.3897);(17.5829,-0.990278);(-3.31851,-3.58978);(-3.3091,3.79328);(19.6379,-0.257439);(11.3516,-0.385899);(13.1585,-0.819749);(17.8979,0.431657);(-8.27018,1.10902);(14.7814,-0.572362);(13.6817,0.65271);(-17.6699,0.0732636);(3.3058,3.37532);(3.42751,1.59613);(-12.3372,0.558851);(-16.1538,0.812215);(-13.764,0.556692);(-14.877,1.32517);(15.4454,0.706356);(-3.32697,-2.36894);(-16.3239,-1.36199);(3.33526,-2.93639);(19.0094,0.951686);(19.5836,0.125577);(-13.5898,-0.960879);(10.2518,0.505441);(-19.6995,0.324145);(16.2067,-1.26951);(-3.3234,2.54202);(-19.613,-0.951487);(-17.2004,1.48114);(-9.8027,-0.69037);(-15.253,-0.390573);(3.25781,-2.20426);(9.06197,0.991063);(8.34898,-0.75061);(-16.5445,-0.741323);(-13.6218,-0.958378)
12.35;(-12.3367,0.470592);(-19.5731,-0.0270529);(3.32823,-4.50445);(19.4172,-0.489267);(-18.6978,0.0399319);(3.31496,3.582);(-17.9828,-1.46878);(13.6862,1.17191);(16.6343,-0.0490482);(14.6054,-1.17086);(17.9011,0.33166);(-18.9619,1.35708);(16.96,1.38186);(17.6412,-0.987188);(-3.30269,-3.58535);(-3.31345,3.78604);(19.6379,-0.257439);(11.4186,-0.382912);(13.2301,-0.812518);(17.9609,0.415508);(-8.3283,1.10361);(14.8492,-0.568403);(13.7613,0.652284);(-17.7267,0.0670875);(3.31432,3.36628);(3.458,1.56224);(-12.3674,0.567887);(-16.223,0.806838);(-13.8375,0.540197);(-14.9328,1.36752);(15.5114,0.702801);(-3.32976,-2.36625);(-16.38,-1.35664);(3.29892,-2.92445);(19.0883,0.950459);(19.5836,0.125577);(-13.6744,-0.993904);(10.3146,0.501389);(-19.6995,0.324145);(16.2654,-1.26528);(-3.32939,2.53724);(-19.6895,-0.93089);(-17.2779,1.48239);(-9.87552,-0.685465);(-15.3228,-0.377362);(3.24528,-2.17253);(9.1271,0.986292);(8.41321,-0.746816);(-16.6044,-0.744333);(-13.7064,-0.990266)
12.4;(-12.3712,0.474746);(-19.5731,-0.0270529);(3.32135,-4.51847);(19.4852,-0.480976);(-18.7492,0.0342959);(3.31936,3.57316);(-18.0504,-1.45585);(13.7518,1.16341);(16.6897,-0.0430693);(14.6713,-1.16248);(17.9777,0.328485);(-19.0375,1.33949);(17.0256,1.37411);(17.6928,-1.0039);(-3.29457,-3.58068);(-3.31816,3.7789);(19.6379,-0.257439);(11.4855,-0.379925);(13.3014,-0.805275);(18.0351,0.405551);(-8.38638,1.09819);(14.9162,-0.565448);(13.84,0.651943);(-17.7831,0.0640772);(3.3014,3.35737);(3.49459,1.53179);(-12.4019,0.575564);(-16.2962,0.802835);(-13.9108,0.52464);(-14.989,1.40442);(15.5798,0.69943);(-3.33614,-2.36409);(-16.4367,-1.34967);(3.27342,-2.91329);(19.1643,0.944775);(19.5836,0.125577);(-13.758,-1.02281);(10.3774,0.497335);(-19.6995,0.324145);(16.3256,-1.25969);(-3.32508,2.53265);(-19.7865,-0.911223);(-17.3543,1.48014);(-9.94833,-0.680559);(-15.3903,-0.366704);(3.24193,-2.14406);(9.19223,0.981524);(8.4774,-0.743026);(-16.665,-0.745872);(-13.7899,-1.01814)
12.45;(-12.4099,0.478074);(-19.5731,-0.0270529);(3.32164,-4.5298);(19.5527,-0.474603);(-18.8041,0.0334525);(3.3231,3.56446);(-18.116,-1.44467);(13.7925,1.19828);(16.7616,-0.0466113);(14.7377,-1.15375);(18.0525,0.324726);(-19.1096,1.31847);(17.0909,1.36437);(17.7446,-1.01694);(-3.29345,-3.5758);(-3.32139,3.77152);(19.6379,-0.257439);(11.5525,-0.376938);(13.3725,-0.798087);(18.1085,0.39524);(-8.44443,1.09275);(14.9827,-0.562877);(13.9435,0.608231);(-17.8422,0.0603037);(3.297,3.34861);(3.5367,1.50443);(-12.4402,0.582);(-16.3684,0.798933);(-13.9838,0.509919);(-15.0457,1.43632);(15.6351,0.704753);(-3.32639,-2.36241);(-16.4939,-1.34117);(3.2578,-2.90288);(19.2371,0.940247);(19.5836,0.125577);(-13.8406,-1.04792);(10.4403,0.49328);(-19.6995,0.324145);(16.3871,-1.25271);(-3.32805,2.52858);(-19.876,-0.886986);(-17.4299,1.47467);(-10.0211,-0.675651);(-15.4591,-0.356423);(3.24696,-2.11859);(9.25735,0.976759);(8.54157,-0.739239);(-16.7261,-0.746076);(-13.8724,-1.04234)
12.5;(-12.4524,0.480631);(-19.5731,-0.0270529);(3.32844,-4.53866);(19.6192,-0.467406);(-18.8613,0.0342876);(3.32811,3.5559);(-18.1819,-1.43419);(13.8356,1.22874);(16.8341,-0.050636);(14.8056,-1.15895);(18.1258,0.320333);(-19.1786,1.29424);(17.156,1.35371);(17.7967,-1.02657);(-3.29869,-3.57074);(-3.32781,3.76502);(19.6379,-0.257439);(11.6195,-0.373951);(13.4437,-0.790569);(18.1814,0.38459);(-8.50248,1.08731);(15.0855,-0.59483);(14.0163,0.603864);(-17.9018,0.0581214);(3.30034,3.34);(3.58383,1.47986);(-12.4819,0.5873);(-16.4404,0.794501);(-14.0567,0.495995);(-15.1027,1.46364);(15.6921,0.708484);(-3.32402,-2.3612);(-16.5514,-1.33131);(3.25116,-2.89318);(19.3068,0.934393);(19.5836,0.125577);(-13.9223,-1.06956);(10.5032,0.489224);(-19.6995,0.324145);(16.4508,-1.24436);(-3.33469,2.52392);(-19.9582,-0.858491);(-17.5047,1.46622);(-10.0939,-0.670743);(-15.5293,-0.346493);(3.25965,-2.09588);(9.32245,0.971998);(8.6057,-0.735454);(-16.7878,-0.744894);(-13.954,-1.06316)
12.55;(-12.4983,0.482974);(-19.5731,-0.0270529);(3.3193,-4.5453);(19.6851,-0.460655);(-18.8996,-0.00111237);(3.32834,3.54747);(-18.2478,-1.42288);(13.8807,1.25518);(16.9073,-0.0553633);(14.8733,-1.16232);(18.1973,0.315039);(-19.2657,1.30345);(17.2207,1.34249);(17.85,-1.03262);(-3.30268,-3.56554);(-3.32132,3.75842);(19.6379,-0.257439);(11.6865,-0.370963);(13.5144,-0.783997);(18.2536,0.373619);(-8.56052,1.08187);(15.1401,-0.613029);(14.0895,0.599489);(-17.9623,0.0566967);(3.3084,3.33155);(3.63546,1.45779);(-12.5268,0.591563);(-16.5119,0.789531);(-14.1296,0.482805);(-15.1601,1.48675);(15.7517,0.711504);(-3.32837,-2.36043);(-16.6096,-1.3227);(3.25271,-2.88417);(19.3733,0.928964);(19.5836,0.125577);(-14.0032,-1.08801);(10.5661,0.485167);(-19.6995,0.324145);(16.5633,-1.24676);(-3.32428,2.51965);(-20.033,-0.826078);(-17.5784,1.45565);(-10.1666,-0.666324);(-15.6002,-0.334379);(3.27934,-2.07567);(9.38755,0.967239);(8.6698,-0.731673);(-16.85,-0.742438);(-14.0347,-1.08087)
