time;0;1
6.4251;(-0.647117,0.10998);(0.647117,-0.109938)
6.4301;(-0.644654,0.112158);(0.644654,-0.112116)
6.4351;(-0.642121,0.114314);(0.642121,-0.114273)
6.4401;(-0.639518,0.11645);(0.639518,-0.116408)
6.4451;(-0.637277,0.118932);(0.637277,-0.11889)
6.4501;(-0.634963,0.121389);(0.634963,-0.121348)
6.4551;(-0.632578,0.123823);(0.632578,-0.123781)
6.4601;(-0.630123,0.126233);(0.630123,-0.126192)
6.4651;(-0.627599,0.12862);(0.627599,-0.128579)
6.4701;(-0.625004,0.130984);(0.625004,-0.130942)
6.4751;(-0.622342,0.133324);(0.622342,-0.133283)
6.4801;(-0.619611,0.135642);(0.619611,-0.1356)
6.4851;(-0.616813,0.137937);(0.616813,-0.137896)
6.4901;(-0.614365,0.14059);(0.614365,-0.140548)
6.4951;(-0.611846,0.143217);(0.611846,-0.143175)
6.5001;(-0.609258,0.145818);(0.609258,-0.145777)
6.5051;(-0.606602,0.148394);(0.606602,-0.148353)
6.5101;(-0.603878,0.150945);(0.603878,-0.150904)
6.5151;(-0.601086,0.153471);(0.601086,-0.15343)
6.5201;(-0.598228,0.155972);(0.598228,-0.155931)
6.5251;(-0.595303,0.158449);(0.595303,-0.158407)
6.5301;(-0.592313,0.160901);(0.592313,-0.16086)
6.5351;(-0.589258,0.163329);(0.589258,-0.163288)
6.5401;(-0.586568,0.1661);(0.586568,-0.166059)
6.5451;(-0.583809,0.168844);(0.583809,-0.168803)
6.5501;(-0.580984,0.171561);(0.580984,-0.17152)
6.5551;(-0.578092,0.174251);(0.578092,-0.17421)
6.5601;(-0.575134,0.176915);(0.575134,-0.176874)
6.5651;(-0.572111,0.179552);(0.572111,-0.179512)
6.5701;(-0.569023,0.182164);(0.569023,-0.182123)
6.5751;(-0.565872,0.18475);(0.565872,-0.184709)
6.5801;(-0.562657,0.18731);(0.562657,-0.187269)
6.5851;(-0.559794,0.190226);(0.559794,-0.190185)
6.5901;(-0.556864,0.193113);(0.556864,-0.193073)
6.5951;(-0.553869,0.195972);(0.553869,-0.195932)
6.6001;(-0.550809,0.198803);(0.550809,-0.198762)
6.6051;(-0.547685,0.201605);(0.547685,-0.201565)
6.6101;(-0.544497,0.20438);(0.544497,-0.20434)
6.6151;(-0.541246,0.207128);(0.541246,-0.207088)
6.6201;(-0.537933,0.209848);(0.537933,-0.209808)
6.6251;(-0.534558,0.212541);(0.534558,-0.212501)
6.6301;(-0.531511,0.215612);(0.531511,-0.215572)
6.6351;(-0.5284,0.218652);(0.5284,-0.218612)
6.6401;(-0.525224,0.221662);(0.525224,-0.221622)
6.6451;(-0.521986,0.224642);(0.521986,-0.224602)
6.6501;(-0.518685,0.227593);(0.518685,-0.227553)
6.6551;(-0.515322,0.230514);(0.515322,-0.230474)
6.6601;(-0.511898,0.233407);(0.511898,-0.233367)
6.6651;(-0.508413,0.23627);(0.508413,-0.23623)
6.6701;(-0.504867,0.239105);(0.504867,-0.239065)
6.67511;(-0.501262,0.241911);(0.501262,-0.241871)
6.68011;(-0.49799,0.24509);(0.49799,-0.24505)
6.68511;(-0.494657,0.248237);(0.494657,-0.248198)
6.69011;(-0.491261,0.251353);(0.491261,-0.251314)
6.69511;(-0.487804,0.254438);(0.487804,-0.254398)
6.70011;(-0.484287,0.257492);(0.484287,-0.257452)
6.70511;(-0.48071,0.260516);(0.48071,-0.260476)
6.71011;(-0.477073,0.263509);(0.477073,-0.263469)
6.71511;(-0.473378,0.266472);(0.473378,-0.266432)
6.72011;(-0.469624,0.269405);(0.469624,-0.269366)
6.72511;(-0.465812,0.272309);(0.465812,-0.27227)
6.73011;(-0.462329,0.27559);(0.462329,-0.27555)
6.73511;(-0.458786,0.278837);(0.458786,-0.278798)
6.74011;(-0.455183,0.282052);(0.455183,-0.282013)
6.74511;(-0.451521,0.285235);(0.451521,-0.285196)
6.75011;(-0.4478,0.288386);(0.4478,-0.288347)
6.75511;(-0.444021,0.291505);(0.444021,-0.291466)
6.76011;(-0.440185,0.294593);(0.440185,-0.294554)
6.76511;(-0.436291,0.297649);(0.436291,-0.29761)
6.77011;(-0.432341,0.300675);(0.432341,-0.300636)
6.77511;(-0.428335,0.30367);(0.428335,-0.303631)
6.78011;(-0.424643,0.307054);(0.424643,-0.307015)
6.78511;(-0.420892,0.310404);(0.420892,-0.310365)
6.79011;(-0.417084,0.313721);(0.417084,-0.313682)
6.79511;(-0.413218,0.317003);(0.413218,-0.316965)
6.80011;(-0.409295,0.320253);(0.409295,-0.320214)
6.80511;(-0.405317,0.32347);(0.405317,-0.323431)
6.81011;(-0.401282,0.326654);(0.401282,-0.326615)
6.81511;(-0.397192,0.329806);(0.397192,-0.329767)
6.82011;(-0.393048,0.332925);(0.393048,-0.332887)
6.82511;(-0.38885,0.336013);(0.38885,-0.335974)
6.83011;(-0.384597,0.339069);(0.384597,-0.339031)
6.83511;(-0.380649,0.342522);(0.380649,-0.342484)
6.84011;(-0.376645,0.345941);(0.376644,-0.345902)
6.84511;(-0.372585,0.349324);(0.372585,-0.349286)
6.85011;(-0.36847,0.352673);(0.36847,-0.352635)
6.85511;(-0.364301,0.355988);(0.364301,-0.35595)
6.86011;(-0.360077,0.359269);(0.360077,-0.359231)
6.86511;(-0.355801,0.362517);(0.355801,-0.362478)
6.87011;(-0.351471,0.365731);(0.351471,-0.365692)
6.87511;(-0.347089,0.368912);(0.347089,-0.368874)
6.88011;(-0.342655,0.37206);(0.342655,-0.372022)
6.88511;(-0.33817,0.375176);(0.33817,-0.375138)
6.89011;(-0.333634,0.37826);(0.333633,-0.378222)
6.89511;(-0.329047,0.381312);(0.329046,-0.381273)
6.90011;(-0.32475,0.38477);(0.32475,-0.384732)
6.90511;(-0.320401,0.388193);(0.320401,-0.388155)
6.91011;(-0.316,0.391581);(0.316,-0.391543)
6.91511;(-0.311547,0.394934);(0.311547,-0.394896)
6.92011;(-0.307043,0.398252);(0.307043,-0.398214)
6.92511;(-0.302488,0.401536);(0.302488,-0.401498)
6.93011;(-0.297883,0.404786);(0.297882,-0.404748)
6.93511;(-0.293227,0.408003);(0.293227,-0.407965)
6.94011;(-0.288523,0.411185);(0.288522,-0.411148)
6.94511;(-0.283769,0.414335);(0.283769,-0.414297)
6.95011;(-0.278967,0.417452);(0.278967,-0.417414)
6.95511;(-0.274117,0.420536);(0.274116,-0.420499)
6.96011;(-0.269219,0.423588);(0.269219,-0.42355)
6.96511;(-0.264274,0.426608);(0.264274,-0.42657)
6.97011;(-0.259282,0.429596);(0.259282,-0.429558)
6.97511;(-0.254244,0.432552);(0.254244,-0.432515)
6.98011;(-0.24916,0.435477);(0.24916,-0.43544)
6.98511;(-0.244031,0.438371);(0.244031,-0.438334)
6.99011;(-0.238857,0.441235);(0.238856,-0.441197)
6.99511;(-0.233638,0.444068);(0.233638,-0.44403)
7.00011;(-0.228375,0.44687);(0.228374,-0.446833)
7.00511;(-0.223068,0.449643);(0.223068,-0.449606)
7.01011;(-0.217717,0.452386);(0.217717,-0.452349)
7.01511;(-0.212324,0.455099);(0.212324,-0.455062)
7.02011;(-0.206888,0.457783);(0.206888,-0.457746)
7.02511;(-0.201411,0.460439);(0.20141,-0.460402)
7.03011;(-0.195891,0.463065);(0.195891,-0.463028)
7.03511;(-0.19033,0.465663);(0.19033,-0.465626)
7.04011;(-0.184728,0.468232);(0.184728,-0.468196)
7.04511;(-0.179085,0.470774);(0.179085,-0.470737)
7.05011;(-0.173402,0.473288);(0.173402,-0.473251)
7.05511;(-0.167679,0.475774);(0.167679,-0.475737)
7.06011;(-0.161917,0.478233);(0.161917,-0.478196)
7.06511;(-0.156115,0.480664);(0.156115,-0.480628)
7.07011;(-0.150275,0.483069);(0.150275,-0.483033)
7.07511;(-0.144396,0.485447);(0.144396,-0.485411)
7.08011;(-0.13848,0.487799);(0.13848,-0.487763)
7.08511;(-0.132525,0.490124);(0.132525,-0.490088)
7.09011;(-0.126533,0.492424);(0.126533,-0.492388)
7.09511;(-0.120505,0.494698);(0.120505,-0.494661)
7.10011;(-0.114439,0.496946);(0.114439,-0.496909)
7.10511;(-0.108337,0.499168);(0.108337,-0.499132)
7.11012;(-0.1022,0.501366);(0.1022,-0.50133)
7.11512;(-0.0960264,0.503539);(0.0960263,-0.503502)
7.12012;(-0.0898177,0.505687);(0.0898176,-0.50565)
7.12512;(-0.083574,0.50781);(0.0835739,-0.507774)
7.13012;(-0.0772956,0.509909);(0.0772956,-0.509873)
7.13512;(-0.0709829,0.511984);(0.0709829,-0.511948)
7.14012;(-0.0646362,0.514035);(0.0646361,-0.513999)
7.14512;(-0.0582558,0.516062);(0.0582557,-0.516026)
7.15012;(-0.051842,0.518066);(0.0518419,-0.51803)
7.15512;(-0.0453951,0.520047);(0.045395,-0.520011)
7.16012;(-0.0389154,0.522004);(0.0389153,-0.521968)
7.16512;(-0.0324033,0.523939);(0.0324032,-0.523903)
7.17012;(-0.025859,0.52585);(0.0258589,-0.525815)
7.17512;(-0.0192828,0.527739);(0.0192827,-0.527704)
7.18012;(-0.012675,0.529606);(0.0126749,-0.529571)
7.18512;(-0.00603599,0.531451);(0.0060359,-0.531415)
7.19012;(0.000634039,0.533274);(-0.000634123,-0.533238)
7.19512;(0.00733477,0.535074);(-0.00733485,-0.535039)
7.20012;(0.0140659,0.536854);(-0.014066,-0.536818)
7.20512;(0.0208272,0.538611);(-0.0208273,-0.538576)
7.21012;(0.0276183,0.540348);(-0.0276184,-0.540312)
7.21512;(0.034439,0.542063);(-0.0344391,-0.542028)
7.22012;(0.041289,0.543758);(-0.0412891,-0.543722)
7.22512;(0.0481681,0.545431);(-0.0481682,-0.545396)
7.23012;(0.0550759,0.547085);(-0.055076,-0.547049)
7.23512;(0.0620122,0.548717);(-0.0620123,-0.548682)
7.24012;(0.0689767,0.55033);(-0.0689768,-0.550295)
7.24512;(0.0759692,0.551923);(-0.0759693,-0.551887)
7.25012;(0.0829893,0.553495);(-0.0829894,-0.55346)
7.25512;(0.090037,0.555048);(-0.0900371,-0.555013)
7.26012;(0.0971118,0.556581);(-0.0971119,-0.556546)
7.26512;(0.104214,0.558095);(-0.104214,-0.55806)
7.27012;(0.111342,0.55959);(-0.111342,-0.559555)
7.27512;(0.118497,0.561066);(-0.118497,-0.561031)
7.28012;(0.125678,0.562522);(-0.125678,-0.562487)
7.28512;(0.132885,0.56396);(-0.132885,-0.563925)
7.29012;(0.140118,0.56538);(-0.140118,-0.565345)
7.29512;(0.147376,0.566781);(-0.147376,-0.566746)
7.30012;(0.154659,0.568163);(-0.15466,-0.568129)
7.30512;(0.161968,0.569528);(-0.161968,-0.569493)
7.31012;(0.169301,0.570874);(-0.169301,-0.57084)
7.31512;(0.176659,0.572203);(-0.176659,-0.572168)
7.32012;(0.184041,0.573514);(-0.184041,-0.573479)
7.32512;(0.191447,0.574808);(-0.191447,-0.574773)
7.33012;(0.198877,0.576084);(-0.198877,-0.576049)
7.33512;(0.206331,0.577343);(-0.206331,-0.577308)
7.34012;(0.213808,0.578584);(-0.213808,-0.57855)
7.34512;(0.221308,0.579809);(-0.221308,-0.579774)
7.35012;(0.228831,0.581017);(-0.228831,-0.580982)
7.35512;(0.236377,0.582208);(-0.236377,-0.582174)
7.36012;(0.243946,0.583383);(-0.243946,-0.583348)
7.36512;(0.251537,0.584541);(-0.251537,-0.584507)
7.37012;(0.25915,0.585683);(-0.25915,-0.585649)
7.37512;(0.266785,0.586809);(-0.266785,-0.586775)
7.38012;(0.274442,0.587919);(-0.274442,-0.587885)
7.38512;(0.28212,0.589013);(-0.28212,-0.588979)
7.39012;(0.289819,0.590091);(-0.289819,-0.590057)
7.39512;(0.29754,0.591154);(-0.29754,-0.59112)
7.40012;(0.305282,0.592201);(-0.305282,-0.592167)
7.40512;(0.313044,0.593233);(-0.313044,-0.593199)
7.41012;(0.320827,0.59425);(-0.320827,-0.594216)
7.41512;(0.32863,0.595252);(-0.32863,-0.595218)
7.42012;(0.336454,0.596238);(-0.336454,-0.596204)
7.42512;(0.344297,0.59721);(-0.344297,-0.597176)
7.43012;(0.35216,0.598167);(-0.352161,-0.598133)
7.43512;(0.360043,0.599109);(-0.360043,-0.599076)
7.44012;(0.367945,0.600038);(-0.367946,-0.600004)
7.44512;(0.375867,0.600951);(-0.375867,-0.600918)
7.45012;(0.383808,0.601851);(-0.383808,-0.601817)
7.45512;(0.391767,0.602736);(-0.391767,-0.602702)
7.46012;(0.399745,0.603607);(-0.399745,-0.603574)
7.46512;(0.407742,0.604465);(-0.407742,-0.604431)
7.47012;(0.415757,0.605308);(-0.415757,-0.605275)
7.47512;(0.42379,0.606139);(-0.42379,-0.606105)
7.48012;(0.431841,0.606955);(-0.431842,-0.606922)
7.48512;(0.439911,0.607758);(-0.439911,-0.607725)
7.49012;(0.447997,0.608548);(-0.447998,-0.608515)
7.49512;(0.456102,0.609325);(-0.456102,-0.609291)
7.50012;(0.464223,0.610088);(-0.464224,-0.610055)
7.50512;(0.472362,0.610838);(-0.472363,-0.610805)
7.51012;(0.480518,0.611576);(-0.480518,-0.611543)
7.51512;(0.488691,0.612301);(-0.488691,-0.612268)
7.52012;(0.496881,0.613013);(-0.496881,-0.61298)
7.52512;(0.505087,0.613713);(-0.505087,-0.61368)
7.53012;(0.51331,0.6144);(-0.51331,-0.614367)
7.53512;(0.521548,0.615075);(-0.521549,-0.615042)
7.54012;(0.529803,0.615737);(-0.529803,-0.615705)
7.54513;(0.538074,0.616388);(-0.538074,-0.616355)
7.55013;(0.546361,0.617026);(-0.546361,-0.616994)
7.55513;(0.554663,0.617653);(-0.554663,-0.61762)
7.56013;(0.562981,0.618268);(-0.562981,-0.618235)
7.56513;(0.571315,0.61887);(-0.571315,-0.618838)
7.57013;(0.579663,0.619462);(-0.579663,-0.619429)
7.57513;(0.588027,0.620041);(-0.588027,-0.620009)
7.58013;(0.596405,0.62061);(-0.596405,-0.620577)
7.58513;(0.604799,0.621167);(-0.604799,-0.621134)
7.59013;(0.613207,0.621712);(-0.613207,-0.62168)
7.59513;(0.621629,0.622247);(-0.621629,-0.622214)
7.60013;(0.630066,0.62277);(-0.630066,-0.622738)
7.60513;(0.638517,0.623282);(-0.638518,-0.62325)
7.61013;(0.646983,0.623784);(-0.646983,-0.623752)
7.61513;(0.655462,0.624275);(-0.655462,-0.624242)
7.62013;(0.663956,0.624755);(-0.663956,-0.624722)
7.62513;(0.672463,0.625224);(-0.672463,-0.625192)
7.63013;(0.680983,0.625683);(-0.680983,-0.62565)
7.63513;(0.689517,0.626131);(-0.689517,-0.626099)
7.64013;(0.698065,0.626569);(-0.698065,-0.626537)
7.64513;(0.706626,0.626997);(-0.706626,-0.626965)
7.65013;(0.715199,0.627414);(-0.7152,-0.627382)
7.65513;(0.723786,0.627822);(-0.723786,-0.62779)
7.66013;(0.732386,0.628219);(-0.732386,-0.628187)
7.66513;(0.740998,0.628607);(-0.740999,-0.628575)
7.67013;(0.749623,0.628984);(-0.749624,-0.628952)
7.67513;(0.758261,0.629352);(-0.758261,-0.62932)
7.68013;(0.766911,0.62971);(-0.766911,-0.629678)
7.68513;(0.775573,0.630059);(-0.775573,-0.630027)
7.69013;(0.784248,0.630398);(-0.784248,-0.630366)
7.69513;(0.792934,0.630727);(-0.792935,-0.630695)
7.70013;(0.801633,0.631047);(-0.801633,-0.631015)
7.70513;(0.810343,0.631358);(-0.810343,-0.631326)
7.71013;(0.819065,0.63166);(-0.819065,-0.631628)
7.71513;(0.827799,0.631952);(-0.827799,-0.63192)
7.72013;(0.836544,0.632235);(-0.836544,-0.632204)
7.72513;(0.845301,0.63251);(-0.845301,-0.632478)
7.73013;(0.854068,0.632775);(-0.854069,-0.632744)
7.73513;(0.862847,0.633032);(-0.862848,-0.633)
7.74013;(0.871638,0.63328);(-0.871638,-0.633248)
7.74513;(0.880439,0.633519);(-0.880439,-0.633487)
7.75013;(0.889251,0.633749);(-0.889251,-0.633718)
7.75513;(0.898073,0.633971);(-0.898074,-0.63394)
7.76013;(0.906907,0.634185);(-0.906907,-0.634153)
7.76513;(0.915751,0.63439);(-0.915751,-0.634358)
7.77013;(0.924605,0.634586);(-0.924605,-0.634555)
7.77513;(0.93347,0.634775);(-0.93347,-0.634744)
7.78013;(0.942345,0.634955);(-0.942345,-0.634924)
7.78513;(0.951231,0.635127);(-0.951231,-0.635096)
7.79013;(0.960126,0.635291);(-0.960126,-0.63526)
7.79513;(0.969032,0.635447);(-0.969032,-0.635416)
7.80013;(0.977947,0.635595);(-0.977947,-0.635564)
7.80513;(0.986872,0.635735);(-0.986872,-0.635704)
7.81013;(0.995807,0.635867);(-0.995807,-0.635836)
7.81513;(1.00475,0.635992);(-1.00475,-0.635961)
7.82013;(1.01371,0.636109);(-1.01371,-0.636078)
7.82513;(1.02267,0.636218);(-1.02267,-0.636187)
7.83013;(1.03164,0.63632);(-1.03164,-0.636289)
7.83513;(1.04062,0.636414);(-1.04062,-0.636383)
7.84013;(1.04962,0.636501);(-1.04962,-0.63647)
7.84513;(1.05862,0.63658);(-1.05862,-0.63655)
7.85013;(1.06763,0.636652);(-1.06763,-0.636622)
7.85513;(1.07664,0.636717);(-1.07664,-0.636687)
7.86013;(1.08567,0.636775);(-1.08567,-0.636744)
7.86513;(1.09471,0.636826);(-1.09471,-0.636795)
7.87013;(1.10375,0.636869);(-1.10375,-0.636838)
7.87513;(1.11281,0.636905);(-1.11281,-0.636875)
7.88013;(1.12187,0.636935);(-1.12187,-0.636904)
7.88513;(1.13094,0.636958);(-1.13094,-0.636927)
7.89013;(1.14002,0.636973);(-1.14002,-0.636943)
7.89513;(1.1491,0.636982);(-1.1491,-0.636952)
7.90013;(1.1582,0.636985);(-1.1582,-0.636954)
7.90513;(1.1673,0.63698);(-1.1673,-0.63695)
7.91013;(1.17641,0.636969);(-1.17641,-0.636939)
7.91513;(1.18553,0.636951);(-1.18553,-0.636921)
7.92013;(1.19466,0.636927);(-1.19466,-0.636897)
7.92513;(1.20379,0.636897);(-1.20379,-0.636866)
7.93013;(1.21294,0.63686);(-1.21294,-0.636829)
7.93513;(1.22209,0.636816);(-1.22209,-0.636786)
7.94013;(1.23125,0.636767);(-1.23125,-0.636737)
7.94513;(1.24041,0.636711);(-1.24041,-0.636681)
7.95013;(1.24959,0.636649);(-1.24959,-0.636619)
7.95513;(1.25877,0.63658);(-1.25877,-0.63655)
7.96013;(1.26795,0.636506);(-1.26795,-0.636476)
7.96513;(1.27715,0.636426);(-1.27715,-0.636396)
7.97013;(1.28635,0.636339);(-1.28635,-0.63631)
7.97513;(1.29556,0.636247);(-1.29556,-0.636217)
7.98013;(1.30478,0.636149);(-1.30478,-0.636119)
7.98514;(1.314,0.636045);(-1.314,-0.636015)
7.99014;(1.32323,0.635935);(-1.32323,-0.635905)
7.99514;(1.33247,0.635819);(-1.33247,-0.63579)
8.00014;(1.34171,0.635698);(-1.34171,-0.635669)
8.00514;(1.35097,0.635571);(-1.35097,-0.635542)
8.01014;(1.36022,0.635439);(-1.36022,-0.635409)
8.01514;(1.36949,0.635301);(-1.36949,-0.635271)
8.02014;(1.37876,0.635157);(-1.37876,-0.635127)
8.02514;(1.38804,0.635008);(-1.38804,-0.634978)
8.03014;(1.39732,0.634853);(-1.39732,-0.634824)
8.03514;(1.40661,0.634693);(-1.40661,-0.634664)
8.04014;(1.41591,0.634528);(-1.41591,-0.634499)
8.04514;(1.42521,0.634357);(-1.42521,-0.634328)
8.05014;(1.43452,0.634182);(-1.43452,-0.634152)
8.05514;(1.44383,0.634001);(-1.44383,-0.633971)
8.06014;(1.45315,0.633814);(-1.45316,-0.633785)
8.06514;(1.46248,0.633623);(-1.46248,-0.633594)
8.07014;(1.47182,0.633427);(-1.47182,-0.633398)
8.07514;(1.48115,0.633225);(-1.48115,-0.633196)
8.08014;(1.4905,0.633019);(-1.4905,-0.63299)
8.08514;(1.49985,0.632807);(-1.49985,-0.632778)
8.09014;(1.50921,0.632591);(-1.50921,-0.632562)
8.09514;(1.51857,0.63237);(-1.51857,-0.632341)
8.10014;(1.52794,0.632144);(-1.52794,-0.632115)
8.10514;(1.53731,0.631913);(-1.53731,-0.631884)
8.11014;(1.54669,0.631677);(-1.54669,-0.631649)
8.11514;(1.55607,0.631437);(-1.55608,-0.631409)
8.12014;(1.56546,0.631192);(-1.56547,-0.631164)
8.12514;(1.57486,0.630943);(-1.57486,-0.630914)
8.13014;(1.58426,0.630688);(-1.58426,-0.63066)
8.13514;(1.59367,0.63043);(-1.59367,-0.630401)
8.14014;(1.60308,0.630166);(-1.60308,-0.630138)
8.14514;(1.61249,0.629898);(-1.6125,-0.62987)
8.15014;(1.62192,0.629626);(-1.62192,-0.629598)
8.15514;(1.63134,0.629349);(-1.63134,-0.629321)
8.16014;(1.64077,0.629068);(-1.64078,-0.62904)
8.16514;(1.65021,0.628783);(-1.65021,-0.628755)
8.17014;(1.65965,0.628493);(-1.65965,-0.628465)
8.17514;(1.6691,0.628199);(-1.6691,-0.628171)
8.18014;(1.67855,0.627901);(-1.67855,-0.627873)
8.18514;(1.68801,0.627599);(-1.68801,-0.627571)
8.19014;(1.69747,0.627292);(-1.69747,-0.627264)
8.19514;(1.70693,0.626981);(-1.70694,-0.626953)
8.20014;(1.71641,0.626666);(-1.71641,-0.626638)
8.20514;(1.72588,0.626348);(-1.72588,-0.62632)
8.21014;(1.73536,0.626025);(-1.73536,-0.625997)
8.21514;(1.74484,0.625698);(-1.74484,-0.62567)
8.22014;(1.75433,0.625367);(-1.75433,-0.625339)
8.22514;(1.76383,0.625032);(-1.76383,-0.625004)
8.23014;(1.77332,0.624693);(-1.77332,-0.624665)
8.23514;(1.78283,0.62435);(-1.78283,-0.624323)
8.24014;(1.79233,0.624004);(-1.79233,-0.623976)
8.24514;(1.80184,0.623654);(-1.80184,-0.623626)
8.25014;(1.81136,0.6233);(-1.81136,-0.623272)
8.25514;(1.82088,0.622942);(-1.82088,-0.622914)
8.26014;(1.8304,0.62258);(-1.8304,-0.622553)
8.26514;(1.83993,0.622215);(-1.83993,-0.622187)
8.27014;(1.84946,0.621846);(-1.84946,-0.621819)
8.27514;(1.859,0.621474);(-1.859,-0.621446)
8.28014;(1.86854,0.621097);(-1.86854,-0.62107)
8.28514;(1.87808,0.620718);(-1.87808,-0.62069)
8.29014;(1.88763,0.620335);(-1.88763,-0.620307)
8.29514;(1.89718,0.619948);(-1.89718,-0.61992)
8.30014;(1.90673,0.619558);(-1.90673,-0.61953)
8.30514;(1.91629,0.619164);(-1.91629,-0.619137)
8.31014;(1.92586,0.618767);(-1.92586,-0.618739)
8.31514;(1.93542,0.618366);(-1.93542,-0.618339)
8.32014;(1.94499,0.617962);(-1.94499,-0.617935)
8.32514;(1.95457,0.617555);(-1.95457,-0.617528)
8.33014;(1.96415,0.617145);(-1.96415,-0.617118)
8.33514;(1.97373,0.616731);(-1.97373,-0.616704)
8.34014;(1.98331,0.616314);(-1.98331,-0.616287)
8.34514;(1.9929,0.615893);(-1.9929,-0.615866)
8.35014;(2.00249,0.61547);(-2.0025,-0.615443)
8.35514;(2.01209,0.615043);(-2.01209,-0.615016)
8.36014;(2.02169,0.614613);(-2.02169,-0.614586)
8.36514;(2.03129,0.61418);(-2.03129,-0.614154)
8.37014;(2.0409,0.613744);(-2.0409,-0.613717)
8.37514;(2.05051,0.613305);(-2.05051,-0.613278)
8.38014;(2.06012,0.612863);(-2.06012,-0.612836)
8.38514;(2.06974,0.612417);(-2.06974,-0.612391)
8.39014;(2.07936,0.611969);(-2.07936,-0.611943)
8.39514;(2.08898,0.611518);(-2.08898,-0.611491)
8.40014;(2.09861,0.611064);(-2.09861,-0.611037)
8.40514;(2.10823,0.610606);(-2.10824,-0.61058)
8.41014;(2.11787,0.610146);(-2.11787,-0.61012)
8.41514;(2.1275,0.609683);(-2.1275,-0.609657)
8.42015;(2.13714,0.609218);(-2.13714,-0.609191)
8.42515;(2.14678,0.608749);(-2.14678,-0.608723)
8.43015;(2.15643,0.608277);(-2.15643,-0.608251)
8.43515;(2.16608,0.607803);(-2.16608,-0.607777)
8.44015;(2.17573,0.607326);(-2.17573,-0.6073)
8.44515;(2.18538,0.606846);(-2.18538,-0.60682)
8.45015;(2.19504,0.606364);(-2.19504,-0.606338)
8.45515;(2.2047,0.605879);(-2.2047,-0.605853)
8.46015;(2.21436,0.605391);(-2.21436,-0.605365)
8.46515;(2.22402,0.6049);(-2.22402,-0.604874)
8.47015;(2.23369,0.604407);(-2.23369,-0.604381)
8.47515;(2.24336,0.603911);(-2.24336,-0.603885)
8.48015;(2.25304,0.603413);(-2.25304,-0.603387)
8.48515;(2.26271,0.602912);(-2.26271,-0.602886)
8.49015;(2.27239,0.602408);(-2.27239,-0.602383)
8.49515;(2.28207,0.601902);(-2.28207,-0.601876)
8.50015;(2.29176,0.601394);(-2.29176,-0.601368)
8.50515;(2.30144,0.600883);(-2.30144,-0.600857)
8.51015;(2.31113,0.600369);(-2.31113,-0.600343)
8.51515;(2.32083,0.599853);(-2.32083,-0.599827)
8.52015;(2.33052,0.599335);(-2.33052,-0.599309)
8.52515;(2.34022,0.598814);(-2.34022,-0.598788)
8.53015;(2.34992,0.598291);(-2.34992,-0.598265)
8.53515;(2.35962,0.597765);(-2.35962,-0.597739)
8.54015;(2.36932,0.597237);(-2.36933,-0.597211)
8.54515;(2.37903,0.596707);(-2.37903,-0.596681)
8.55015;(2.38874,0.596174);(-2.38874,-0.596149)
8.55515;(2.39845,0.595639);(-2.39845,-0.595614)
8.56015;(2.40817,0.595102);(-2.40817,-0.595077)
8.56515;(2.41788,0.594562);(-2.41789,-0.594537)
8.57015;(2.4276,0.594021);(-2.4276,-0.593995)
8.57515;(2.43733,0.593477);(-2.43733,-0.593452)
8.58015;(2.44705,0.592931);(-2.44705,-0.592905)
8.58515;(2.45678,0.592382);(-2.45678,-0.592357)
8.59015;(2.4665,0.591832);(-2.4665,-0.591807)
8.59515;(2.47623,0.591279);(-2.47623,-0.591254)
8.60015;(2.48597,0.590724);(-2.48597,-0.590699)
8.60515;(2.4957,0.590167);(-2.4957,-0.590142)
8.61015;(2.50544,0.589608);(-2.50544,-0.589583)
8.61515;(2.51518,0.589047);(-2.51518,-0.589022)
8.62015;(2.52492,0.588484);(-2.52492,-0.588459)
8.62515;(2.53466,0.587919);(-2.53466,-0.587894)
8.63015;(2.54441,0.587352);(-2.54441,-0.587327)
8.63515;(2.55416,0.586782);(-2.55416,-0.586758)
8.64015;(2.56391,0.586211);(-2.56391,-0.586186)
8.64515;(2.57366,0.585638);(-2.57366,-0.585613)
8.65015;(2.58341,0.585062);(-2.58341,-0.585038)
8.65515;(2.59317,0.584485);(-2.59317,-0.584461)
8.66015;(2.60292,0.583906);(-2.60293,-0.583882)
8.66515;(2.61268,0.583325);(-2.61269,-0.583301)
8.67015;(2.62245,0.582742);(-2.62245,-0.582718)
8.67515;(2.63221,0.582157);(-2.63221,-0.582133)
8.68015;(2.64197,0.58157);(-2.64198,-0.581546)
8.68515;(2.65174,0.580982);(-2.65174,-0.580958)
8.69015;(2.66151,0.580391);(-2.66151,-0.580367)
8.69515;(2.67128,0.579799);(-2.67128,-0.579775)
8.70015;(2.68106,0.579205);(-2.68106,-0.579181)
8.70515;(2.69083,0.578609);(-2.69083,-0.578585)
8.71015;(2.70061,0.578011);(-2.70061,-0.577987)
8.71515;(2.71038,0.577412);(-2.71039,-0.577388)
8.72015;(2.72016,0.576811);(-2.72017,-0.576787)
8.72515;(2.72995,0.576208);(-2.72995,-0.576184)
8.73015;(2.73973,0.575603);(-2.73973,-0.575579)
8.73515;(2.74952,0.574997);(-2.74952,-0.574973)
8.74015;(2.7593,0.574388);(-2.7593,-0.574365)
8.74515;(2.76909,0.573779);(-2.76909,-0.573755)
