time;0;1
8.75015;(2.77888,0.573167);(-2.77888,-0.573143)
8.75515;(2.78867,0.572554);(-2.78867,-0.57253)
8.76015;(2.79847,0.571939);(-2.79847,-0.571915)
8.76515;(2.80826,0.571323);(-2.80826,-0.571299)
8.77015;(2.81806,0.570705);(-2.81806,-0.570681)
8.77515;(2.82786,0.570085);(-2.82786,-0.570061)
8.78015;(2.83766,0.569464);(-2.83766,-0.56944)
8.78515;(2.84746,0.568841);(-2.84746,-0.568817)
8.79015;(2.85726,0.568216);(-2.85726,-0.568193)
8.79515;(2.86707,0.56759);(-2.86707,-0.567567)
8.80015;(2.87687,0.566963);(-2.87687,-0.566939)
8.80515;(2.88668,0.566334);(-2.88668,-0.56631)
8.81015;(2.89649,0.565703);(-2.89649,-0.565679)
8.81515;(2.9063,0.565071);(-2.9063,-0.565047)
8.82015;(2.91611,0.564437);(-2.91611,-0.564414)
8.82515;(2.92592,0.563802);(-2.92593,-0.563779)
8.83015;(2.93574,0.563165);(-2.93574,-0.563142)
8.83515;(2.94556,0.562527);(-2.94556,-0.562504)
8.84015;(2.95537,0.561888);(-2.95537,-0.561865)
8.84515;(2.96519,0.561247);(-2.96519,-0.561224)
8.85015;(2.97501,0.560605);(-2.97501,-0.560581)
8.85515;(2.98484,0.559961);(-2.98484,-0.559938)
8.86016;(2.99466,0.559316);(-2.99466,-0.559292)
8.86516;(3.00448,0.558669);(-3.00448,-0.558646)
8.87016;(3.01431,0.558021);(-3.01431,-0.557998)
8.87516;(3.02414,0.557372);(-3.02414,-0.557348)
8.88016;(3.03396,0.556721);(-3.03397,-0.556698)
8.88516;(3.04379,0.556069);(-3.0438,-0.556046)
8.89016;(3.05363,0.555416);(-3.05363,-0.555392)
8.89516;(3.06346,0.554761);(-3.06346,-0.554738)
8.90016;(3.07329,0.554105);(-3.07329,-0.554082)
8.90516;(3.08313,0.553447);(-3.08313,-0.553424)
8.91016;(3.09296,0.552789);(-3.09296,-0.552766)
8.91516;(3.1028,0.552129);(-3.1028,-0.552106)
8.92016;(3.11264,0.551467);(-3.11264,-0.551445)
8.92516;(3.12248,0.550805);(-3.12248,-0.550782)
8.93016;(3.13232,0.550141);(-3.13232,-0.550118)
8.93516;(3.14216,0.549476);(-3.14216,-0.549453)
8.94016;(3.15201,0.54881);(-3.15201,-0.548787)
8.94516;(3.16185,0.548142);(-3.16185,-0.54812)
8.95016;(3.1717,0.547474);(-3.1717,-0.547451)
8.95516;(3.18154,0.546804);(-3.18154,-0.546781)
8.96016;(3.19139,0.546133);(-3.19139,-0.54611)
8.96516;(3.20124,0.54546);(-3.20124,-0.545438)
8.97016;(3.21109,0.544787);(-3.21109,-0.544765)
8.97516;(3.22094,0.544112);(-3.22094,-0.54409)
8.98016;(3.23079,0.543437);(-3.23079,-0.543414)
8.98516;(3.24065,0.54276);(-3.24065,-0.542737)
8.99016;(3.2505,0.542081);(-3.2505,-0.542059)
8.99516;(3.26036,0.541402);(-3.26036,-0.54138)
9.00016;(3.27021,0.540722);(-3.27021,-0.5407)
9.00516;(3.28007,0.54004);(-3.28007,-0.540018)
9.01016;(3.28993,0.539358);(-3.28993,-0.539336)
9.01516;(3.29979,0.538674);(-3.29979,-0.538652)
9.02016;(3.30965,0.537989);(-3.30965,-0.537967)
9.02516;(3.31951,0.537304);(-3.31951,-0.537282)
9.03016;(3.32937,0.536617);(-3.32937,-0.536595)
9.03516;(3.33924,0.535929);(-3.33924,-0.535907)
9.04016;(3.3491,0.53524);(-3.3491,-0.535218)
9.04516;(3.35896,0.53455);(-3.35897,-0.534528)
9.05016;(3.36883,0.533858);(-3.36883,-0.533836)
9.05516;(3.3787,0.533166);(-3.3787,-0.533144)
9.06016;(3.38857,0.532473);(-3.38857,-0.532451)
9.06516;(3.39844,0.531779);(-3.39844,-0.531757)
9.07016;(3.40831,0.531084);(-3.40831,-0.531062)
9.07516;(3.41818,0.530387);(-3.41818,-0.530366)
9.08016;(3.42805,0.52969);(-3.42805,-0.529669)
9.08516;(3.43792,0.528992);(-3.43792,-0.52897)
9.09016;(3.44779,0.528293);(-3.4478,-0.528271)
9.09516;(3.45767,0.527593);(-3.45767,-0.527571)
9.10016;(3.46754,0.526892);(-3.46755,-0.52687)
9.10516;(3.47742,0.52619);(-3.47742,-0.526168)
9.11016;(3.4873,0.525487);(-3.4873,-0.525465)
9.11516;(3.49718,0.524783);(-3.49718,-0.524761)
9.12016;(3.50705,0.524078);(-3.50706,-0.524057)
9.12516;(3.51693,0.523372);(-3.51693,-0.523351)
9.13016;(3.52681,0.522666);(-3.52682,-0.522644)
9.13516;(3.5367,0.521958);(-3.5367,-0.521937)
9.14016;(3.54658,0.521249);(-3.54658,-0.521228)
9.14516;(3.55646,0.52054);(-3.55646,-0.520519)
9.15016;(3.56634,0.51983);(-3.56634,-0.519809)
9.15516;(3.57623,0.519119);(-3.57623,-0.519097)
9.16016;(3.58611,0.518407);(-3.58611,-0.518385)
9.16516;(3.596,0.517694);(-3.596,-0.517673)
9.17016;(3.60589,0.51698);(-3.60589,-0.516959)
9.17516;(3.61577,0.516265);(-3.61577,-0.516244)
9.18016;(3.62566,0.51555);(-3.62566,-0.515529)
9.18516;(3.63555,0.514834);(-3.63555,-0.514813)
9.19016;(3.64544,0.514117);(-3.64544,-0.514095)
9.19516;(3.65533,0.513399);(-3.65533,-0.513377)
9.20016;(3.66522,0.51268);(-3.66522,-0.512659)
9.20516;(3.67511,0.51196);(-3.67511,-0.511939)
9.21016;(3.68501,0.51124);(-3.68501,-0.511219)
9.21516;(3.6949,0.510519);(-3.6949,-0.510498)
9.22016;(3.70479,0.509797);(-3.70479,-0.509776)
9.22516;(3.71469,0.509074);(-3.71469,-0.509053)
9.23016;(3.72458,0.50835);(-3.72458,-0.508329)
9.23516;(3.73448,0.507626);(-3.73448,-0.507605)
9.24016;(3.74437,0.506901);(-3.74437,-0.50688)
9.24516;(3.75427,0.506175);(-3.75427,-0.506154)
9.25016;(3.76417,0.505448);(-3.76417,-0.505428)
9.25516;(3.77407,0.504721);(-3.77407,-0.5047)
9.26016;(3.78397,0.503993);(-3.78397,-0.503972)
9.26516;(3.79387,0.503264);(-3.79387,-0.503243)
9.27016;(3.80377,0.502534);(-3.80377,-0.502514)
9.27516;(3.81367,0.501804);(-3.81367,-0.501783)
9.28016;(3.82357,0.501073);(-3.82357,-0.501052)
9.28516;(3.83347,0.500341);(-3.83347,-0.500321)
9.29016;(3.84337,0.499609);(-3.84337,-0.499588)
9.29517;(3.85328,0.498876);(-3.85328,-0.498855)
9.30017;(3.86318,0.498142);(-3.86318,-0.498121)
9.30517;(3.87309,0.497407);(-3.87309,-0.497387)
9.31017;(3.88299,0.496672);(-3.88299,-0.496651)
9.31517;(3.8929,0.495936);(-3.8929,-0.495915)
9.32017;(3.9028,0.495199);(-3.9028,-0.495179)
9.32517;(3.91271,0.494462);(-3.91271,-0.494442)
9.33017;(3.92262,0.493724);(-3.92262,-0.493704)
9.33517;(3.93253,0.492985);(-3.93253,-0.492965)
9.34017;(3.94243,0.492246);(-3.94243,-0.492226)
9.34517;(3.95234,0.491506);(-3.95234,-0.491486)
9.35017;(3.96225,0.490765);(-3.96225,-0.490745)
9.35517;(3.97216,0.490024);(-3.97216,-0.490004)
9.36017;(3.98207,0.489282);(-3.98207,-0.489262)
9.36517;(3.99198,0.48854);(-3.99199,-0.48852)
9.37017;(4.0019,0.487796);(-4.0019,-0.487776)
9.37517;(4.01181,0.487053);(-4.01181,-0.487033)
9.38017;(4.02172,0.486308);(-4.02172,-0.486288)
9.38517;(4.03163,0.485563);(-4.03163,-0.485543)
9.39017;(4.04155,0.484818);(-4.04155,-0.484798)
9.39517;(4.05146,0.484071);(-4.05146,-0.484051)
9.40017;(4.06138,0.483325);(-4.06138,-0.483305)
9.40517;(4.07129,0.482577);(-4.07129,-0.482557)
9.41017;(4.08121,0.481829);(-4.08121,-0.481809)
9.41517;(4.09112,0.48108);(-4.09113,-0.481061)
9.42017;(4.10104,0.480331);(-4.10104,-0.480312)
9.42517;(4.11096,0.479581);(-4.11096,-0.479562)
9.43017;(4.12088,0.478831);(-4.12088,-0.478811)
9.43517;(4.13079,0.47808);(-4.1308,-0.478061)
9.44017;(4.14071,0.477329);(-4.14071,-0.477309)
9.44517;(4.15063,0.476577);(-4.15063,-0.476557)
9.45017;(4.16055,0.475824);(-4.16055,-0.475805)
9.45517;(4.17047,0.475071);(-4.17047,-0.475051)
9.46017;(4.18039,0.474317);(-4.18039,-0.474298)
9.46517;(4.19031,0.473563);(-4.19031,-0.473544)
9.47017;(4.20023,0.472808);(-4.20023,-0.472789)
9.47517;(4.21015,0.472053);(-4.21015,-0.472034)
9.48017;(4.22008,0.471297);(-4.22008,-0.471278)
9.48517;(4.23,0.470541);(-4.23,-0.470521)
9.49017;(4.23992,0.469784);(-4.23992,-0.469765)
9.49517;(4.24984,0.469026);(-4.24984,-0.469007)
9.50017;(4.25977,0.468269);(-4.25977,-0.468249)
9.50517;(4.26969,0.46751);(-4.26969,-0.467491)
9.51017;(4.27961,0.466751);(-4.27962,-0.466732)
9.51517;(4.28954,0.465992);(-4.28954,-0.465973)
9.52017;(4.29947,0.465232);(-4.29947,-0.465213)
9.52517;(4.30939,0.464471);(-4.30939,-0.464452)
9.53017;(4.31932,0.46371);(-4.31932,-0.463691)
9.53517;(4.32924,0.462949);(-4.32924,-0.46293)
9.54017;(4.33917,0.462187);(-4.33917,-0.462168)
9.54517;(4.3491,0.461425);(-4.3491,-0.461406)
9.55017;(4.35902,0.460662);(-4.35903,-0.460643)
9.55517;(4.36895,0.459899);(-4.36895,-0.45988)
9.56017;(4.37888,0.459135);(-4.37888,-0.459116)
9.56517;(4.38881,0.45837);(-4.38881,-0.458352)
9.57017;(4.39874,0.457606);(-4.39874,-0.457587)
9.57517;(4.40867,0.456841);(-4.40867,-0.456822)
9.58017;(4.4186,0.456075);(-4.4186,-0.456056)
9.58517;(4.42853,0.455309);(-4.42853,-0.45529)
9.59017;(4.43846,0.454542);(-4.43846,-0.454524)
9.59517;(4.44839,0.453775);(-4.44839,-0.453757)
9.60017;(4.45832,0.453008);(-4.45832,-0.452989)
9.60517;(4.46825,0.45224);(-4.46825,-0.452221)
9.61017;(4.47818,0.451472);(-4.47818,-0.451453)
9.61517;(4.48811,0.450703);(-4.48811,-0.450684)
9.62017;(4.49804,0.449934);(-4.49805,-0.449915)
9.62517;(4.50798,0.449164);(-4.50798,-0.449146)
9.63017;(4.51791,0.448394);(-4.51791,-0.448376)
9.63517;(4.52784,0.447624);(-4.52784,-0.447605)
9.64017;(4.53778,0.446853);(-4.53778,-0.446835)
9.64517;(4.54771,0.446082);(-4.54771,-0.446063)
9.65017;(4.55764,0.44531);(-4.55765,-0.445292)
9.65517;(4.56758,0.444538);(-4.56758,-0.44452)
9.66017;(4.57751,0.443765);(-4.57752,-0.443747)
9.66517;(4.58745,0.442993);(-4.58745,-0.442974)
9.67017;(4.59738,0.442219);(-4.59739,-0.442201)
9.67517;(4.60732,0.441446);(-4.60732,-0.441428)
9.68017;(4.61725,0.440672);(-4.61726,-0.440654)
9.68517;(4.62719,0.439897);(-4.62719,-0.439879)
9.69017;(4.63713,0.439122);(-4.63713,-0.439104)
9.69517;(4.64706,0.438347);(-4.64707,-0.438329)
9.70017;(4.657,0.437572);(-4.657,-0.437554)
9.70517;(4.66694,0.436796);(-4.66694,-0.436778)
9.71017;(4.67688,0.436019);(-4.67688,-0.436001)
9.71517;(4.68681,0.435243);(-4.68682,-0.435225)
9.72017;(4.69675,0.434465);(-4.69675,-0.434448)
9.72517;(4.70669,0.433688);(-4.70669,-0.43367)
9.73018;(4.71663,0.43291);(-4.71663,-0.432893)
9.73518;(4.72657,0.432132);(-4.72657,-0.432114)
9.74018;(4.73651,0.431354);(-4.73651,-0.431336)
9.74518;(4.74645,0.430575);(-4.74645,-0.430557)
9.75018;(4.75639,0.429795);(-4.75639,-0.429778)
9.75518;(4.76632,0.429016);(-4.76633,-0.428998)
9.76018;(4.77627,0.428236);(-4.77627,-0.428218)
9.76518;(4.78621,0.427456);(-4.78621,-0.427438)
9.77018;(4.79615,0.426675);(-4.79615,-0.426658)
9.77518;(4.80609,0.425894);(-4.80609,-0.425877)
9.78018;(4.81603,0.425113);(-4.81603,-0.425095)
9.78518;(4.82597,0.424331);(-4.82597,-0.424314)
9.79018;(4.83591,0.423549);(-4.83591,-0.423532)
9.79518;(4.84585,0.422767);(-4.84585,-0.42275)
9.80018;(4.85579,0.421984);(-4.8558,-0.421967)
9.80518;(4.86574,0.421201);(-4.86574,-0.421184)
9.81018;(4.87568,0.420418);(-4.87568,-0.420401)
9.81518;(4.88562,0.419635);(-4.88562,-0.419618)
9.82018;(4.89556,0.418851);(-4.89557,-0.418834)
9.82518;(4.90551,0.418067);(-4.90551,-0.41805)
9.83018;(4.91545,0.417282);(-4.91545,-0.417265)
9.83518;(4.92539,0.416497);(-4.9254,-0.41648)
9.84018;(4.93534,0.415712);(-4.93534,-0.415695)
9.84518;(4.94528,0.414927);(-4.94528,-0.41491)
9.85018;(4.95523,0.414141);(-4.95523,-0.414124)
9.85518;(4.96517,0.413355);(-4.96517,-0.413338)
9.86018;(4.97511,0.412569);(-4.97512,-0.412552)
9.86518;(4.98506,0.411782);(-4.98506,-0.411765)
9.87018;(4.995,0.410995);(-4.99501,-0.410978)
9.87518;(5.00495,0.410208);(-5.00495,-0.410191)
9.88018;(5.0149,0.40942);(-5.0149,-0.409404)
9.88518;(5.02484,0.408633);(-5.02484,-0.408616)
9.89018;(5.03479,0.407844);(-5.03479,-0.407828)
9.89518;(5.04473,0.407056);(-5.04473,-0.40704)
9.90018;(5.05468,0.406267);(-5.05468,-0.406251)
9.90518;(5.06463,0.405479);(-5.06463,-0.405462)
9.91018;(5.07457,0.404689);(-5.07457,-0.404673)
9.91518;(5.08452,0.4039);(-5.08452,-0.403883)
9.92018;(5.09447,0.40311);(-5.09447,-0.403094)
9.92518;(5.10441,0.40232);(-5.10441,-0.402304)
9.93018;(5.11436,0.40153);(-5.11436,-0.401514)
9.93518;(5.12431,0.400739);(-5.12431,-0.400723)
9.94018;(5.13425,0.399949);(-5.13426,-0.399932)
9.94518;(5.1442,0.399157);(-5.14421,-0.399141)
9.95018;(5.15415,0.398366);(-5.15415,-0.39835)
9.95518;(5.1641,0.397575);(-5.1641,-0.397558)
9.96018;(5.17405,0.396783);(-5.17405,-0.396767)
9.96518;(5.184,0.395991);(-5.184,-0.395974)
9.97018;(5.19394,0.395198);(-5.19395,-0.395182)
9.97518;(5.20389,0.394406);(-5.2039,-0.39439)
9.98018;(5.21384,0.393613);(-5.21384,-0.393597)
9.98518;(5.22379,0.39282);(-5.22379,-0.392804)
9.99018;(5.23374,0.392026);(-5.23374,-0.39201)
9.99518;(5.24369,0.391233);(-5.24369,-0.391217)
10.0002;(5.25364,0.390439);(-5.25364,-0.390423)
10.0052;(5.26359,0.389645);(-5.26359,-0.389629)
10.0102;(5.27354,0.38885);(-5.27354,-0.388835)
10.0152;(5.28349,0.388056);(-5.28349,-0.38804)
10.0202;(5.29344,0.387261);(-5.29344,-0.387245)
10.0252;(5.30339,0.386466);(-5.30339,-0.38645)
10.0302;(5.31334,0.385671);(-5.31334,-0.385655)
10.0352;(5.32329,0.384875);(-5.32329,-0.38486)
10.0402;(5.33324,0.38408);(-5.33324,-0.384064)
10.0452;(5.34319,0.383284);(-5.34319,-0.383268)
10.0502;(5.35314,0.382487);(-5.35315,-0.382472)
10.0552;(5.36309,0.381691);(-5.3631,-0.381676)
10.0602;(5.37305,0.380894);(-5.37305,-0.380879)
10.0652;(5.383,0.380098);(-5.383,-0.380082)
10.0702;(5.39295,0.379301);(-5.39295,-0.379285)
10.0752;(5.4029,0.378503);(-5.4029,-0.378488)
10.0802;(5.41285,0.377706);(-5.41285,-0.37769)
10.0852;(5.4228,0.376908);(-5.42281,-0.376893)
10.0902;(5.43276,0.37611);(-5.43276,-0.376095)
10.0952;(5.44271,0.375312);(-5.44271,-0.375297)
10.1002;(5.45266,0.374514);(-5.45266,-0.374498)
10.1052;(5.46261,0.373715);(-5.46262,-0.3737)
10.1102;(5.47257,0.372916);(-5.47257,-0.372901)
10.1152;(5.48252,0.372117);(-5.48252,-0.372102)
10.1202;(5.49247,0.371318);(-5.49247,-0.371303)
10.1252;(5.50243,0.370519);(-5.50243,-0.370504)
10.1302;(5.51238,0.369719);(-5.51238,-0.369704)
10.1352;(5.52233,0.36892);(-5.52233,-0.368905)
10.1402;(5.53229,0.36812);(-5.53229,-0.368105)
10.1452;(5.54224,0.367319);(-5.54224,-0.367305)
10.1502;(5.55219,0.366519);(-5.55219,-0.366504)
10.1552;(5.56215,0.365719);(-5.56215,-0.365704)
10.1602;(5.5721,0.364918);(-5.5721,-0.364903)
10.1652;(5.58205,0.364117);(-5.58206,-0.364102)
10.1702;(5.59201,0.363316);(-5.59201,-0.363301)
10.1752;(5.60196,0.362514);(-5.60196,-0.3625)
10.1802;(5.61192,0.361713);(-5.61192,-0.361698)
10.1852;(5.62187,0.360911);(-5.62187,-0.360897)
10.1902;(5.63183,0.360109);(-5.63183,-0.360095)
10.1952;(5.64178,0.359307);(-5.64178,-0.359293)
10.2002;(5.65174,0.358505);(-5.65174,-0.358491)
10.2052;(5.66169,0.357703);(-5.66169,-0.357688)
10.2102;(5.67165,0.3569);(-5.67165,-0.356886)
10.2152;(5.6816,0.356097);(-5.6816,-0.356083)
10.2202;(5.69156,0.355294);(-5.69156,-0.35528)
10.2252;(5.70151,0.354491);(-5.70151,-0.354477)
10.2302;(5.71147,0.353688);(-5.71147,-0.353674)
10.2352;(5.72142,0.352885);(-5.72142,-0.35287)
10.2402;(5.73138,0.352081);(-5.73138,-0.352067)
10.2452;(5.74133,0.351277);(-5.74134,-0.351263)
10.2502;(5.75129,0.350473);(-5.75129,-0.350459)
10.2552;(5.76124,0.349669);(-5.76125,-0.349655)
10.2602;(5.7712,0.348865);(-5.7712,-0.348851)
10.2652;(5.78116,0.34806);(-5.78116,-0.348046)
10.2702;(5.79111,0.347256);(-5.79112,-0.347242)
10.2752;(5.80107,0.346451);(-5.80107,-0.346437)
10.2802;(5.81103,0.345646);(-5.81103,-0.345632)
10.2852;(5.82098,0.344841);(-5.82098,-0.344827)
10.2902;(5.83094,0.344036);(-5.83094,-0.344021)
10.2952;(5.8409,0.34323);(-5.8409,-0.343216)
10.3002;(5.85085,0.342424);(-5.85085,-0.342411)
10.3052;(5.86081,0.341619);(-5.86081,-0.341605)
10.3102;(5.87077,0.340813);(-5.87077,-0.340799)
10.3152;(5.88072,0.340007);(-5.88072,-0.339993)
10.3202;(5.89068,0.339201);(-5.89068,-0.339187)
10.3252;(5.90064,0.338394);(-5.90064,-0.33838)
10.3302;(5.91059,0.337588);(-5.9106,-0.337574)
10.3352;(5.92055,0.336781);(-5.92055,-0.336767)
10.3402;(5.93051,0.335974);(-5.93051,-0.33596)
10.3452;(5.94047,0.335167);(-5.94047,-0.335154)
10.3502;(5.95042,0.33436);(-5.95043,-0.334346)
10.3552;(5.96038,0.333553);(-5.96038,-0.333539)
10.3602;(5.97034,0.332745);(-5.97034,-0.332732)
10.3652;(5.9803,0.331938);(-5.9803,-0.331924)
10.3702;(5.99025,0.33113);(-5.99026,-0.331117)
10.3752;(6.00021,0.330322);(-6.00021,-0.330309)
10.3802;(6.01017,0.329514);(-6.01017,-0.329501)
10.3852;(6.02013,0.328706);(-6.02013,-0.328693)
10.3902;(6.03009,0.327898);(-6.03009,-0.327885)
10.3952;(6.04004,0.32709);(-6.04005,-0.327076)
10.4002;(6.05,0.326281);(-6.05001,-0.326268)
10.4052;(6.05996,0.325472);(-6.05996,-0.325459)
10.4102;(6.06992,0.324664);(-6.06992,-0.32465)
10.4152;(6.07988,0.323855);(-6.07988,-0.323841)
10.4202;(6.08984,0.323046);(-6.08984,-0.323032)
10.4252;(6.0998,0.322236);(-6.0998,-0.322223)
10.4302;(6.10975,0.321427);(-6.10976,-0.321414)
10.4352;(6.11971,0.320618);(-6.11972,-0.320605)
10.4402;(6.12967,0.319808);(-6.12967,-0.319795)
10.4452;(6.13963,0.318998);(-6.13963,-0.318985)
10.4502;(6.14959,0.318189);(-6.14959,-0.318175)
10.4552;(6.15955,0.317379);(-6.15955,-0.317365)
10.4602;(6.16951,0.316568);(-6.16951,-0.316555)
10.4652;(6.17947,0.315758);(-6.17947,-0.315745)
10.4702;(6.18943,0.314948);(-6.18943,-0.314935)
10.4752;(6.19939,0.314137);(-6.19939,-0.314124)
10.4802;(6.20935,0.313327);(-6.20935,-0.313314)
10.4852;(6.2193,0.312516);(-6.21931,-0.312503)
10.4902;(6.22926,0.311705);(-6.22927,-0.311692)
10.4952;(6.23922,0.310894);(-6.23923,-0.310881)
10.5002;(6.24918,0.310083);(-6.24919,-0.31007)
10.5052;(6.25914,0.309272);(-6.25915,-0.309259)
10.5102;(6.2691,0.308461);(-6.26911,-0.308448)
10.5152;(6.27906,0.307649);(-6.27907,-0.307637)
10.5202;(6.28902,0.306838);(-6.28902,-0.306825)
10.5252;(6.29898,0.306026);(-6.29898,-0.306013)
10.5302;(6.30894,0.305214);(-6.30894,-0.305202)
10.5352;(6.3189,0.304402);(-6.3189,-0.30439)
10.5402;(6.32886,0.30359);(-6.32887,-0.303578)
10.5452;(6.33882,0.302778);(-6.33883,-0.302766)
10.5502;(6.34878,0.301966);(-6.34879,-0.301954)
10.5552;(6.35874,0.301154);(-6.35875,-0.301141)
10.5602;(6.3687,0.300341);(-6.36871,-0.300329)
10.5652;(6.37866,0.299529);(-6.37867,-0.299516)
10.5702;(6.38862,0.298716);(-6.38863,-0.298704)
10.5752;(6.39858,0.297903);(-6.39859,-0.297891)
10.5802;(6.40855,0.29709);(-6.40855,-0.297078)
10.5852;(6.41851,0.296277);(-6.41851,-0.296265)
10.5902;(6.42847,0.295464);(-6.42847,-0.295452)
10.5952;(6.43843,0.294651);(-6.43843,-0.294639)
10.6002;(6.44839,0.293838);(-6.44839,-0.293826)
10.6052;(6.45835,0.293024);(-6.45835,-0.293012)
10.6102;(6.46831,0.292211);(-6.46831,-0.292199)
10.6152;(6.47827,0.291397);(-6.47827,-0.291385)
10.6202;(6.48823,0.290583);(-6.48823,-0.290571)
10.6252;(6.49819,0.28977);(-6.49819,-0.289758)
10.6302;(6.50815,0.288956);(-6.50815,-0.288944)
10.6352;(6.51811,0.288142);(-6.51812,-0.28813)
10.6402;(6.52807,0.287328);(-6.52808,-0.287316)
10.6452;(6.53804,0.286513);(-6.53804,-0.286502)
10.6502;(6.548,0.285699);(-6.548,-0.285687)
10.6552;(6.55796,0.284885);(-6.55796,-0.284873)
10.6602;(6.56792,0.28407);(-6.56792,-0.284058)
10.6652;(6.57788,0.283256);(-6.57788,-0.283244)
10.6702;(6.58784,0.282441);(-6.58784,-0.282429)
10.6752;(6.5978,0.281626);(-6.59781,-0.281614)
10.6802;(6.60776,0.280811);(-6.60777,-0.2808)
10.6852;(6.61773,0.279996);(-6.61773,-0.279985)
10.6902;(6.62769,0.279181);(-6.62769,-0.27917)
10.6952;(6.63765,0.278366);(-6.63765,-0.278354)
10.7002;(6.64761,0.277551);(-6.64761,-0.277539)
10.7052;(6.65757,0.276735);(-6.65758,-0.276724)
10.7102;(6.66753,0.27592);(-6.66754,-0.275908)
10.7152;(6.6775,0.275104);(-6.6775,-0.275093)
10.7202;(6.68746,0.274289);(-6.68746,-0.274277)
10.7252;(6.69742,0.273473);(-6.69742,-0.273462)
10.7302;(6.70738,0.272657);(-6.70738,-0.272646)
10.7352;(6.71734,0.271841);(-6.71735,-0.27183)
10.7402;(6.7273,0.271025);(-6.72731,-0.271014)
10.7452;(6.73727,0.270209);(-6.73727,-0.270198)
10.7502;(6.74723,0.269393);(-6.74723,-0.269382)
10.7552;(6.75719,0.268577);(-6.75719,-0.268566)
10.7602;(6.76715,0.267761);(-6.76716,-0.267749)
10.7652;(6.77712,0.266944);(-6.77712,-0.266933)
10.7702;(6.78708,0.266128);(-6.78708,-0.266117)
10.7752;(6.79704,0.265311);(-6.79704,-0.2653)
10.7802;(6.807,0.264494);(-6.807,-0.264484)
10.7852;(6.81696,0.263678);(-6.81697,-0.263667)
10.7902;(6.82693,0.262861);(-6.82693,-0.26285)
10.7952;(6.83689,0.262044);(-6.83689,-0.262033)
10.8002;(6.84685,0.261227);(-6.84685,-0.261216)
10.8052;(6.85681,0.26041);(-6.85681,-0.260399)
10.8102;(6.86678,0.259593);(-6.86678,-0.259582)
10.8152;(6.87674,0.258776);(-6.87674,-0.258765)
10.8202;(6.8867,0.257958);(-6.8867,-0.257948)
10.8252;(6.89666,0.257141);(-6.89667,-0.25713)
10.8302;(6.90663,0.256324);(-6.90663,-0.256313)
10.8352;(6.91659,0.255506);(-6.91659,-0.255495)
10.8402;(6.92655,0.254688);(-6.92655,-0.254678)
10.8452;(6.93651,0.253871);(-6.93652,-0.25386)
10.8502;(6.94648,0.253053);(-6.94648,-0.253042)
10.8552;(6.95644,0.252235);(-6.95644,-0.252225)
10.8602;(6.9664,0.251417);(-6.9664,-0.251407)
10.8652;(6.97636,0.250599);(-6.97637,-0.250589)
10.8702;(6.98633,0.249781);(-6.98633,-0.249771)
10.8752;(6.99629,0.248963);(-6.99629,-0.248953)
10.8802;(7.00625,0.248145);(-7.00625,-0.248135)
10.8852;(7.01621,0.247327);(-7.01622,-0.247316)
10.8902;(7.02618,0.246508);(-7.02618,-0.246498)
10.8952;(7.03614,0.24569);(-7.03614,-0.24568)
10.9002;(7.0461,0.244871);(-7.04611,-0.244861)
10.9052;(7.05607,0.244053);(-7.05607,-0.244043)
10.9102;(7.06603,0.243234);(-7.06603,-0.243224)
10.9152;(7.07599,0.242415);(-7.07599,-0.242405)
10.9202;(7.08596,0.241597);(-7.08596,-0.241587)
10.9252;(7.09592,0.240778);(-7.09592,-0.240768)
10.9302;(7.10588,0.239959);(-7.10588,-0.239949)
10.9352;(7.11584,0.23914);(-7.11585,-0.23913)
10.9402;(7.12581,0.238321);(-7.12581,-0.238311)
10.9452;(7.13577,0.237502);(-7.13577,-0.237492)
10.9502;(7.14573,0.236683);(-7.14574,-0.236673)
10.9552;(7.1557,0.235863);(-7.1557,-0.235854)
10.9602;(7.16566,0.235044);(-7.16566,-0.235034)
10.9652;(7.17562,0.234225);(-7.17563,-0.234215)
10.9702;(7.18559,0.233405);(-7.18559,-0.233396)
10.9752;(7.19555,0.232586);(-7.19555,-0.232576)
10.9802;(7.20551,0.231766);(-7.20552,-0.231757)
10.9852;(7.21548,0.230946);(-7.21548,-0.230937)
10.9902;(7.22544,0.230127);(-7.22544,-0.230117)
10.9952;(7.2354,0.229307);(-7.23541,-0.229298)
11.0002;(7.24537,0.228487);(-7.24537,-0.228478)
11.0052;(7.25533,0.227667);(-7.25533,-0.227658)
11.0102;(7.26529,0.226847);(-7.2653,-0.226838)
11.0152;(7.27526,0.226027);(-7.27526,-0.226018)
11.0202;(7.28522,0.225207);(-7.28522,-0.225198)
11.0252;(7.29518,0.224387);(-7.29519,-0.224378)
11.0302;(7.30515,0.223567);(-7.30515,-0.223558)
11.0352;(7.31511,0.222747);(-7.31511,-0.222737)
11.0402;(7.32507,0.221926);(-7.32508,-0.221917)
11.0452;(7.33504,0.221106);(-7.33504,-0.221097)
11.0502;(7.345,0.220285);(-7.345,-0.220276)
11.0552;(7.35497,0.219465);(-7.35497,-0.219456)
11.0602;(7.36493,0.218644);(-7.36493,-0.218635)
11.0652;(7.37489,0.217824);(-7.3749,-0.217815)
11.0702;(7.38486,0.217003);(-7.38486,-0.216994)
11.0752;(7.39482,0.216182);(-7.39482,-0.216173)
11.0802;(7.40478,0.215362);(-7.40479,-0.215353)
