time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
2.85;(0.407611,-2.32336);(2.97957,-1.09616);(2.97234,3.86095);(3.14266,-3.25117);(3.07516,-3.83066);(2.72471,0.757206);(4.74599,-0.278189);(2.28311,1.46387);(1.0353,-3.64658);(4.31653,1.3178);(1.68049,3.76461);(2.48818,-3.7933);(1.58693,-0.398065);(1.63823,-1.88968);(2.99628,2.93989);(4.93771,-0.277741);(5.40341,-0.104968);(3.26711,-2.50114);(1.44218,2.80255);(3.26478,-2.51873)
2.9;(0.40158,-2.2778);(3.04355,-1.03116);(2.98954,3.86339);(3.15156,-3.27951);(3.09926,-3.85948);(2.802,0.751163);(4.81669,-0.286114);(2.33601,1.45846);(1.05041,-3.66998);(4.38195,1.31317);(1.71241,3.75512);(2.50438,-3.81923);(1.64479,-0.383944);(1.69611,-1.87708);(3.01586,2.94013);(5.00753,-0.28281);(5.47643,-0.105025);(3.28411,-2.46991);(1.48477,2.78971);(3.28119,-2.51641)
2.95;(0.4018,-2.2358);(3.11065,-0.999536);(3.0231,3.87177);(3.16197,-3.30402);(3.10449,-3.8841);(2.87612,0.772758);(4.88721,-0.293184);(2.39092,1.45376);(1.07012,-3.69005);(4.44725,1.30886);(1.72729,3.73935);(2.52545,-3.84128);(1.70262,-0.371753);(1.74041,-1.86023);(3.04161,2.94117);(5.07714,-0.287295);(5.54949,-0.105027);(3.25146,-2.44448);(1.5231,2.77344);(3.2476,-2.51349)
3;(0.407694,-2.19704);(3.17783,-0.970753);(3.03194,3.87804);(3.17146,-3.32504);(3.15923,-3.91562);(2.95053,0.792332);(4.95756,-0.299477);(2.44757,1.44945);(1.09376,-3.70695);(4.51201,1.30449);(1.74711,3.72371);(2.49746,-3.85371);(1.76051,-0.361054);(1.74726,-1.81024);(3.05466,2.94086);(5.14655,-0.291245);(5.62256,-0.104979);(3.26288,-2.44266);(1.56337,2.75775);(3.2487,-2.54658)
3.05;(0.418736,-2.16122);(3.24508,-0.944501);(3.04447,3.88238);(3.18098,-3.34288);(3.16399,-3.9461);(3.0252,0.810002);(5.02777,-0.30506);(2.50575,1.4453);(1.06788,-3.7169);(4.5763,1.30006);(1.76887,3.70843);(2.5193,-3.87015);(1.81849,-0.351543);(1.76015,-1.76422);(3.08207,2.94577);(5.21577,-0.294707);(5.69566,-0.104886);(3.25488,-2.44012);(1.59539,2.73597);(3.25662,-2.57548)
3.1;(0.434451,-2.1281);(3.31233,-0.920543);(3.05818,3.88498);(3.18971,-3.35931);(3.17415,-3.97216);(3.10017,0.825926);(5.09784,-0.309997);(2.56527,1.44119);(1.0504,-3.72475);(4.64016,1.29557);(1.79492,3.69332);(2.54287,-3.88928);(1.87661,-0.342999);(1.77844,-1.72187);(3.08726,2.94895);(5.28483,-0.297724);(5.76877,-0.104752);(3.25364,-2.43695);(1.6303,2.71533);(3.26254,-2.59351)
3.15;(0.454399,-2.09742);(3.37977,-0.898449);(3.07166,3.88599);(3.19836,-3.37297);(3.18344,-3.99423);(3.17522,0.840031);(5.16778,-0.314344);(2.62599,1.43703);(1.04056,-3.73069);(4.70362,1.29103);(1.81032,3.68487);(2.56977,-3.90512);(1.93489,-0.335254);(1.801,-1.68315);(3.11322,2.9441);(5.35375,-0.300335);(5.84191,-0.104581);(3.25852,-2.43319);(1.66842,2.69599);(3.26905,-2.60886)
3.2;(0.478183,-2.06898);(3.44684,-0.878065);(3.0846,3.88558);(3.20651,-3.38412);(3.23659,-4.03798);(3.25036,0.852479);(5.23761,-0.318153);(2.68762,1.43273);(1.03764,-3.7349);(4.76727,1.28645);(1.8306,3.67594);(2.55533,-3.89282);(1.99346,-0.328119);(1.82815,-1.64747);(3.11345,2.93842);(5.42252,-0.302576);(5.91506,-0.104375);(3.26582,-2.42891);(1.7083,2.67719);(3.27405,-2.62178)
3.25;(0.505447,-2.0426);(3.5141,-0.859227);(3.09701,3.88386);(3.21449,-3.39298);(3.23975,-4.0811);(3.32558,0.863416);(5.30735,-0.321473);(2.75008,1.42827);(1.04099,-3.73753);(4.83054,1.28184);(1.84948,3.67154);(2.54904,-3.88014);(2.05231,-0.321542);(1.85943,-1.61475);(3.16221,2.94478);(5.49118,-0.30448);(5.98822,-0.104138);(3.26921,-2.42415);(1.71003,2.64035);(3.28088,-2.63249)
3.3;(0.535943,-2.01824);(3.58129,-0.841849);(3.11216,3.88213);(3.22207,-3.39978);(3.24859,-4.11853);(3.39808,0.873846);(5.37699,-0.324346);(2.81329,1.42369);(1.05005,-3.73874);(4.8965,1.27636);(1.86965,3.66509);(2.55013,-3.86713);(2.11141,-0.315472);(1.89449,-1.58447);(3.16097,2.9506);(5.55972,-0.306076);(6.0614,-0.103872);(3.27688,-2.41896);(1.71743,2.60624);(3.28372,-2.64118)
3.35;(0.569352,-1.99568);(3.64861,-0.825868);(3.12244,3.87921);(3.22946,-3.40468);(3.25195,-4.15081);(3.47096,0.883058);(5.44654,-0.326812);(2.87719,1.419);(1.06427,-3.73866);(4.96188,1.27093);(1.88167,3.66478);(2.55096,-3.85939);(2.17074,-0.309863);(1.93297,-1.55641);(3.17969,2.94778);(5.62817,-0.307393);(6.13459,-0.103581);(3.27769,-2.41338);(1.72997,2.5746);(3.29867,-2.64248)
3.4;(0.60539,-1.97473);(3.71604,-0.811153);(3.13361,3.87519);(3.2365,-3.40787);(3.26065,-4.17841);(3.54419,0.89115);(5.51602,-0.328907);(2.94171,1.41419);(1.07983,-3.73796);(5.02673,1.26553);(1.89877,3.66323);(2.56186,-3.8503);(2.23027,-0.304674);(1.97457,-1.53037);(3.1765,2.94394);(5.69652,-0.308454);(6.2078,-0.103265);(3.28444,-2.40747);(1.74718,2.54519);(3.26363,-2.64293)
3.45;(0.64381,-1.95523);(3.78352,-0.797617);(3.1489,3.87073);(3.24341,-3.40952);(3.26239,-4.20177);(3.61779,0.898249);(5.58543,-0.330663);(3.00679,1.40929);(1.09993,-3.73613);(5.09109,1.26016);(1.91217,3.66461);(2.57837,-3.84061);(2.32388,-0.262901);(1.98451,-1.54304);(3.18445,2.93456);(5.76479,-0.309282);(6.28101,-0.102929);(3.28644,-2.4012);(1.76864,2.5178);(3.23834,-2.64232)
3.5;(0.632301,-1.93841);(3.85099,-0.785043);(3.15548,3.86534);(3.25009,-3.40977);(3.27052,-4.22127);(3.69762,0.909183);(5.65478,-0.332111);(3.07607,1.41841);(1.12399,-3.73344);(5.15711,1.25407);(1.93065,3.66457);(2.59956,-3.83033);(2.40291,-0.243122);(2.04298,-1.54367);(3.19483,2.92477);(5.83298,-0.309897);(6.35423,-0.102572);(3.2977,-2.39506);(1.79399,2.49223);(3.22761,-2.64939)
3.55;(0.62756,-1.92257);(3.91863,-0.773321);(3.19374,3.86187);(3.26061,-3.40682);(3.27194,-4.23728);(3.772,0.920117);(5.72407,-0.333277);(3.13123,1.37957);(1.15073,-3.73057);(5.22762,1.24667);(1.92537,3.66047);(2.60868,-3.86856);(2.48028,-0.225687);(2.07865,-1.51421);(3.20289,2.91462);(5.9011,-0.310319);(6.42746,-0.102197);(3.29733,-2.41535);(1.82286,2.46824);(3.23426,-2.60958)
3.6;(0.62896,-1.90764);(3.98641,-0.762376);(3.182,3.85804);(3.25691,-3.4028);(3.27983,-4.25012);(3.8466,0.929673);(5.79336,-0.334315);(3.19744,1.36704);(1.18002,-3.72707);(5.297,1.23978);(1.92694,3.65545);(2.62364,-3.90171);(2.54648,-0.233084);(2.11318,-1.47912);(3.21227,2.90417);(5.96924,-0.310723);(6.50069,-0.101806);(3.30368,-2.43266);(1.85479,2.44593);(3.25144,-2.58055)
3.65;(0.635933,-1.89352);(4.05473,-0.752327);(3.1974,3.85793);(3.26138,-3.3973);(3.28012,-4.26008);(3.92132,0.93794);(5.86265,-0.335189);(3.26368,1.35535);(1.21039,-3.72342);(5.36536,1.23324);(1.91455,3.6449);(2.64347,-3.93023);(2.61224,-0.23974);(2.15129,-1.44696);(3.21975,2.89342);(6.03738,-0.31105);(6.57394,-0.1014);(3.30396,-2.44736);(1.88954,2.42516);(3.22278,-2.55324)
3.7;(0.647361,-1.88011);(4.12369,-0.743051);(3.1957,3.85648);(3.26995,-3.39064);(3.30956,-4.26697);(3.99615,0.945031);(5.93192,-0.335879);(3.32978,1.34437);(1.24222,-3.71976);(5.43283,1.22695);(1.90968,3.63405);(2.64452,-3.95505);(2.67759,-0.245715);(2.19264,-1.41742);(3.24101,2.89439);(6.10551,-0.311267);(6.64719,-0.100981);(3.31092,-2.45937);(1.91433,2.39373);(3.20389,-2.52752)
3.75;(0.662993,-1.86738);(4.19268,-0.734333);(3.20004,3.85381);(3.27111,-3.384);(3.289,-4.27352);(4.07109,0.951051);(6.00118,-0.336376);(3.3963,1.33389);(1.27578,-3.71593);(5.49949,1.22084);(1.91167,3.62293);(2.65228,-3.976);(2.74257,-0.251064);(2.23684,-1.39008);(3.21228,2.89432);(6.17361,-0.311357);(6.72044,-0.100548);(3.30634,-2.46804);(1.94269,2.36444);(3.19365,-2.50323)
3.8;(0.682564,-1.8553);(4.26157,-0.726125);(3.20881,3.85004);(3.28018,-3.37586);(3.31543,-4.29717);(4.14611,0.956093);(6.07038,-0.336675);(3.46321,1.32385);(1.30639,-3.70837);(5.56564,1.21482);(1.90087,3.62438);(2.62855,-3.97801);(2.80724,-0.255836);(2.28363,-1.36475);(3.2125,2.88019);(6.24165,-0.311298);(6.7937,-0.100105);(3.30897,-2.47404);(1.97431,2.33709);(3.19119,-2.48021)
3.85;(0.705807,-1.84383);(4.33041,-0.718399);(3.21579,3.84528);(3.27675,-3.36691);(3.29186,-4.3202);(4.21891,0.961069);(6.13955,-0.336792);(3.53046,1.31422);(1.28995,-3.68391);(5.63356,1.20809);(1.89743,3.62442);(2.65233,-3.99561);(2.87162,-0.26008);(2.33277,-1.34125);(3.24072,2.89681);(6.30964,-0.311104);(6.86697,-0.0996509);(3.31653,-2.4781);(1.9882,2.28085);(3.19568,-2.45834)
3.9;(0.732239,-1.83306);(4.39958,-0.711177);(3.22368,3.83961);(3.27985,-3.3576);(3.27715,-4.33935);(4.29199,0.965155);(6.20875,-0.336831);(3.59773,1.30505);(1.28104,-3.66053);(5.70055,1.2017);(1.90069,3.62317);(2.6787,-4.01002);(2.9765,-0.235001);(2.34194,-1.34779);(3.21894,2.91229);(6.37766,-0.310871);(6.94023,-0.0991875);(3.30718,-2.48094);(2.00662,2.22948);(3.20657,-2.43766)
3.95;(0.758523,-1.8225);(4.46867,-0.704335);(3.23033,3.83312);(3.28767,-3.34816);(3.27048,-4.35499);(4.37013,0.974046);(6.27798,-0.336752);(3.66583,1.31502);(1.27897,-3.63814);(5.76737,1.19552);(1.89304,3.62892);(2.70661,-4.02152);(3.0715,-0.236605);(2.34426,-1.34293);(3.22347,2.91691);(6.44569,-0.310558);(7.01351,-0.0987155);(3.30548,-2.48645);(2.0292,2.18265);(3.20249,-2.41006)
4;(0.782711,-1.81417);(4.55476,-0.703627);(3.23763,3.82589);(3.28602,-3.33839);(3.2711,-4.36745);(4.44213,0.984653);(6.34724,-0.336521);(3.73417,1.32355);(1.2831,-3.61665);(5.83947,1.18675);(1.89247,3.63285);(2.73511,-4.03038);(3.14619,-0.232453);(2.33913,-1.32127);(3.23331,2.91983);(6.51378,-0.310157);(7.08679,-0.0982303);(3.30994,-2.49056);(2.05667,2.14036);(3.22346,-2.39985)
4.05;(0.810365,-1.80607);(4.63794,-0.70336);(3.24382,3.81799);(3.29073,-3.32828);(3.27834,-4.377);(4.51449,0.993834);(6.41748,-0.336451);(3.80272,1.33075);(1.29286,-3.59599);(5.90995,1.17962);(1.89832,3.63515);(2.76351,-4.03684);(3.21966,-0.228606);(2.34116,-1.30112);(3.23761,2.92121);(6.58256,-0.309992);(7.1601,-0.0977229);(3.31419,-2.49339);(2.08742,2.10135);(3.19443,-2.38971)
4.1;(0.839128,-1.79692);(4.71917,-0.703253);(3.25071,3.80948);(3.29647,-3.31889);(3.28071,-4.38393);(4.58718,1.00171);(6.48814,-0.336293);(3.87146,1.33675);(1.30681,-3.57751);(5.97911,1.17327);(1.91,3.63595);(2.79129,-4.04111);(3.29203,-0.225039);(2.34968,-1.28234);(3.24715,2.92119);(6.65164,-0.309795);(7.23342,-0.0972049);(3.31849,-2.49406);(2.12122,2.06527);(3.17755,-2.37944)
4.15;(0.869593,-1.78721);(4.79887,-0.70304);(3.25629,3.80042);(3.29974,-3.30969);(3.30131,-4.43741);(4.66016,1.00841);(6.55897,-0.335981);(3.94037,1.34166);(1.32493,-3.56047);(6.04722,1.16724);(1.92694,3.6354);(2.80258,-3.99818);(3.36339,-0.221724);(2.36408,-1.26483);(3.24986,2.91989);(6.72082,-0.309489);(7.30674,-0.0966811);(3.32194,-2.49319);(2.15777,2.03185);(3.17066,-2.36918)
4.2;(0.901721,-1.7771);(4.87732,-0.702665);(3.27152,3.79016);(3.30704,-3.3006);(3.27196,-4.48857);(4.73341,1.01402);(6.62974,-0.335477);(4.00943,1.34556);(1.3463,-3.54429);(6.11448,1.16134);(1.93863,3.63597);(2.81048,-3.98954);(3.43385,-0.218641);(2.3838,-1.24829);(3.26052,2.91583);(6.79003,-0.309054);(7.38006,-0.0961533);(3.337,-2.47033);(2.19682,2.00085);(3.17237,-2.34829)
4.25;(0.935574,-1.76738);(4.95474,-0.702103);(3.24011,3.77952);(3.30272,-3.29121);(3.252,-4.53305);(4.80691,1.01864);(6.70043,-0.33482);(4.07864,1.34855);(1.37132,-3.52836);(6.18103,1.15553);(1.95558,3.6352);(2.8242,-3.98013);(3.50348,-0.215768);(2.40565,-1.22305);(3.25724,2.91088);(6.85915,-0.308478);(7.45338,-0.0956226);(3.30206,-2.44808);(2.23821,1.97219);(3.18368,-2.33786)
4.3;(0.968199,-1.75624);(5.03131,-0.701427);(3.25853,3.77297);(3.30736,-3.2814);(3.24054,-4.57149);(4.88062,1.02237);(6.77101,-0.334036);(4.14798,1.35071);(1.39748,-3.51297);(6.24691,1.14987);(1.92267,3.63073);(2.84231,-3.97002);(3.57237,-0.213087);(2.4315,-1.20027);(3.26373,2.90053);(6.92818,-0.307783);(7.5267,-0.0950892);(3.27987,-2.42862);(2.28233,1.9461);(3.19149,-2.32756)
4.35;(1.00085,-1.74415);(5.10713,-0.700623);(3.22695,3.76584);(3.31291,-3.27128);(3.23679,-4.60447);(4.95214,1.0264);(6.84145,-0.333145);(4.21743,1.35211);(1.42573,-3.49813);(6.31459,1.14322);(1.89918,3.62539);(2.86307,-3.95928);(3.64057,-0.21058);(2.46094,-1.17967);(3.27013,2.88988);(6.99711,-0.306987);(7.60001,-0.0945534);(3.26805,-2.41126);(2.32896,1.92231);(3.20047,-2.31636)
4.4;(1.03435,-1.73151);(5.18227,-0.699672);(3.20783,3.75828);(3.31537,-3.26082);(3.24005,-4.63252);(5.02406,1.02958);(6.91177,-0.332164);(4.28698,1.35283);(1.4556,-3.48394);(6.38141,1.13687);(1.88058,3.61903);(2.88494,-3.94795);(3.70816,-0.208231);(2.49237,-1.16145);(3.27603,2.87895);(7.06606,-0.306186);(7.67333,-0.0940155);(3.26483,-2.39552);(2.37912,1.90101);(3.20812,-2.3043)
4.45;(1.069,-1.71852);(5.25681,-0.698579);(3.19637,3.75011);(3.32504,-3.24984);(3.24885,-4.6561);(5.09634,1.03198);(6.98196,-0.331104);(4.35663,1.35291);(1.48572,-3.4699);(6.44757,1.1307);(1.87008,3.61199);(2.90709,-3.93641);(3.77519,-0.206027);(2.52759,-1.14448);(3.2822,2.86777);(7.13489,-0.305302);(7.74664,-0.0934757);(3.26892,-2.38102);(2.43053,1.88105);(3.22206,-2.29282)
4.5;(1.10526,-1.70552);(5.33082,-0.697353);(3.19185,3.74138);(3.29684,-3.23854);(3.25222,-4.67563);(5.16895,1.03367);(7.05203,-0.329975);(4.42637,1.35242);(1.51711,-3.45607);(6.51314,1.1247);(1.86693,3.60432);(2.92879,-3.92469);(3.84171,-0.203955);(2.56622,-1.12864);(3.28716,2.85638);(7.20361,-0.304345);(7.81996,-0.092934);(3.27928,-2.36748);(2.48307,1.8623);(3.21885,-2.28151)
4.55;(1.14198,-1.69166);(5.40435,-0.696004);(3.19364,3.73215);(3.29605,-3.2236);(3.26086,-4.69148);(5.23978,1.03551);(7.12199,-0.328784);(4.49619,1.35141);(1.53205,-3.44528);(6.58026,1.11805);(1.87043,3.59611);(2.95009,-3.91307);(3.90778,-0.202003);(2.60797,-1.11384);(3.2939,2.8448);(7.27222,-0.303323);(7.89327,-0.0923907);(3.27038,-2.35469);(2.53664,1.84467);(3.22393,-2.27157)
4.6;(1.17851,-1.67601);(5.47744,-0.694532);(3.20114,3.72247);(3.3023,-3.20847);(3.26263,-4.704);(5.31108,1.03669);(7.19183,-0.32754);(4.56607,1.34993);(1.55086,-3.43476);(6.64655,1.1117);(1.87994,3.58739);(2.96975,-3.90098);(3.97342,-0.20016);(2.65226,-1.1002);(3.2956,2.83304);(7.3409,-0.30233);(7.96659,-0.0918459);(3.27003,-2.3439);(2.59142,1.82826);(3.23584,-2.26256)
4.65;(1.21653,-1.65974);(5.55015,-0.692948);(3.20956,3.71238);(3.30325,-3.19329);(3.27072,-4.7135);(5.38279,1.03727);(7.26158,-0.326246);(4.63602,1.34801);(1.57352,-3.42435);(6.71224,1.10553);(1.89489,3.57821);(2.9883,-3.88844);(4.03868,-0.198417);(2.69896,-1.08757);(3.30447,2.82113);(7.40947,-0.301279);(8.0399,-0.0912998);(3.27656,-2.33483);(2.64721,1.81293);(3.23428,-2.2535)
4.7;(1.25539,-1.64205);(5.6225,-0.691265);(3.21922,3.70213);(3.31234,-3.17741);(3.27215,-4.72025);(5.45336,1.03794);(7.33124,-0.324909);(4.70602,1.34569);(1.59777,-3.41495);(6.77893,1.09889);(1.91234,3.56841);(3.00611,-3.87555);(4.10361,-0.196764);(2.74789,-1.07585);(3.29397,2.80909);(7.47794,-0.300173);(8.11321,-0.0907524);(3.28024,-2.32548);(2.70385,1.79856);(3.24073,-2.24681)
4.75;(1.29635,-1.62551);(5.69452,-0.689485);(3.2282,3.69201);(3.29633,-3.16126);(3.27999,-4.72449);(5.52441,1.03804);(7.40081,-0.323531);(4.77608,1.34301);(1.62421,-3.40609);(6.84473,1.09255);(1.92673,3.56324);(3.02363,-3.86247);(4.16822,-0.195193);(2.79889,-1.06493);(3.2955,2.79149);(7.54659,-0.299113);(8.18653,-0.0902038);(3.28959,-2.31615);(2.76123,1.78504);(3.24812,-2.23925)
4.8;(1.33924,-1.61);(5.76626,-0.687621);(3.23499,3.68123);(3.30008,-3.14059);(3.28034,-4.72647);(5.59466,1.03837);(7.47031,-0.322118);(4.84618,1.34001);(1.64035,-3.40135);(6.91123,1.08567);(1.94424,3.55759);(3.04134,-3.84947);(4.23254,-0.193698);(2.85179,-1.05472);(3.30702,2.82289);(7.61513,-0.298001);(8.25984,-0.0896542);(3.2811,-2.30685);(2.80856,1.72254);(3.25363,-2.23123)
4.85;(1.37976,-1.58689);(5.83772,-0.685678);(3.25294,3.66998);(3.30589,-3.12114);(3.28729,-4.72639);(5.66543,1.03816);(7.53973,-0.320671);(4.91633,1.33671);(1.661,-3.39594);(6.97713,1.07902);(1.95537,3.55138);(3.05651,-3.83614);(4.29661,-0.192271);(2.90688,-1.04728);(3.27705,2.85013);(7.68357,-0.296841);(8.33315,-0.0891037);(3.28195,-2.30211);(2.857,1.66746);(3.26175,-2.22456)
4.9;(1.42224,-1.56542);(5.90893,-0.683668);(3.2209,3.6585);(3.30724,-3.10233);(3.28888,-4.72444);(5.73667,1.03746);(7.60909,-0.319195);(4.98652,1.33313);(1.68487,-3.39002);(7.0425,1.0726);(1.92072,3.56525);(3.07183,-3.82239);(4.36045,-0.190907);(2.96399,-1.04187);(3.29344,2.85866);(7.75192,-0.295638);(8.40646,-0.0885523);(3.28874,-2.29698);(2.90643,1.61867);(3.26447,-2.21764)
4.95;(1.4665,-1.54547);(5.97993,-0.681602);(3.19772,3.64679);(3.31447,-3.08459);(3.29678,-4.7208);(5.80648,1.03693);(7.6784,-0.317692);(5.05674,1.3293);(1.71018,-3.38338);(7.10923,1.06576);(1.89565,3.57658);(3.08817,-3.8094);(4.42407,-0.189599);(3.02294,-1.03795);(3.25984,2.86584);(7.82019,-0.294395);(8.47977,-0.0880001);(3.28958,-2.29064);(2.95675,1.57522);(3.27369,-2.21)
5;(1.51237,-1.52689);(6.05071,-0.679467);(3.18258,3.63489);(3.30783,-3.06735);(3.29296,-4.71561);(5.87684,1.03593);(7.74801,-0.316414);(5.12699,1.32525);(1.73657,-3.37586);(7.17473,1.05955);(1.87927,3.5856);(3.10312,-3.79646);(4.4875,-0.188343);(3.08355,-1.03506);(3.23668,2.87111);(7.88863,-0.293251);(8.55309,-0.0874472);(3.29635,-2.28406);(3.00787,1.53634);(3.27098,-2.20222)
5.05;(1.55971,-1.50955);(6.12131,-0.677285);(3.17473,3.62282);(3.31693,-3.04514);(3.29614,-4.70904);(5.94659,1.03497);(7.81753,-0.315091);(5.19727,1.32099);(1.75327,-3.37234);(7.24086,1.05306);(1.87079,3.59253);(3.11925,-3.78418);(4.55076,-0.187134);(3.14568,-1.03289);(3.22297,2.87463);(7.95698,-0.292061);(8.6264,-0.0868936);(3.29616,-2.27726);(3.05972,1.50137);(3.27505,-2.19429)
5.1;(1.60837,-1.49335);(6.19175,-0.675051);(3.17721,3.61502);(3.29758,-3.02385);(3.30379,-4.70138);(6.0169,1.03359);(7.88699,-0.313725);(5.26758,1.31654);(1.77438,-3.36785);(7.30643,1.04677);(1.86946,3.59755);(3.12927,-3.77152);(4.61386,-0.185968);(3.20918,-1.03116);(3.21415,2.87215);(8.02525,-0.29083);(8.69971,-0.0863395);(3.30202,-2.27028);(3.11223,1.46978);(3.28527,-2.18625)
5.15;(1.65824,-1.47819);(6.26203,-0.672785);(3.18522,3.60668);(3.30022,-2.9909);(3.299,-4.69274);(6.08655,1.03226);(7.95637,-0.312321);(5.3379,1.31192);(1.78034,-3.37429);(7.37266,1.04023);(1.87463,3.60084);(3.14616,-3.75959);(4.67682,-0.184841);(3.27397,-1.0297);(3.21346,2.86865);(8.09344,-0.289562);(8.77302,-0.0857847);(3.30363,-2.26282);(3.16531,1.44112);(3.2749,-2.17802)
5.2;(1.69874,-1.44699);(6.33217,-0.67048);(3.19414,3.59785);(3.31046,-2.98033);(3.30177,-4.68327);(6.15678,1.03055);(8.0257,-0.310883);(5.40825,1.30715);(1.79129,-3.37878);(7.43833,1.0339);(1.8857,3.60256);(3.15229,-3.74724);(4.73964,-0.18375);(3.34124,-1.02883);(3.22015,2.86423);(8.16157,-0.288259);(8.84633,-0.0852295);(3.31014,-2.23773);(3.21759,1.41547);(3.28182,-2.18377)
5.25;(1.7412,-1.41823);(6.40219,-0.668159);(3.20208,3.58859);(3.29029,-2.97203);(3.3098,-4.673);(6.22637,1.0289);(8.09497,-0.309412);(5.4786,1.30224);(1.80689,-3.38162);(7.50464,1.02734);(1.90209,3.60286);(3.16251,-3.73839);(4.80236,-0.182679);(3.40896,-1.02763);(3.22943,2.85898);(8.22963,-0.286924);(8.91964,-0.0846738);(3.32207,-2.21417);(3.27093,1.39169);(3.2814,-2.18179)
5.3;(1.78545,-1.39168);(6.47209,-0.665812);(3.21465,3.57624);(3.29043,-2.9535);(3.30133,-4.66192);(6.29654,1.0269);(8.16419,-0.307911);(5.54897,1.2972);(1.81452,-3.39287);(7.56999,1.02113);(1.91864,3.60465);(3.17259,-3.72884);(4.86498,-0.18161);(3.47708,-1.02616);(3.23533,2.85287);(8.29802,-0.285698);(8.99295,-0.0841177);(3.33893,-2.19201);(3.32525,1.36962);(3.28755,-2.17915)
5.35;(1.83131,-1.36716);(6.5419,-0.663467);(3.21533,3.56378);(3.29679,-2.93559);(3.30186,-4.6508);(6.36564,1.02504);(8.23337,-0.306385);(5.61934,1.29205);(1.8259,-3.40117);(7.63645,1.01464);(1.93995,3.605);(3.1822,-3.71904);(4.92755,-0.180524);(3.54554,-1.02445);(3.24433,2.84609);(8.36633,-0.284433);(9.06626,-0.0835612);(3.30582,-2.16811);(3.38043,1.34911);(3.29101,-2.17553)
5.4;(1.85391,-1.31057);(6.61161,-0.661102);(3.26493,3.54099);(3.29966,-2.92112);(3.30994,-4.63917);(6.43537,1.02285);(8.30304,-0.305109);(5.68972,1.2868);(1.84126,-3.40727);(7.70179,1.00864);(1.91772,3.61526);(3.19138,-3.70864);(4.99008,-0.179401);(3.61429,-1.02256);(3.24861,2.83869);(8.43455,-0.283133);(9.13957,-0.0830044);(3.30653,-2.17955);(3.43642,1.33002);(3.29676,-2.16831)
5.45;(1.87987,-1.25899);(6.68124,-0.658746);(3.26453,3.51829);(3.31048,-2.92197);(3.30165,-4.62707);(6.50433,1.02075);(8.37263,-0.303786);(5.7601,1.28145);(1.8603,-3.412);(7.76798,1.00241);(1.90391,3.62331);(3.20095,-3.70554);(5.05259,-0.178224);(3.68328,-1.02052);(3.25797,2.83092);(8.50271,-0.2818);(9.21288,-0.0824472);(3.31057,-2.16562);(3.49313,1.31222);(3.29882,-2.15894)
5.5;(1.90882,-1.21216);(6.7508,-0.656383);(3.27007,3.49664);(3.28237,-2.92164);(3.30304,-4.61673);(6.57393,1.01834);(8.44213,-0.302419);(5.83048,1.27603);(1.87644,-3.41261);(7.83362,0.996362);(1.89775,3.62933);(3.21356,-3.70128);(5.11512,-0.176979);(3.75248,-1.01835);(3.25921,2.8228);(8.5708,-0.280437);(9.28619,-0.0818898);(3.32026,-2.1522);(3.5505,1.2956);(3.30722,-2.1496)
5.55;(1.94075,-1.16974);(6.82029,-0.654037);(3.27998,3.48532);(3.29678,-2.90069);(3.3115,-4.60619);(6.64305,1.01599);(8.51157,-0.301012);(5.90086,1.27053);(1.86225,-3.43101);(7.8998,0.990155);(1.89854,3.63352);(3.21567,-3.69583);(5.17766,-0.175656);(3.82184,-1.0161);(3.26354,2.80502);(8.63882,-0.279048);(9.3595,-0.0813321);(3.28645,-2.12774);(3.60847,1.28006);(3.29512,-2.13656)
5.6;(1.97545,-1.13138);(6.88972,-0.651697);(3.27222,3.47391);(3.2612,-2.88044);(3.29958,-4.59479);(6.71279,1.01336);(8.58093,-0.299569);(5.97125,1.26496);(1.85539,-3.44657);(7.96543,0.984126);(1.90562,3.63604);(3.22427,-3.68939);(5.24024,-0.174246);(3.89134,-1.01377);(3.27478,2.78792);(8.7068,-0.277633);(9.43281,-0.0807741);(3.26181,-2.10478);(3.66697,1.26549);(3.29068,-2.12389)
5.65;(2.01264,-1.09642);(6.9591,-0.649387);(3.27108,3.46233);(3.23515,-2.861);(3.29542,-4.58261);(6.78175,1.01087);(8.65024,-0.298092);(6.04163,1.25933);(1.85518,-3.45954);(8.03189,0.977899);(1.91841,3.63704);(3.23103,-3.68205);(5.30286,-0.172747);(3.96096,-1.01139);(3.2646,2.7714);(8.77473,-0.276196);(9.50612,-0.0802159);(3.24547,-2.08318);(3.72597,1.25181);(3.29317,-2.11157)
5.7;(2.05211,-1.06435);(7.02844,-0.647082);(3.27594,3.45061);(3.21776,-2.84229);(3.29829,-4.56973);(6.85134,1.00811);(8.7195,-0.296585);(6.112,1.25365);(1.86101,-3.47017);(8.09744,0.972021);(1.93636,3.63668);(3.23914,-3.67389);(5.36553,-0.171156);(4.03068,-1.00897);(3.26271,2.75522);(8.84296,-0.274911);(9.57943,-0.0796575);(3.23665,-2.06286);(3.78542,1.23895);(3.30197,-2.09956)
