time;0;1;2;3;4;5;6;7;8;9
5.4;(3.57171,-0.120104);(3.25778,2.4196);(1.10944,2.99959);(-1.21514,3.2316);(-2.06672,1.55751);(-3.75921,-0.0583614);(-1.97981,-1.40872);(-1.06426,-3.27402);(0.570767,-2.32079);(2.35124,-1.65236)
5.45;(3.51929,-0.124082);(3.21266,2.38932);(1.09619,2.94097);(-1.20696,3.18331);(-2.00697,1.5206);(-3.70234,-0.0614935);(-1.93362,-1.36999);(-1.04762,-3.21779);(0.549468,-2.25621);(2.30419,-1.61604)
5.5;(3.46606,-0.128362);(3.17142,2.36259);(1.0797,2.88003);(-1.19802,3.13415);(-1.94794,1.48548);(-3.64549,-0.0645704);(-1.89005,-1.33179);(-1.03087,-3.16157);(0.526443,-2.19213);(2.26157,-1.58057)
5.55;(3.41654,-0.130928);(3.13143,2.33554);(1.06425,2.82069);(-1.18825,3.08431);(-1.88962,1.45213);(-3.58875,-0.0676189);(-1.84938,-1.29412);(-1.01402,-3.10535);(0.506424,-2.12973);(2.21273,-1.54702)
5.6;(3.36604,-0.133859);(3.09088,2.30811);(1.04989,2.76287);(-1.17808,3.03438);(-1.83177,1.4206);(-3.53217,-0.0706095);(-1.81081,-1.25583);(-0.997592,-3.05091);(0.482833,-2.06793);(2.17072,-1.51424)
5.65;(3.31892,-0.135745);(3.04985,2.28036);(1.03743,2.70598);(-1.1678,2.98494);(-1.7741,1.39103);(-3.47677,-0.0743243);(-1.77476,-1.21689);(-0.981765,-2.99801);(0.463238,-2.00728);(2.1243,-1.48279)
5.7;(3.27072,-0.138214);(3.00881,2.25377);(1.02673,2.64998);(-1.15763,2.93548);(-1.71649,1.36265);(-3.42147,-0.0779136);(-1.74202,-1.17917);(-0.965884,-2.94501);(0.439229,-1.94672);(2.08518,-1.45292)
5.75;(3.22584,-0.139523);(2.96775,2.22793);(1.01709,2.5944);(-1.14713,2.88645);(-1.6579,1.33568);(-3.37254,-0.0832482);(-1.70904,-1.14056);(-0.950027,-2.89284);(0.420701,-1.8869);(2.04109,-1.42479)
5.8;(3.17982,-0.141543);(2.92639,2.20242);(1.01008,2.53967);(-1.13635,2.83786);(-1.59781,1.31077);(-3.32322,-0.0883365);(-1.6817,-1.10241);(-0.934393,-2.84135);(0.394809,-1.82454);(2.00688,-1.4013)
5.85;(3.13645,-0.14202);(2.8908,2.18201);(0.9977,2.4805);(-1.12506,2.78978);(-1.53981,1.28548);(-3.27356,-0.09314);(-1.65595,-1.0624);(-0.918714,-2.79002);(0.373903,-1.76476);(1.96745,-1.37957)
5.9;(3.09422,-0.142682);(2.85422,2.16036);(0.987807,2.42322);(-1.11309,2.74197);(-1.48418,1.26037);(-3.23302,-0.0998847);(-1.62155,-1.01863);(-0.903135,-2.73882);(0.355696,-1.70784);(1.92497,-1.35762)
5.95;(3.05084,-0.144068);(2.81675,2.13772);(0.980123,2.36786);(-1.10069,2.69452);(-1.42731,1.24034);(-3.19065,-0.106229);(-1.59295,-0.977988);(-0.888389,-2.68716);(0.341083,-1.65483);(1.88187,-1.33517)
6;(3.00643,-0.146458);(2.77881,2.11513);(0.974887,2.31439);(-1.08774,2.64747);(-1.37327,1.21881);(-3.14767,-0.112914);(-1.565,-0.935459);(-0.873691,-2.63555);(0.313406,-1.59963);(1.8533,-1.31627)
6.05;(2.96586,-0.145879);(2.74063,2.0923);(0.970381,2.2619);(-1.07411,2.60107);(-1.30842,1.20512);(-3.10405,-0.119361);(-1.554,-0.897122);(-0.858928,-2.58299);(0.292802,-1.55033);(1.81809,-1.30074)
6.10001;(2.92569,-0.146325);(2.70218,2.06938);(0.968817,2.21041);(-1.05959,2.55549);(-1.24929,1.18709);(-3.07596,-0.125197);(-1.52535,-0.858342);(-0.848308,-2.54161);(0.278661,-1.48831);(1.78024,-1.2842)
6.15001;(2.88626,-0.148191);(2.67295,2.05269);(0.959724,2.15408);(-1.04492,2.5104);(-1.19469,1.1684);(-3.04466,-0.130524);(-1.50127,-0.818666);(-0.837797,-2.4987);(0.271705,-1.43072);(1.73863,-1.26603)
6.20001;(2.84583,-0.150768);(2.64221,2.0355);(0.955372,2.1012);(-1.02977,2.46592);(-1.14587,1.14777);(-3.01075,-0.135385);(-1.47799,-0.779033);(-0.82807,-2.45466);(0.222702,-1.34607);(1.73863,-1.2756)
6.25001;(2.80449,-0.154288);(2.60977,2.01655);(0.95246,2.04889);(-1.01317,2.42328);(-1.10024,1.13295);(-2.97509,-0.139918);(-1.48867,-0.735509);(-0.816859,-2.40886);(0.213172,-1.2781);(1.73304,-1.28023)
6.30001;(2.76219,-0.159284);(2.5764,1.99678);(0.95444,1.99847);(-1.00912,2.42904);(-1.04502,1.06906);(-2.9838,-0.140345);(-1.44949,-0.695643);(-0.80418,-2.36141);(0.201381,-1.21675);(1.72264,-1.28062)
6.35001;(2.7214,-0.153059);(2.54211,1.97576);(0.953153,1.94819);(-1.00348,2.42844);(-0.96053,1.04572);(-2.98567,-0.140662);(-1.44931,-0.687062);(-0.82024,-2.32437);(0.215332,-1.17093);(1.70707,-1.28914)
6.40001;(2.68309,-0.150804);(2.50799,1.9696);(0.961748,1.90862);(-0.996282,2.42183);(-0.892996,1.00499);(-2.98135,-0.140901);(-1.44469,-0.669411);(-0.83136,-2.29049);(0.222024,-1.13207);(1.68737,-1.29308)
6.45001;(2.64594,-0.15109);(2.47277,1.96089);(0.970443,1.87599);(-0.987772,2.40988);(-0.832263,0.966112);(-2.97142,-0.141057);(-1.43466,-0.646958);(-0.839462,-2.25602);(0.224973,-1.09986);(1.66394,-1.29258)
6.50001;(2.60888,-0.15341);(2.46996,1.96464);(0.942454,1.82698);(-0.978251,2.39331);(-0.773356,0.93995);(-2.95681,-0.141158);(-1.41966,-0.622685);(-0.844439,-2.21873);(0.225833,-1.07295);(1.63592,-1.29217)
6.55001;(2.57155,-0.155617);(2.4628,1.96463);(0.936236,1.79561);(-0.967587,2.37269);(-0.734571,0.903654);(-2.93809,-0.141202);(-1.40242,-0.596691);(-0.846809,-2.17911);(0.223443,-1.05167);(1.60502,-1.28872)
6.60001;(2.53446,-0.157659);(2.45172,1.9612);(0.928336,1.76251);(-0.955639,2.34875);(-0.697045,0.875331);(-2.91584,-0.141105);(-1.38079,-0.565047);(-0.847863,-2.14049);(0.201651,-1.02047);(1.59056,-1.29844)
6.65001;(2.49606,-0.160797);(2.43706,1.95467);(0.922748,1.73287);(-0.942253,2.32275);(-0.66289,0.852819);(-2.89037,-0.140835);(-1.36983,-0.5255);(-0.848761,-2.10476);(0.19672,-1.00133);(1.57192,-1.30323)
6.70001;(2.45728,-0.165343);(2.41916,1.94532);(0.920563,1.70581);(-0.927369,2.29555);(-0.632154,0.830257);(-2.86217,-0.140388);(-1.35455,-0.486781);(-0.849986,-2.06822);(0.191884,-0.982923);(1.5494,-1.30357)
6.75001;(2.41892,-0.167861);(2.39838,1.93348);(0.9204,1.67999);(-0.910554,2.26762);(-0.603388,0.809342);(-2.83168,-0.139646);(-1.3353,-0.449074);(-0.852787,-2.03142);(0.187973,-0.965332);(1.52249,-1.30344)
6.80001;(2.38052,-0.170745);(2.37541,1.92008);(0.922101,1.65496);(-0.893404,2.2382);(-0.533247,0.816501);(-2.7993,-0.138424);(-1.35725,-0.439709);(-0.856819,-1.99332);(0.185489,-0.949625);(1.49221,-1.3007)
6.85001;(2.34181,-0.173583);(2.3609,1.91226);(0.959232,1.64998);(-0.876502,2.20607);(-0.502899,0.793387);(-2.81541,-0.125038);(-1.32996,-0.439056);(-0.857483,-1.95356);(0.151132,-0.912061);(1.483,-1.31351)
6.90001;(2.30214,-0.176871);(2.39517,1.91539);(0.948344,1.63107);(-0.858609,2.1719);(-0.460589,0.802461);(-2.82401,-0.112832);(-1.34751,-0.41629);(-0.857148,-1.95843);(0.164896,-0.888073);(1.46912,-1.32099)
6.95001;(2.26406,-0.180627);(2.42168,1.91481);(0.972332,1.63023);(-0.844433,2.13586);(-0.449262,0.785744);(-2.82729,-0.102213);(-1.35583,-0.391052);(-0.854854,-1.95691);(0.171531,-0.861583);(1.45109,-1.32361)
7.00001;(2.22775,-0.184807);(2.44113,1.91086);(0.99184,1.62327);(-0.834944,2.11098);(-0.434923,0.762247);(-2.82423,-0.0925292);(-1.35727,-0.364096);(-0.85094,-1.94962);(0.177658,-0.839686);(1.42944,-1.32186)
7.05001;(2.1952,-0.182782);(2.45417,1.90388);(1.00727,1.61077);(-0.824689,2.08285);(-0.424504,0.750289);(-2.81543,-0.0836986);(-1.35245,-0.335593);(-0.845862,-1.93741);(0.184776,-0.82606);(1.40285,-1.32261)
7.10001;(2.16286,-0.18017);(2.46139,1.89414);(1.019,1.59324);(-0.815974,2.06185);(-0.408276,0.730705);(-2.80143,-0.0756096);(-1.34353,-0.307348);(-0.840616,-1.92083);(0.156114,-0.777508);(1.41123,-1.35742)
7.15001;(2.12847,-0.177974);(2.46333,1.88191);(1.02735,1.57115);(-0.805106,2.04037);(-0.401219,0.760274);(-2.78276,-0.0681924);(-1.35473,-0.274523);(-0.833901,-1.90003);(0.150486,-0.773335);(1.41334,-1.38483)
7.20001;(2.09051,-0.181013);(2.46047,1.86741);(1.03441,1.55067);(-0.813223,2.06513);(-0.374808,0.74374);(-2.79165,-0.0668343);(-1.32699,-0.23525);(-0.831679,-1.8816);(0.147796,-0.757488);(1.40977,-1.40551)
7.25001;(2.05505,-0.184643);(2.45326,1.85086);(1.04083,1.52801);(-0.818537,2.08152);(-0.305201,0.752389);(-2.7937,-0.0655613);(-1.34594,-0.213896);(-0.827945,-1.85925);(0.141397,-0.756485);(1.40106,-1.42008)
7.30001;(2.01841,-0.186963);(2.4463,1.83523);(1.09043,1.53054);(-0.821309,2.09032);(-0.276816,0.73274);(-2.78954,-0.0643603);(-1.35697,-0.190541);(-0.83215,-1.8412);(0.141096,-0.741412);(1.38769,-1.4291)
7.35001;(1.98611,-0.190171);(2.48853,1.8285);(1.09117,1.52243);(-0.821772,2.09221);(-0.24915,0.741739);(-2.77987,-0.0632438);(-1.36081,-0.165386);(-0.833974,-1.8189);(0.135132,-0.750863);(1.3701,-1.43307)
7.40001;(1.95143,-0.191296);(2.52223,1.81901);(1.10317,1.51648);(-0.819862,2.08808);(-0.232122,0.737909);(-2.7653,-0.0621764);(-1.35839,-0.138836);(-0.850924,-1.80163);(0.139488,-0.742701);(1.35323,-1.43513)
7.45001;(1.92003,-0.192305);(2.54817,1.80704);(1.11186,1.50502);(-0.815651,2.07896);(-0.212049,0.73476);(-2.74632,-0.0606158);(-1.35044,-0.111513);(-0.864091,-1.78049);(0.135682,-0.733268);(1.33247,-1.43278)
7.50001;(1.8894,-0.194616);(2.56705,1.79282);(1.11983,1.48971);(-0.809192,2.06603);(-0.192004,0.728414);(-2.72361,-0.0585401);(-1.33761,-0.0841145);(-0.873582,-1.75599);(0.1272,-0.718643);(1.30819,-1.42642)
7.55001;(1.86117,-0.194257);(2.57954,1.77657);(1.12784,1.47123);(-0.800513,2.05048);(-0.165221,0.736285);(-2.69791,-0.0554796);(-1.32049,-0.0573162);(-0.879562,-1.72852);(0.107336,-0.716034);(1.27887,-1.42161)
7.60001;(1.82946,-0.193659);(2.58622,1.75849);(1.15069,1.45337);(-0.789706,2.033);(-0.153308,0.733919);(-2.66988,-0.0515192);(-1.29953,-0.0316811);(-0.903656,-1.71596);(0.106219,-0.687639);(1.2494,-1.41529)
7.65001;(1.80299,-0.194931);(2.59295,1.74041);(1.16372,1.42934);(-0.779852,2.01788);(-0.114997,0.7636);(-2.63878,-0.0479984);(-1.30324,-0.00950932);(-0.923397,-1.6986);(0.104265,-0.689829);(1.21656,-1.40661)
7.70001;(1.77481,-0.194688);(2.5944,1.72068);(1.22674,1.40593);(-0.768758,1.99826);(-0.125896,0.784433);(-2.65613,-0.0568031);(-1.25836,0.0244566);(-0.939319,-1.67678);(0.0632176,-0.660846);(1.22402,-1.42755)
7.75001;(1.7428,-0.19464);(2.64283,1.71804);(1.24284,1.36523);(-0.780151,2.02331);(-0.0868075,0.806335);(-2.66585,-0.0647655);(-1.26309,0.0522203);(-0.951622,-1.65102);(0.0579248,-0.666815);(1.22535,-1.44228)
7.80001;(1.70408,-0.221743);(2.6821,1.71234);(1.2604,1.35151);(-0.788448,2.03995);(-0.0458241,0.821702);(-2.66864,-0.0719598);(-1.26116,0.0812905);(-0.96063,-1.62169);(0.0488,-0.66747);(1.22114,-1.45139)
7.85001;(1.67141,-0.199213);(2.71305,1.70386);(1.31349,1.33846);(-0.794041,2.04923);(-0.0427483,0.825608);(-2.66514,-0.0784538);(-1.25307,0.111265);(-0.96664,-1.58914);(0.0300359,-0.659941);(1.21061,-1.5101)
7.90001;(1.63894,-0.181212);(2.74606,1.69803);(1.34957,1.31536);(-0.797242,2.0528);(-0.0376942,0.826822);(-2.6561,-0.0844486);(-1.23962,0.141572);(-1.00121,-1.57578);(0.0422514,-0.624114);(1.19566,-1.55909)
7.95001;(1.62762,-0.163539);(2.77132,1.68946);(1.37981,1.28829);(-0.798375,2.05229);(-0.0153804,0.858527);(-2.64289,-0.0873896);(-1.24262,0.171064);(-1.02938,-1.56017);(0.0360793,-0.621612);(1.1767,-1.59923)
8.00001;(1.60327,-0.194139);(2.78954,1.6784);(1.41579,1.3109);(-0.796222,2.04766);(0.0103445,0.882745);(-2.62598,-0.0875729);(-1.24022,0.199725);(-1.05171,-1.54252);(0.0284591,-0.612496);(1.15414,-1.63131)
8.05001;(1.5747,-0.221797);(2.80136,1.6651);(1.44591,1.32532);(-0.790754,2.04041);(0.0391493,0.90015);(-2.60586,-0.0853071);(-1.23322,0.226557);(-1.06872,-1.52298);(0.0196232,-0.597388);(1.12831,-1.65608)
8.10001;(1.54229,-0.246715);(2.8308,1.64385);(1.44728,1.33825);(-0.782066,2.03168);(0.0707352,0.911356);(-2.58299,-0.0809559);(-1.22224,0.251);(-1.08085,-1.50171);(0.00980339,-0.576925);(1.09953,-1.67425)
8.15001;(1.50654,-0.268485);(2.85279,1.62131);(1.46732,1.3548);(-0.770339,2.02218);(0.0834871,0.90603);(-2.55789,-0.0748669);(-1.20765,0.272928);(-1.0885,-1.47884);(-0.000785787,-0.551725);(1.06794,-1.68706)
8.20001;(1.46799,-0.286576);(2.86802,1.59762);(1.48295,1.36373);(-0.755802,2.01235);(0.113837,0.91576);(-2.53106,-0.0674098);(-1.19796,0.301879);(-1.092,-1.45445);(-0.0170973,-0.550925);(1.03359,-1.6958)
8.25001;(1.43835,-0.302862);(2.87711,1.5729);(1.49935,1.36799);(-0.736556,2.00337);(0.142028,0.917744);(-2.50275,-0.0576323);(-1.18681,0.325966);(-1.11231,-1.44085);(-0.0240289,-0.53012);(0.996686,-1.70112)
8.30001;(1.40497,-0.317468);(2.88061,1.54725);(1.51386,1.36722);(-0.713373,1.99302);(0.170836,0.913473);(-2.47189,-0.0487597);(-1.17401,0.347729);(-1.12847,-1.42259);(-0.0316424,-0.50439);(0.957899,-1.70153)
8.35001;(1.3702,-0.328533);(2.87905,1.52075);(1.52796,1.36297);(-0.685553,1.98108);(0.198879,0.902442);(-2.43906,-0.0408996);(-1.16778,0.375845);(-1.14085,-1.40013);(-0.0325277,-0.482121);(0.915424,-1.69948)
8.40001;(1.38175,-0.352998);(2.87322,1.49341);(1.54141,1.35811);(-0.658435,1.96415);(0.226296,0.882822);(-2.40514,-0.0271072);(-1.15582,0.405105);(-1.14876,-1.38061);(-0.0800693,-0.441875);(0.871604,-1.69318)
8.45001;(1.38576,-0.374996);(2.89084,1.45665);(1.52378,1.35649);(-0.616883,1.95302);(0.256162,0.860282);(-2.37578,-0.0146948);(-1.17915,0.469786);(-1.1559,-1.3527);(-0.0932808,-0.437981);(0.828836,-1.68731)
8.50001;(1.38291,-0.394744);(2.90207,1.42011);(1.54132,1.3904);(-0.581649,1.93876);(0.256365,0.79749);(-2.3462,0.00343888);(-1.19398,0.532175);(-1.17199,-1.33268);(-0.0924546,-0.423313);(0.784767,-1.67752)
8.55001;(1.37385,-0.41244);(2.90748,1.38378);(1.55466,1.4151);(-0.547717,1.91971);(0.274185,0.781493);(-2.31387,0.0203001);(-1.20109,0.592446);(-1.18598,-1.30499);(-0.109144,-0.455476);(0.738987,-1.67252)
8.60001;(1.35915,-0.428261);(2.90761,1.34766);(1.56418,1.43145);(-0.515329,1.90084);(0.296126,0.75783);(-2.27851,0.0355902);(-1.20116,0.650763);(-1.19635,-1.27397);(-0.149896,-0.44381);(0.721815,-1.70852)
8.65001;(1.34101,-0.453866);(2.90312,1.31166);(1.57025,1.44021);(-0.484007,1.87759);(0.319604,0.743304);(-2.24958,0.0671033);(-1.19484,0.707276);(-1.24084,-1.27951);(-0.151052,-0.401614);(0.701006,-1.73668)
8.70002;(1.31807,-0.47684);(2.89424,1.27587);(1.57317,1.4421);(-0.454471,1.86002);(0.375626,0.766737);(-2.21871,0.0957744);(-1.18269,0.762125);(-1.27885,-1.27865);(-0.183782,-0.398186);(0.676911,-1.75773)
8.75002;(1.29078,-0.497414);(2.88139,1.24026);(1.61902,1.46962);(-0.380776,1.8659);(0.390246,0.762137);(-2.18466,0.121744);(-1.21393,0.792114);(-1.31096,-1.27201);(-0.215501,-0.388195);(0.649845,-1.77229)
8.80002;(1.25984,-0.515419);(2.86492,1.20483);(1.65997,1.48958);(-0.313979,1.86406);(0.408906,0.753312);(-2.18724,0.113665);(-1.20859,0.856201);(-1.33771,-1.26012);(-0.240511,-0.382306);(0.619794,-1.78134)
8.85002;(1.2263,-0.530082);(2.84516,1.16956);(1.69708,1.50382);(-0.254079,1.85405);(0.431228,0.740651);(-2.18783,0.114898);(-1.1973,0.917838);(-1.35653,-1.25222);(-0.263945,-0.369952);(0.586328,-1.78638)
8.90002;(1.19063,-0.541598);(2.82389,1.13388);(1.72811,1.5107);(-0.197913,1.83882);(0.455389,0.725093);(-2.18202,0.121583);(-1.18058,0.977223);(-1.37284,-1.24477);(-0.285855,-0.351892);(0.549567,-1.78787)
8.95002;(1.15309,-0.550387);(2.84058,1.06563);(1.72086,1.54973);(-0.145162,1.81882);(0.480783,0.706723);(-2.17295,0.12782);(-1.15893,1.03454);(-1.38521,-1.23217);(-0.305467,-0.32884);(0.509736,-1.78599)
9.00002;(1.11405,-0.556817);(2.85088,1.00063);(1.71165,1.57909);(-0.0955316,1.79451);(0.509211,0.685394);(-2.16163,0.133262);(-1.13278,1.08995);(-1.394,-1.21489);(-0.322281,-0.300867);(0.466951,-1.78092)
9.05002;(1.07505,-0.561024);(2.85538,0.938603);(1.70067,1.59969);(-0.0487559,1.76627);(0.540392,0.661378);(-2.14957,0.142545);(-1.10255,1.1436);(-1.3987,-1.19872);(-0.336076,-0.267637);(0.420088,-1.77303)
9.10002;(1.03399,-0.564727);(2.8546,0.879287);(1.6881,1.61233);(-0.00716818,1.75073);(0.576647,0.618653);(-2.13579,0.15195);(-1.0686,1.19565);(-1.40448,-1.17654);(-0.347111,-0.228921);(0.375365,-1.76542)
9.15002;(0.997446,-0.618226);(2.85048,0.821927);(1.69773,1.62354);(0.00863813,1.72464);(0.608621,0.625744);(-2.11864,0.167307);(-1.03126,1.24622);(-1.40706,-1.15665);(-0.359069,-0.186887);(0.326056,-1.75541)
9.20002;(0.998472,-0.638728);(2.84185,0.766886);(1.70385,1.62766);(0.0730516,1.71027);(0.64301,0.627506);(-2.10253,0.178537);(-1.0425,1.28495);(-1.41136,-1.12544);(-0.366391,-0.139221);(0.239046,-1.77824)
9.25002;(0.992932,-0.656956);(2.82913,0.713965);(1.74391,1.62981);(0.111911,1.73888);(0.693464,0.581919);(-2.08752,0.20506);(-1.04614,1.32338);(-1.40716,-1.10772);(-0.374984,-0.0890675);(0.155015,-1.79429)
9.30002;(0.973108,-0.723101);(2.81964,0.662984);(1.77763,1.62572);(0.148815,1.75863);(0.75565,0.584937);(-2.06787,0.229025);(-1.04368,1.36311);(-1.40087,-1.08581);(-0.383935,-0.0382328);(0.0737146,-1.80415)
9.35002;(0.948651,-0.782694);(2.80612,0.613777);(1.81255,1.63002);(0.183924,1.77034);(0.810471,0.568917);(-2.05157,0.246265);(-1.03549,1.4051);(-1.39269,-1.06009);(-0.385847,0.0164886);(-0.00508068,-1.80838)
9.40002;(0.919992,-0.836308);(2.80056,0.559384);(1.84157,1.62788);(0.217383,1.77475);(0.853913,0.556467);(-2.03154,0.264175);(-1.02256,1.44984);(-1.38201,-1.03332);(-0.388462,0.0696375);(-0.0815789,-1.80746)
9.45002;(0.887523,-0.884462);(2.79058,0.507112);(1.86524,1.61992);(0.249328,1.77253);(0.898655,0.540439);(-2.00829,0.283437);(-1.00402,1.49647);(-1.36889,-1.00635);(-0.393016,0.121931);(-0.15597,-1.80185)
9.50002;(0.851598,-0.927632);(2.77658,0.456779);(1.88403,1.60667);(0.279882,1.7643);(0.944568,0.521152);(-1.98185,0.303732);(-0.980584,1.54196);(-1.35383,-0.978997);(-0.399129,0.176275);(-0.22843,-1.79196)
9.55002;(0.812541,-0.966253);(2.7727,0.397935);(1.89918,1.58822);(0.308374,1.751);(0.977772,0.509186);(-1.95232,0.325138);(-0.952705,1.58641);(-1.3372,-0.951494);(-0.406662,0.232477);(-0.299117,-1.77817)
9.60002;(0.770644,-1.00072);(2.76421,0.341672);(1.91512,1.57259);(0.334546,1.73329);(1.00953,0.485867);(-1.95071,0.322532);(-0.920781,1.62988);(-1.33838,-0.877269);(-0.384372,0.315427);(-0.351448,-1.81089)
9.65002;(0.726171,-1.0314);(2.75153,0.28777);(1.92777,1.55236);(0.398841,1.74792);(1.04364,0.459947);(-1.97839,0.360445);(-0.908305,1.71942);(-1.3095,-0.842992);(-0.382785,0.352863);(-0.403827,-1.83572)
9.70002;(0.679363,-1.05861);(2.73505,0.236027);(1.93653,1.528);(0.458676,1.75496);(1.07989,0.431664);(-1.99748,0.394666);(-0.890326,1.80374);(-1.28081,-0.806062);(-0.383377,0.393711);(-0.456225,-1.85337)
9.75002;(0.630437,-1.08267);(2.73335,0.173758);(1.97795,1.46577);(0.477628,1.79079);(1.09982,0.413733);(-2.00878,0.425519);(-0.867333,1.88329);(-1.25231,-0.766723);(-0.385956,0.437651);(-0.508616,-1.86447)
9.80002;(0.579593,-1.10384);(2.72682,0.114459);(2.01276,1.40333);(0.496271,1.81704);(1.1232,0.392698);(-2.01301,0.453303);(-0.839771,1.95845);(-1.22398,-0.725195);(-0.390344,0.484394);(-0.560983,-1.86962)
9.85002;(0.527009,-1.12238);(2.71587,0.0578737);(2.04157,1.34069);(0.51464,1.83463);(1.1497,0.368846);(-2.01082,0.478287);(-0.808045,2.02961);(-1.19584,-0.681703);(-0.396381,0.53368);(-0.613307,-1.86934)
9.90002;(0.472847,-1.13852);(2.70092,0.00376871);(2.11602,1.29845);(0.532842,1.84438);(1.13108,0.323471);(-2.00281,0.500717);(-0.772526,2.09708);(-1.16796,-0.636453);(-0.403921,0.585271);(-0.665577,-1.86413)
9.95002;(0.417256,-1.15246);(2.68232,-0.0480689);(2.18072,1.25418);(0.551421,1.84689);(1.1195,0.277559);(-1.98951,0.520819);(-0.73355,2.16119);(-1.14086,-0.589481);(-0.412829,0.638952);(-0.71778,-1.85442)
10;(0.360368,-1.16439);(2.6604,-0.0978342);(2.23653,1.20809);(0.569681,1.84291);(1.11433,0.231184);(-1.97143,0.538798);(-0.691424,2.22221);(-1.11383,-0.541018);(-0.422983,0.694528);(-0.76991,-1.84062)
10.05;(0.330701,-1.17539);(2.63773,-0.146884);(2.28423,1.16036);(0.587641,1.83302);(1.11274,0.18559);(-1.94899,0.554842);(-0.646427,2.2804);(-1.08686,-0.491203);(-0.434275,0.751822);(-0.850353,-1.82221)
10.1;(0.297339,-1.18463);(2.61662,-0.196277);(2.32456,1.11117);(0.60532,1.81778);(1.11214,0.141731);(-1.96839,0.580601);(-0.598816,2.33599);(-1.01416,-0.451639);(-0.446601,0.810673);(-0.928073,-1.80048)
10.15;(0.260627,-1.19227);(2.59658,-0.246273);(2.35816,1.06065);(0.623498,1.80011);(1.11282,0.0997715);(-1.97997,0.603682);(-0.548822,2.3892);(-0.946547,-0.412308);(-0.459872,0.870937);(-1.0033,-1.77572)
10.2;(0.220874,-1.19846);(2.57733,-0.297445);(2.38562,1.00896);(0.642552,1.78028);(1.11483,0.0601972);(-1.98446,0.624323);(-0.496656,2.44023);(-0.883998,-0.373235);(-0.474002,0.93248);(-1.07625,-1.74818)
10.25;(0.178363,-1.20332);(2.55479,-0.346535);(2.4075,0.956203);(0.662847,1.7585);(1.12209,0.0196707);(-1.98251,0.64274);(-0.442512,2.48926);(-0.826523,-0.334391);(-0.488915,0.995185);(-1.14711,-1.71813)
10.3;(0.133351,-1.20697);(2.54268,-0.402226);(2.42429,0.902495);(0.684746,1.73486);(1.12068,-0.0131993);(-1.97472,0.659128);(-0.386565,2.53646);(-0.774162,-0.29566);(-0.504543,1.05894);(-1.21607,-1.68576)
10.35;(0.0860694,-1.20951);(2.52659,-0.455385);(2.43644,0.847934);(0.708632,1.7093);(1.12485,-0.0476112);(-1.96163,0.673667);(-0.328976,2.58198);(-0.727,-0.256801);(-0.520822,1.12365);(-1.28328,-1.65129)
10.4;(0.0367291,-1.21105);(2.50689,-0.506228);(2.44436,0.79261);(0.734985,1.68155);(1.1341,-0.0834079);(-1.94373,0.686521);(-0.26989,2.62596);(-0.685247,-0.217357);(-0.537694,1.18923);(-1.34889,-1.61489)
10.45;(-0.0144787,-1.21167);(2.4839,-0.554954);(2.44843,0.7366);(0.766101,1.65042);(1.14796,-0.120448);(-1.92147,0.697839);(-0.209439,2.66852);(-0.65095,-0.176005);(-0.555107,1.25559);(-1.41304,-1.57673)
10.5;(-0.0673806,-1.21145);(2.48784,-0.624531);(2.45319,0.68095);(0.795645,1.6159);(1.1319,-0.136791);(-1.89525,0.707756);(-0.147746,2.70979);(-0.617548,-0.132577);(-0.573012,1.32266);(-1.47585,-1.53697)
10.55;(-0.121819,-1.21046);(2.48628,-0.690214);(2.45435,0.62466);(0.823749,1.57828);(1.12282,-0.156153);(-1.86544,0.716397);(-0.0849195,2.74987);(-0.584967,-0.0872606);(-0.591367,1.39037);(-1.53744,-1.49575)
10.6;(-0.177652,-1.20878);(2.47973,-0.75234);(2.45225,0.5678);(0.850537,1.53785);(1.12009,-0.178242);(-1.83237,0.723875);(-0.0210608,2.78886);(-0.553138,-0.0402282);(-0.610132,1.45867);(-1.5979,-1.45319)
10.65;(-0.234749,-1.20646);(2.46862,-0.811213);(2.44716,0.510428);(0.87612,1.49488);(1.12312,-0.202794);(-1.79635,0.730292);(0.0437387,2.82685);(-0.522001,0.00836419);(-0.62927,1.5275);(-1.65734,-1.4094)
10.7;(-0.292993,-1.20357);(2.45338,-0.867114);(2.43936,0.452599);(0.9006,1.4496);(1.13139,-0.22957);(-1.75764,0.735742);(0.109396,2.86392);(-0.491497,0.0583749);(-0.648748,1.59681);(-1.71585,-1.3645)
10.75;(-0.352278,-1.20014);(2.43437,-0.920299);(2.44777,0.395877);(0.925393,1.40473);(1.12441,-0.262399);(-1.7165,0.740311);(0.175834,2.90015);(-0.461574,0.109675);(-0.668537,1.66655);(-1.77349,-1.31857)
10.8;(-0.412506,-1.19623);(2.41194,-0.971001);(2.45219,0.338654);(0.94914,1.35773);(1.12362,-0.296659);(-1.67315,0.744077);(0.242986,2.93561);(-0.432185,0.162147);(-0.688609,1.73669);(-1.83034,-1.27172)
10.85;(-0.473591,-1.19188);(2.3864,-1.01943);(2.45296,0.280984);(0.971929,1.30878);(1.12846,-0.332198);(-1.6278,0.747111);(0.310786,2.97036);(-0.403285,0.215685);(-0.708939,1.80718);(-1.88647,-1.22402)
