time;0;1;2;3;4;5;6;7;8;9
10.9;(-0.535452,-1.18712);(2.35802,-1.06579);(2.45042,0.222917);(0.993841,1.25806);(1.13842,-0.368885);(-1.63032,0.735708);(0.379179,3.00445);(-0.32651,0.283648);(-0.729505,1.878);(-1.94195,-1.17553)
10.95;(-0.598017,-1.182);(2.34343,-1.14206);(2.45591,0.165117);(1.06447,1.2186);(1.12471,-0.376968);(-1.62659,0.72498);(0.448211,3.03831);(-0.29848,0.340475);(-0.750285,1.94912);(-1.99682,-1.12634)
11;(-0.661222,-1.17655);(2.32497,-1.21362);(2.45762,0.106949);(1.12975,1.17648);(1.11787,-0.388743);(-1.6172,0.714897);(0.517726,3.07159);(-0.270851,0.397979);(-0.771261,2.0205);(-2.05113,-1.0765)
11.05;(-0.725006,-1.17079);(2.303,-1.28091);(2.45587,0.048457);(1.19014,1.13195);(1.11726,-0.403833);(-1.60267,0.705377);(0.587682,3.10434);(-0.24359,0.456097);(-0.792416,2.09212);(-2.10494,-1.02607)
11.1;(-0.789316,-1.16475);(2.27781,-1.34428);(2.45098,-0.0103211);(1.24607,1.08522);(1.12231,-0.421923);(-1.58347,0.696373);(0.658039,3.1366);(-0.216665,0.514776);(-0.813734,2.16395);(-2.15828,-0.97509)
11.15;(-0.854103,-1.15846);(2.24971,-1.40408);(2.44322,-0.0693511);(1.29793,1.03649);(1.1325,-0.442729);(-1.56002,0.68784);(0.728762,3.16841);(-0.190049,0.573962);(-0.8352,2.23599);(-2.2112,-0.92362)
11.2;(-0.919322,-1.15194);(2.21895,-1.46062);(2.43284,-0.128603);(1.34605,0.985952);(1.14735,-0.465993);(-1.53273,0.67974);(0.799819,3.1998);(-0.163717,0.633612);(-0.856802,2.30821);(-2.26373,-0.871697)
11.25;(-0.984934,-1.1452);(2.18578,-1.51418);(2.47231,-0.191772);(1.39077,0.933756);(1.11227,-0.486815);(-1.50194,0.672035);(0.871181,3.23082);(-0.137643,0.693683);(-0.878527,2.38059);(-2.3159,-0.819361)
11.3;(-1.0509,-1.13827);(2.1504,-1.56502);(2.50475,-0.254753);(1.43239,0.880058);(1.08607,-0.510064);(-1.46799,0.664691);(0.942821,3.26149);(-0.111808,0.754136);(-0.900366,2.45311);(-2.36775,-0.766647)
11.35;(-1.11719,-1.13117);(2.11301,-1.61338);(2.53078,-0.317544);(1.47116,0.824993);(1.06795,-0.535492);(-1.43116,0.657679);(1.01472,3.29184);(-0.0861901,0.814937);(-0.922308,2.52577);(-2.4193,-0.713588)
11.4;(-1.18377,-1.1239);(2.0738,-1.65947);(2.55095,-0.380144);(1.50733,0.768684);(1.05718,-0.562877);(-1.39172,0.650969);(1.08684,3.3219);(-0.0607725,0.876055);(-0.944343,2.59855);(-2.47057,-0.660213)
11.45;(-1.25062,-1.11648);(2.03293,-1.70349);(2.56579,-0.442557);(1.54113,0.711244);(1.05308,-0.592021);(-1.34991,0.644537);(1.15918,3.35169);(-0.0355381,0.937461);(-0.966465,2.67144);(-2.52159,-0.60655)
11.5;(-1.31771,-1.10894);(1.99054,-1.74562);(2.57577,-0.504784);(1.57277,0.652776);(1.05506,-0.622743);(-1.30596,0.638358);(1.23171,3.38124);(-0.0104718,0.999129);(-0.988665,2.74443);(-2.57238,-0.552623)
11.55;(-1.38502,-1.10127);(1.94678,-1.78602);(2.58132,-0.566829);(1.60242,0.593373);(1.06256,-0.654883);(-1.26005,0.632412);(1.30441,3.41055);(0.0144405,1.06104);(-1.01094,2.81751);(-2.62295,-0.498454)
11.6;(-1.45253,-1.09348);(1.90176,-1.82484);(2.58282,-0.628697);(1.63026,0.533119);(1.07508,-0.688295);(-1.21237,0.626678);(1.37728,3.43966);(0.0392115,1.12316);(-1.03327,2.89068);(-2.67334,-0.444066)
11.65;(-1.52021,-1.0856);(1.8556,-1.86222);(2.58063,-0.690391);(1.65645,0.472091);(1.09217,-0.722848);(-1.16309,0.621139);(1.45029,3.46858);(0.063853,1.18548);(-1.05567,2.96391);(-2.72355,-0.389476)
11.7;(-1.58806,-1.07762);(1.8084,-1.89829);(2.57508,-0.751918);(1.70275,0.429655);(1.09179,-0.777722);(-1.11235,0.615778);(1.52343,3.49732);(0.0883757,1.24798);(-1.07812,3.03721);(-2.77359,-0.334701)
11.75;(-1.65606,-1.06956);(1.77604,-1.9821);(2.56647,-0.813283);(1.74565,0.384791);(1.0786,-0.78426);(-1.06029,0.610579);(1.5967,3.5259);(0.11279,1.31064);(-1.10062,3.11058);(-2.82349,-0.279758)
11.8;(-1.72419,-1.06142);(1.74135,-2.06026);(2.55506,-0.874493);(1.78545,0.33772);(1.0724,-0.794379);(-1.00703,0.605529);(1.67008,3.55433);(0.137103,1.37345);(-1.12317,3.184);(-2.87324,-0.224661)
11.85;(-1.79244,-1.05321);(1.70453,-2.13325);(2.5411,-0.935553);(1.8224,0.288644);(1.07255,-0.807738);(-0.952685,0.600616);(1.74356,3.58262);(0.161326,1.4364);(-1.14575,3.25747);(-2.92288,-0.169423)
11.9;(-1.86081,-1.04493);(1.66576,-2.20154);(2.52481,-0.996469);(1.85675,0.237745);(1.07845,-0.824032);(-0.897347,0.595828);(1.81714,3.61079);(0.185464,1.49947);(-1.16838,3.33098);(-2.97239,-0.114056)
11.95;(-1.92927,-1.0366);(1.62523,-2.26552);(2.5064,-1.05725);(1.88873,0.185191);(1.08958,-0.84298);(-0.841113,0.591153);(1.89079,3.63884);(0.209525,1.56265);(-1.19104,3.40453);(-3.02181,-0.0585706)
12;(-1.99782,-1.02821);(1.58307,-2.32557);(2.48606,-1.1179);(1.91854,0.131132);(1.10546,-0.864333);(-0.784065,0.586584);(1.96453,3.66679);(0.233515,1.62593);(-1.21373,3.47812);(-3.07112,-0.0029775)
12.05;(-2.06646,-1.01977);(1.53944,-2.38204);(2.46395,-1.17842);(1.94636,0.0757064);(1.12566,-0.887861);(-0.726279,0.58211);(2.03834,3.69464);(0.257441,1.68931);(-1.23645,3.55175);(-3.12035,0.0527144)
12.1;(-2.13517,-1.01129);(1.49446,-2.43523);(2.44023,-1.23882);(1.97237,0.0190384);(1.14978,-0.913359);(-0.667823,0.577723);(2.11221,3.7224);(0.281307,1.75277);(-1.2592,3.6254);(-3.16949,0.108497)
12.15;(-2.20395,-1.00276);(1.44826,-2.48544);(2.41504,-1.29912);(2.04074,-0.0110764);(1.13269,-0.967174);(-0.608758,0.573416);(2.18614,3.75007);(0.305119,1.8163);(-1.28197,3.69909);(-3.21856,0.164362)
12.2;(-2.27279,-0.9942);(1.40093,-2.53292);(2.38852,-1.3593);(2.10349,-0.0447833);(1.123,-1.02011);(-0.549142,0.569183);(2.26013,3.77767);(0.32888,1.87991);(-1.30476,3.77279);(-3.26757,0.220302)
12.25;(-2.34168,-0.985603);(1.35258,-2.57791);(2.37429,-1.4275);(2.16109,-0.081754);(1.10653,-1.0641);(-0.489025,0.565017);(2.33416,3.8052);(0.352595,1.94358);(-1.32757,3.84652);(-3.31651,0.276312)
12.3;(-2.41063,-0.976974);(1.3033,-2.62062);(2.35769,-1.49485);(2.21399,-0.12169);(1.09745,-1.10806);(-0.428454,0.560913);(2.40824,3.83267);(0.376269,2.0073);(-1.35041,3.92027);(-3.36539,0.332386)
12.35;(-2.47962,-0.968317);(1.25317,-2.66125);(2.33892,-1.56142);(2.26259,-0.16432);(1.09509,-1.15196);(-0.36747,0.556864);(2.48236,3.86008);(0.399903,2.07108);(-1.37325,3.99404);(-3.41421,0.388517)
12.4;(-2.54865,-0.959633);(1.20226,-2.69999);(2.31818,-1.62727);(2.30725,-0.209396);(1.09885,-1.19579);(-0.306112,0.552867);(2.55652,3.88743);(0.423502,2.13491);(-1.39612,4.06783);(-3.46299,0.444702)
12.45;(-2.61772,-0.950926);(1.15064,-2.73699);(2.29562,-1.69245);(2.34832,-0.256696);(1.10818,-1.23952);(-0.244415,0.548917);(2.63071,3.91473);(0.447068,2.19878);(-1.419,4.14163);(-3.51173,0.500935)
12.5;(-2.68683,-0.942196);(1.09837,-2.77242);(2.27141,-1.75703);(2.38609,-0.306015);(1.12258,-1.28314);(-0.182409,0.545011);(2.70494,3.94198);(0.470605,2.26269);(-1.44189,4.21544);(-3.56042,0.557213)
12.55;(-2.75596,-0.933447);(1.04552,-2.80639);(2.28162,-1.85787);(2.42086,-0.357168);(1.10328,-1.28982);(-0.120124,0.541143);(2.77919,3.9692);(0.494114,2.32664);(-1.46479,4.28927);(-3.60908,0.613532)
12.6;(-2.82513,-0.924679);(0.99213,-2.83905);(2.2871,-1.95478);(2.45288,-0.409987);(1.09172,-1.29979);(-0.0575852,0.537312);(2.85347,3.99637);(0.517598,2.39062);(-1.48771,4.36311);(-3.6577,0.669888)
12.65;(-2.89432,-0.915894);(0.938248,-2.8705);(2.28825,-2.04808);(2.48238,-0.464319);(1.08719,-1.31274);(0.00518405,0.533514);(2.92777,4.02351);(0.541058,2.45463);(-1.51063,4.43696);(-3.70629,0.726278)
12.7;(-2.96353,-0.907094);(0.883918,-2.90085);(2.28544,-2.13809);(2.50958,-0.520026);(1.08905,-1.32838);(0.0681623,0.529746);(3.0021,4.05061);(0.564498,2.51866);(-1.53356,4.51081);(-3.75485,0.7827)
12.75;(-3.03276,-0.89828);(0.82918,-2.9302);(2.279,-2.22509);(2.53467,-0.57698);(1.0967,-1.34645);(0.13133,0.526006);(3.07645,4.07768);(0.587918,2.58273);(-1.5565,4.58468);(-3.80339,0.83915)
12.8;(-3.10202,-0.889453);(0.77407,-2.95862);(2.26925,-2.30934);(2.55784,-0.635067);(1.10963,-1.36672);(0.19467,0.522292);(3.15081,4.10473);(0.611319,2.64681);(-1.57945,4.65855);(-3.8519,0.895627)
12.85;(-3.17129,-0.880614);(0.718619,-2.98621);(2.25647,-2.39108);(2.57925,-0.694184);(1.12734,-1.38898);(0.258166,0.5186);(3.22519,4.13174);(0.634705,2.71092);(-1.60241,4.73243);(-3.90038,0.952128)
12.9;(-3.24057,-0.871765);(0.662859,-3.01303);(2.24091,-2.47053);(2.59905,-0.754236);(1.14939,-1.41304);(0.321804,0.51493);(3.29959,4.15874);(0.658075,2.77504);(-1.62537,4.80632);(-3.94885,1.00865)
12.95;(-3.30987,-0.862906);(0.606815,-3.03915);(2.22281,-2.54787);(2.61738,-0.815137);(1.17539,-1.43872);(0.38557,0.511279);(3.374,4.18571);(0.681432,2.83918);(-1.64834,4.88021);(-3.9973,1.06519)
13;(-3.37918,-0.854038);(0.550512,-3.06463);(2.20239,-2.62329);(2.63435,-0.876809);(1.20498,-1.46587);(0.449454,0.507647);(3.44843,4.21266);(0.704775,2.90334);(-1.67131,4.95411);(-4.04573,1.12176)
13.05;(-3.44851,-0.845161);(0.493975,-3.08952);(2.17985,-2.69696);(2.65009,-0.939181);(1.23782,-1.49435);(0.513443,0.50403);(3.52287,4.23959);(0.728107,2.96751);(-1.69429,5.02801);(-4.09414,1.17834)
13.1;(-3.51784,-0.836277);(0.437221,-3.11388);(2.15536,-2.76902);(2.66471,-1.00219);(1.27363,-1.52403);(0.577528,0.500428);(3.59731,4.26651);(0.751429,3.03169);(-1.71727,5.10192);(-4.14254,1.23493)
13.15;(-3.58719,-0.827386);(0.380272,-3.13775);(2.12908,-2.83961);(2.70011,-1.068);(1.29029,-1.55257);(0.6417,0.496841);(3.67177,4.29341);(0.77474,3.09588);(-1.74026,5.17583);(-4.19093,1.29154)
13.2;(-3.65654,-0.818489);(0.323144,-3.16117);(2.10118,-2.90885);(2.73253,-1.13413);(1.31143,-1.58229);(0.705952,0.493265);(3.74624,4.32029);(0.798042,3.16009);(-1.76325,5.24974);(-4.2393,1.34816)
13.25;(-3.7259,-0.809586);(0.265852,-3.18419);(2.07179,-2.97687);(2.76222,-1.20054);(1.33662,-1.61308);(0.770275,0.489701);(3.82071,4.34716);(0.821336,3.2243);(-1.78624,5.32365);(-4.28766,1.4048)
13.3;(-3.79527,-0.800678);(0.208411,-3.20683);(2.04103,-3.04376);(2.78942,-1.26723);(1.3655,-1.64481);(0.834664,0.486148);(3.8952,4.37402);(0.844622,3.28853);(-1.80924,5.39757);(-4.33601,1.46144)
13.35;(-3.86464,-0.791765);(0.150833,-3.22913);(2.00902,-3.10962);(2.81433,-1.33415);(1.39774,-1.6774);(0.899111,0.482605);(3.96969,4.40086);(0.867901,3.35276);(-1.83224,5.47149);(-4.38435,1.5181)
13.4;(-3.93402,-0.782848);(0.0931317,-3.25112);(1.97587,-3.17454);(2.83715,-1.40129);(1.43302,-1.71076);(0.963613,0.47907);(4.04418,4.42769);(0.891174,3.417);(-1.85524,5.54542);(-4.43268,1.57476)
13.45;(-4.00341,-0.773926);(0.0353166,-3.27283);(1.94167,-3.23859);(2.85806,-1.46864);(1.47107,-1.7448);(1.02816,0.475543);(4.11869,4.45452);(0.914441,3.48125);(-1.87825,5.61934);(-4.481,1.63144)
13.5;(-4.0728,-0.765001);(-0.0226021,-3.29427);(1.90651,-3.30186);(2.87722,-1.53616);(1.51164,-1.77947);(1.09276,0.472024);(4.1932,4.48133);(0.937702,3.5455);(-1.90126,5.69327);(-4.52932,1.68812)
13.55;(-4.14219,-0.756072);(-0.0806153,-3.31548);(1.87048,-3.36441);(2.89477,-1.60385);(1.5545,-1.81469);(1.15739,0.468511);(4.26771,4.50814);(0.960958,3.60976);(-1.92427,5.7672);(-4.57763,1.74481)
13.6;(-4.21159,-0.74714);(-0.138715,-3.33647);(1.83364,-3.42629);(2.95977,-1.6857);(1.55053,-1.83641);(1.22206,0.465005);(4.34223,4.53494);(0.98421,3.67402);(-1.94728,5.84113);(-4.62593,1.8015)
13.65;(-4.28099,-0.738206);(-0.196893,-3.35726);(1.79606,-3.48757);(3.01886,-1.76638);(1.55298,-1.85985);(1.28677,0.461504);(4.41675,4.56173);(1.00746,3.73829);(-1.97029,5.91506);(-4.67423,1.8582)
13.7;(-4.3504,-0.729269);(-0.255143,-3.37787);(1.75782,-3.54829);(3.07253,-1.84602);(1.56128,-1.88486);(1.3515,0.458009);(4.49128,4.58851);(1.0307,3.80256);(-1.99331,5.98899);(-4.72252,1.91491)
13.75;(-4.41981,-0.720329);(-0.313459,-3.39831);(1.71895,-3.60851);(3.12125,-1.9247);(1.57488,-1.91126);(1.41626,0.454518);(4.56581,4.61529);(1.05394,3.86683);(-2.01632,6.06292);(-4.7708,1.97162)
13.8;(-4.48922,-0.711387);(-0.371835,-3.4186);(1.67952,-3.66826);(3.16544,-2.00252);(1.5933,-1.93893);(1.48105,0.451032);(4.64034,4.64206);(1.07718,3.93111);(-2.03934,6.13686);(-4.81908,2.02834)
13.85;(-4.55863,-0.702443);(-0.430266,-3.43875);(1.63957,-3.72758);(3.20546,-2.07955);(1.61611,-1.96772);(1.54585,0.44755);(4.71488,4.66882);(1.10041,3.99539);(-2.06236,6.21079);(-4.86736,2.08506)
13.9;(-4.62805,-0.693498);(-0.488747,-3.45878);(1.59914,-3.78652);(3.24169,-2.15586);(1.6429,-1.99753);(1.61068,0.444071);(4.78941,4.69558);(1.12364,4.05968);(-2.08538,6.28473);(-4.91563,2.14179)
13.95;(-4.69747,-0.68455);(-0.547273,-3.47868);(1.55829,-3.84509);(3.27442,-2.23153);(1.67332,-2.02825);(1.67553,0.440596);(4.86396,4.72234);(1.14687,4.12397);(-2.1084,6.35867);(-4.9639,2.19851)
14;(-4.76688,-0.675601);(-0.605841,-3.49849);(1.51703,-3.90334);(3.30396,-2.30661);(1.70702,-2.05979);(1.74039,0.437124);(4.9385,4.74909);(1.17009,4.18826);(-2.13143,6.43261);(-5.01217,2.25525)
14.05;(-4.83631,-0.666651);(-0.664447,-3.51819);(1.47541,-3.96129);(3.33058,-2.38115);(1.74372,-2.09207);(1.80527,0.433655);(5.01305,4.77583);(1.19332,4.25255);(-2.15445,6.50655);(-5.06043,2.31198)
14.1;(-4.90573,-0.657699);(-0.723088,-3.5378);(1.43345,-4.01897);(3.35452,-2.45521);(1.78313,-2.12501);(1.87016,0.430188);(5.08759,4.80258);(1.21654,4.31684);(-2.17747,6.58048);(-5.10869,2.36872)
14.15;(-4.97515,-0.648746);(-0.781761,-3.55734);(1.39119,-4.07639);(3.37599,-2.52882);(1.82502,-2.15853);(1.93507,0.426724);(5.16215,4.82932);(1.23976,4.38114);(-2.2005,6.65442);(-5.15695,2.42546)
14.2;(-5.04458,-0.639792);(-0.840463,-3.5768);(1.34865,-4.13358);(3.39522,-2.60203);(1.86915,-2.19259);(1.99999,0.423262);(5.2367,4.85605);(1.26298,4.44544);(-2.22353,6.72836);(-5.2052,2.48221)
14.25;(-5.114,-0.630837);(-0.899191,-3.59619);(1.30584,-4.19056);(3.41239,-2.67488);(1.91532,-2.22713);(2.06491,0.419802);(5.31125,4.88279);(1.28619,4.50974);(-2.24655,6.8023);(-5.25346,2.53895)
14.3;(-5.18343,-0.621881);(-0.957944,-3.61552);(1.26281,-4.24734);(3.42766,-2.74739);(1.96335,-2.26209);(2.12985,0.416344);(5.38581,4.90952);(1.30941,4.57404);(-2.26958,6.87624);(-5.30171,2.5957)
14.35;(-5.25286,-0.612924);(-1.01672,-3.63479);(1.21955,-4.30395);(3.4412,-2.8196);(2.01306,-2.29744);(2.19479,0.412887);(5.46036,4.93624);(1.33262,4.63834);(-2.29261,6.95018);(-5.34995,2.65245)
14.4;(-5.32229,-0.603967);(-1.07551,-3.65401);(1.1761,-4.3604);(3.45314,-2.89154);(2.06431,-2.33312);(2.25975,0.409432);(5.53492,4.96297);(1.35583,4.70264);(-2.31564,7.02413);(-5.3982,2.7092)
14.45;(-5.39172,-0.595008);(-1.13433,-3.67318);(1.13247,-4.41669);(3.46364,-2.96322);(2.11695,-2.36912);(2.32471,0.405978);(5.60948,4.98969);(1.37904,4.76695);(-2.33867,7.09807);(-5.44645,2.76595)
14.5;(-5.46115,-0.586049);(-1.19316,-3.69231);(1.08867,-4.47285);(3.47279,-3.03468);(2.17085,-2.40538);(2.38967,0.402526);(5.68404,5.01641);(1.40225,4.83125);(-2.36169,7.17201);(-5.49469,2.82271)
14.55;(-5.53058,-0.57709);(-1.252,-3.71139);(1.04471,-4.52888);(3.48072,-3.10593);(2.22591,-2.4419);(2.45464,0.399075);(5.7586,5.04313);(1.42546,4.89556);(-2.38472,7.24595);(-5.54293,2.87946)
14.6;(-5.60001,-0.568129);(-1.31086,-3.73045);(1.00062,-4.58479);(3.48752,-3.17698);(2.28202,-2.47863);(2.51962,0.395625);(5.83316,5.06985);(1.44867,4.95987);(-2.40775,7.31989);(-5.59117,2.93622)
14.65;(-5.66944,-0.559169);(-1.36974,-3.74946);(0.956395,-4.6406);(3.49329,-3.24787);(2.33907,-2.51556);(2.5846,0.392176);(5.90772,5.09656);(1.47188,5.02418);(-2.43078,7.39384);(-5.63941,2.99298)
14.7;(-5.73888,-0.550208);(-1.42862,-3.76845);(0.912054,-4.69632);(3.49811,-3.3186);(2.39699,-2.55266);(2.64959,0.388728);(5.98229,5.12327);(1.49509,5.08848);(-2.45382,7.46778);(-5.68765,3.04974)
14.75;(-5.80831,-0.541246);(-1.48752,-3.78741);(0.867604,-4.75194);(3.50207,-3.38918);(2.4557,-2.58992);(2.71458,0.385281);(6.05685,5.14998);(1.51829,5.15279);(-2.47685,7.54172);(-5.73589,3.1065)
14.8;(-5.87774,-0.532284);(-1.54642,-3.80634);(0.823054,-4.80748);(3.50523,-3.45964);(2.51513,-2.62732);(2.77957,0.381834);(6.13142,5.17669);(1.5415,5.2171);(-2.49988,7.61566);(-5.78412,3.16326)
14.85;(-5.94718,-0.523322);(-1.60534,-3.82525);(0.778413,-4.86295);(3.50766,-3.52997);(2.5752,-2.66485);(2.84457,0.378388);(6.20598,5.2034);(1.5647,5.28141);(-2.52291,7.6896);(-5.83236,3.22002)
14.9;(-6.01661,-0.514359);(-1.66426,-3.84414);(0.733688,-4.91834);(3.50941,-3.6002);(2.63586,-2.70248);(2.90956,0.374943);(6.28055,5.23011);(1.58791,5.34572);(-2.54594,7.76355);(-5.88059,3.27679)
14.95;(-6.08604,-0.505396);(-1.72319,-3.86301);(0.688886,-4.97368);(3.51055,-3.67032);(2.69707,-2.74021);(2.97457,0.371499);(6.35512,5.25681);(1.61111,5.41003);(-2.56897,7.83749);(-5.92883,3.33355)
15;(-6.15548,-0.496433);(-1.78212,-3.88186);(0.644013,-5.02895);(3.51112,-3.74036);(2.75876,-2.77803);(3.03957,0.368055);(6.42969,5.28352);(1.63431,5.47435);(-2.59201,7.91143);(-5.97706,3.39031)
15.05;(-6.22491,-0.487469);(-1.84107,-3.90069);(0.599076,-5.08417);(3.51117,-3.81031);(2.82089,-2.81593);(3.10458,0.364611);(6.50425,5.31022);(1.65751,5.53866);(-2.61504,7.98538);(-6.02529,3.44708)
15.1;(-6.29435,-0.478505);(-1.90002,-3.91951);(0.554078,-5.13934);(3.51075,-3.88019);(2.88343,-2.8539);(3.16959,0.361168);(6.57882,5.33692);(1.68072,5.60297);(-2.63807,8.05932);(-6.07352,3.50384)
15.15;(-6.36378,-0.469541);(-1.95897,-3.93831);(0.509026,-5.19447);(3.50988,-3.95);(2.94634,-2.89193);(3.2346,0.357726);(6.65339,5.36362);(1.70392,5.66728);(-2.66111,8.13326);(-6.12176,3.56061)
15.2;(-6.43322,-0.460577);(-2.01793,-3.9571);(0.463923,-5.24956);(3.50861,-4.01975);(3.00958,-2.93001);(3.29961,0.354283);(6.72796,5.39032);(1.72712,5.7316);(-2.66111,8.13326);(-6.16999,3.61738)
15.25;(-6.50265,-0.451612);(-2.07689,-3.97588);(0.418774,-5.3046);(3.50698,-4.08944);(3.07313,-2.96814);(3.36462,0.350842);(6.72796,5.39032);(1.75032,5.79591);(-2.66111,8.13326);(-6.21822,3.67415)
15.3;(-6.57209,-0.442648);(-2.13586,-3.99465);(0.373583,-5.35962);(3.505,-4.15908);(3.13695,-3.00631);(3.42964,0.3474);(6.72796,5.39032);(1.77352,5.86022);(-2.66111,8.13326);(-6.26645,3.73091)
15.35;(-6.64152,-0.433683);(-2.19483,-4.01341);(0.328352,-5.4146);(3.50271,-4.22867);(3.20103,-3.04452);(3.49465,0.343959);(6.72796,5.39032);(1.79672,5.92453);(-2.66111,8.13326);(-6.31468,3.78768)
15.4;(-6.71096,-0.424718);(-2.25381,-4.03216);(0.283085,-5.46955);(3.50013,-4.29821);(3.26533,-3.08277);(3.55967,0.340518);(6.72796,5.39032);(1.81992,5.98885);(-2.66111,8.13326);(-6.3629,3.84445)
15.45;(-6.7804,-0.415753);(-2.31278,-4.0509);(0.237786,-5.52447);(3.49728,-4.36772);(3.32984,-3.12104);(3.62469,0.337077);(6.72796,5.39032);(1.84312,6.05316);(-2.66111,8.13326);(-6.41113,3.90122)
15.5;(-6.84983,-0.406788);(-2.37177,-4.06963);(0.192455,-5.57937);(3.4942,-4.43719);(3.39454,-3.15934);(3.68971,0.333637);(6.72796,5.39032);(1.86632,6.11748);(-2.66111,8.13326);(-6.45936,3.95799)
15.55;(-6.91927,-0.397822);(-2.43075,-4.08836);(0.147097,-5.63424);(3.49089,-4.50663);(3.45942,-3.19766);(3.75473,0.330197);(6.72796,5.39032);(1.88952,6.18179);(-2.66111,8.13326);(-6.50759,4.01476)
15.6;(-6.9887,-0.388857);(-2.48973,-4.10708);(0.101713,-5.6891);(3.48737,-4.57603);(3.52445,-3.236);(3.81975,0.326757);(6.72796,5.39032);(1.91272,6.24611);(-2.66111,8.13326);(-6.55582,4.07153)
15.65;(-7.05814,-0.379891);(-2.54872,-4.1258);(0.0563057,-5.74393);(3.48366,-4.64541);(3.58962,-3.27435);(3.88477,0.323317);(6.72796,5.39032);(1.93592,6.31042);(-2.66111,8.13326);(-6.60404,4.1283)
15.7;(-7.12758,-0.370926);(-2.60771,-4.14451);(0.0108762,-5.79875);(3.47978,-4.71476);(3.65492,-3.31272);(3.94979,0.319877);(6.72796,5.39032);(1.95912,6.37473);(-2.66111,8.13326);(-6.65227,4.18507)
15.75;(-7.19701,-0.36196);(-2.6667,-4.16321);(-0.0345733,-5.85355);(3.47574,-4.78409);(3.72035,-3.3511);(4.01481,0.316437);(6.72796,5.39032);(1.98232,6.43905);(-2.66111,8.13326);(-6.7005,4.24184)
15.8;(-7.26645,-0.352994);(-2.7257,-4.18191);(-0.0800414,-5.90833);(3.47155,-4.8534);(3.78588,-3.3895);(4.07984,0.312998);(6.72796,5.39032);(2.00552,6.50336);(-2.66111,8.13326);(-6.74872,4.29861)
15.85;(-7.33589,-0.344028);(-2.78469,-4.20061);(-0.125526,-5.9631);(3.46723,-4.92269);(3.8515,-3.4279);(4.14486,0.309559);(6.72796,5.39032);(2.02872,6.56768);(-2.66111,8.13326);(-6.79695,4.35538)
15.9;(-7.40532,-0.335062);(-2.84369,-4.2193);(-0.171027,-6.01786);(3.46278,-4.99196);(3.91722,-3.46631);(4.20988,0.30612);(6.72796,5.39032);(2.05192,6.63199);(-2.66111,8.13326);(-6.84518,4.41215)
15.95;(-7.47476,-0.326096);(-2.90268,-4.23799);(-0.216543,-6.0726);(3.45821,-5.06122);(3.98302,-3.50473);(4.27491,0.302681);(6.72796,5.39032);(2.07512,6.69631);(-2.66111,8.13326);(-6.8934,4.46892)
16;(-7.5442,-0.31713);(-2.96168,-4.25667);(-0.262071,-6.12734);(3.45354,-5.13046);(4.04889,-3.54316);(4.33993,0.299242);(6.72796,5.39032);(2.09831,6.76062);(-2.66111,8.13326);(-6.94163,4.52569)
16.05;(-7.61363,-0.308164);(-3.02068,-4.27536);(-0.307612,-6.18206);(3.44877,-5.19968);(4.11483,-3.58158);(4.40496,0.295803);(6.72796,5.39032);(2.12151,6.82494);(-2.66111,8.13326);(-6.98985,4.58246)
16.1;(-7.68307,-0.299198);(-3.07968,-4.29404);(-0.353164,-6.23677);(3.44391,-5.26889);(4.18083,-3.62002);(4.46998,0.292364);(6.72796,5.39032);(2.14471,6.88925);(-2.66111,8.13326);(-7.03808,4.63924)
16.15;(-7.7525,-0.290232);(-3.13868,-4.31271);(-0.398727,-6.29148);(3.43897,-5.3381);(4.24689,-3.65845);(4.53501,0.288925);(6.72796,5.39032);(2.16791,6.95357);(-2.66111,8.13326);(-7.08631,4.69601)
16.2;(-7.82194,-0.281265);(-3.19769,-4.33139);(-0.444299,-6.34618);(3.43395,-5.40729);(4.313,-3.69689);(4.60003,0.285487);(6.72796,5.39032);(2.19111,7.01788);(-2.66111,8.13326);(-7.13453,4.75278)
16.25;(-7.89138,-0.272299);(-3.25669,-4.35006);(-0.489881,-6.40087);(3.42885,-5.47647);(4.37915,-3.73533);(4.66506,0.282048);(6.72796,5.39032);(2.21431,7.0822);(-2.66111,8.13326);(-7.13453,4.75278)
16.3;(-7.96081,-0.263333);(-3.31569,-4.36873);(-0.53547,-6.45555);(3.4237,-5.54564);(4.44535,-3.77377);(4.73008,0.27861);(6.72796,5.39032);(2.2375,7.14651);(-2.66111,8.13326);(-7.13453,4.75278)
16.35;(-8.03025,-0.254366);(-3.3747,-4.3874);(-0.581067,-6.51023);(3.41848,-5.61481);(4.51158,-3.81222);(4.79511,0.275171);(6.72796,5.39032);(2.2607,7.21083);(-2.66111,8.13326);(-7.13453,4.75278)
16.4;(-8.09969,-0.2454);(-3.4337,-4.40607);(-0.626671,-6.5649);(3.4132,-5.68396);(4.57785,-3.85066);(4.86014,0.271733);(6.72796,5.39032);(2.2839,7.27515);(-2.66111,8.13326);(-7.13453,4.75278)
16.45;(-8.16913,-0.236433);(-3.49271,-4.42474);(-0.672282,-6.61957);(3.40788,-5.75312);(4.64415,-3.8891);(4.92516,0.268294);(6.72796,5.39032);(2.3071,7.33946);(-2.66111,8.13326);(-7.13453,4.75278)
