time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
9.10002;(3.54608,-0.158748);(8.98978,-1.02762);(3.26661,3.8461);(4.09864,-1.49616);(3.31175,-1.91243);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.23196,-3.40623);(8.99349,1.05044);(2.1701,2.89358);(1.84618,-2.35413);(8.57573,-0.286709);(6.11494,0.12397);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.52455,-1.27179);(4.42671,0.992405);(5.70185,-1.14898);(9.21975,-1.26728);(8.82609,0.862374);(3.4319,1.78807);(8.54487,-0.349886);(6.2377,1.44118);(8.56968,-0.140591);(7.54396,0.358588);(8.55165,-0.178787);(8.8564,1.16687);(7.82836,-1.16344)
9.15002;(3.60876,-0.15409);(8.98978,-1.02762);(3.26575,3.82868);(4.15674,-1.48724);(3.33923,-1.84872);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.23895,-3.37931);(8.99349,1.05044);(2.19375,2.87503);(1.85103,-2.36286);(8.57573,-0.286709);(6.18686,0.123941);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.5791,-1.26627);(4.49208,0.9836);(5.76517,-1.13944);(9.21975,-1.26728);(8.82609,0.862374);(3.46778,1.75754);(8.54487,-0.349886);(6.29715,1.43689);(8.56968,-0.140591);(7.62121,0.357416);(8.55165,-0.178787);(8.93099,1.14714);(7.89884,-1.15561)
9.20002;(3.67127,-0.149249);(8.98978,-1.02762);(3.27022,3.8099);(4.21554,-1.47802);(3.37038,-1.79018);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.24498,-3.35214);(8.99349,1.05044);(2.22074,2.85574);(1.86213,-2.36883);(8.57573,-0.286709);(6.25881,0.123698);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.6346,-1.25974);(4.55722,0.974681);(5.82898,-1.12911);(9.21975,-1.26728);(8.82609,0.862374);(3.50692,1.72929);(8.54487,-0.349886);(6.35684,1.43081);(8.56968,-0.140591);(7.69865,0.356342);(8.55165,-0.178787);(9.00333,1.12424);(7.96879,-1.14621)
9.25002;(3.73361,-0.144271);(8.98978,-1.02762);(3.27872,3.79906);(4.27503,-1.46852);(3.40489,-1.73628);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.25154,-3.32478);(8.99349,1.05044);(2.24842,2.82674);(1.87888,-2.37231);(8.57573,-0.286709);(6.3308,0.123255);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.69095,-1.25227);(4.62212,0.965667);(5.89322,-1.11809);(9.21975,-1.26728);(8.82609,0.862374);(3.54901,1.70304);(8.54487,-0.349886);(6.41676,1.42311);(8.56968,-0.140591);(7.77628,0.355946);(8.55165,-0.178787);(9.07351,1.09834);(8.03819,-1.13595)
9.30002;(3.79576,-0.139195);(8.98978,-1.02762);(3.2759,3.78625);(4.33519,-1.45874);(3.44249,-1.68656);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.25709,-3.29724);(8.99349,1.05044);(2.27964,2.7982);(1.90069,-2.3735);(8.57573,-0.286709);(6.40282,0.122629);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.74807,-1.24395);(4.68678,0.95657);(5.95784,-1.10648);(9.21975,-1.26728);(8.82609,0.862374);(3.55696,1.64025);(8.54487,-0.349886);(6.47688,1.41397);(8.56968,-0.140591);(7.85417,0.356359);(8.55165,-0.178787);(9.07351,1.09834);(8.10696,-1.12506)
9.35002;(3.85772,-0.13406);(8.98978,-1.02762);(3.27859,3.77168);(4.39585,-1.44879);(3.48484,-1.64216);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.271,-3.27174);(8.99349,1.05044);(2.31407,2.77009);(1.9191,-2.37081);(8.57573,-0.286709);(6.47486,0.121832);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.80591,-1.23483);(4.75133,0.947504);(6.0228,-1.09437);(9.21975,-1.26728);(8.82609,0.862374);(3.56905,1.58474);(8.54487,-0.349886);(6.5372,1.40354);(8.56968,-0.140591);(7.93242,0.357544);(8.55165,-0.178787);(9.07351,1.09834);(8.175,-1.11362)
9.40002;(3.9195,-0.128907);(8.98978,-1.02762);(3.28543,3.7555);(4.45703,-1.43866);(3.53189,-1.60233);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.2473,-3.24614);(8.99349,1.05044);(2.34896,2.74092);(1.94239,-2.36641);(8.57573,-0.286709);(6.55638,0.117104);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.86438,-1.22499);(4.81572,0.938486);(6.08204,-1.08684);(9.21975,-1.26728);(8.82609,0.862374);(3.58444,1.53539);(8.54487,-0.349886);(6.59426,1.40075);(8.56968,-0.140591);(8.01117,0.359443);(8.55165,-0.178787);(9.07351,1.09834);(8.24214,-1.10168)
9.45002;(3.99261,-0.1126);(8.98978,-1.02762);(3.28627,3.73788);(4.5187,-1.42836);(3.56977,-1.5757);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.2598,-3.24388);(8.99349,1.05044);(2.38272,2.70899);(1.9415,-2.33682);(8.57573,-0.286709);(6.63642,0.112817);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.92343,-1.2145);(4.87987,0.929612);(6.14224,-1.07835);(9.21975,-1.26728);(8.82609,0.862374);(3.60459,1.48913);(8.54487,-0.349886);(6.65176,1.39591);(8.56968,-0.140591);(8.09077,0.362094);(8.55165,-0.178787);(9.07351,1.09834);(8.30864,-1.08958)
9.50002;(4.04053,-0.118911);(8.98978,-1.02762);(3.29229,3.71896);(4.58066,-1.41757);(3.6116,-1.55122);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.24816,-3.23918);(8.99349,1.05044);(2.41947,2.67784);(1.94739,-2.30803);(8.57573,-0.286709);(6.71515,0.108909);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(5.98299,-1.20343);(4.96788,0.942082);(6.20332,-1.06897);(9.21975,-1.26728);(8.82609,0.862374);(3.62832,1.44703);(8.54487,-0.349886);(6.70965,1.38922);(8.56968,-0.140591);(8.17017,0.363139);(8.55165,-0.178787);(9.07351,1.09834);(8.37545,-1.07503)
9.55002;(4.09827,-0.111468);(8.98978,-1.02762);(3.29423,3.69886);(4.64297,-1.40619);(3.64857,-1.5416);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.24311,-3.23226);(8.99349,1.05044);(2.45895,2.64741);(1.95943,-2.27998);(8.57573,-0.286709);(6.79262,0.105237);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.04284,-1.19169);(5.04816,0.95244);(6.26505,-1.05877);(9.21975,-1.26728);(8.82609,0.862374);(3.65523,1.40858);(8.54487,-0.349886);(6.77333,1.38076);(8.56968,-0.140591);(8.25056,0.367731);(8.55165,-0.178787);(9.07351,1.09834);(8.44138,-1.06314)
9.60002;(4.15639,-0.104607);(8.98978,-1.02762);(3.30127,3.67773);(4.70561,-1.39426);(3.68916,-1.53187);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.24405,-3.22333);(8.99349,1.05044);(2.49663,2.61604);(1.97705,-2.25265);(8.57573,-0.286709);(6.86909,0.101822);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.10299,-1.17928);(5.12683,0.96072);(6.32732,-1.04781);(9.21975,-1.26728);(8.82609,0.862374);(3.68558,1.37292);(8.54487,-0.349886);(6.83687,1.37075);(8.56968,-0.140591);(8.33065,0.370398);(8.55165,-0.178787);(9.07351,1.09834);(8.50749,-1.04855)
9.65002;(4.21485,-0.0982776);(8.98978,-1.02762);(3.29832,3.65568);(4.76854,-1.38184);(3.73299,-1.52197);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.25044,-3.2126);(8.99349,1.05044);(2.53024,2.58024);(1.99975,-2.22599);(8.57573,-0.286709);(6.94455,0.0985294);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.16342,-1.16624);(5.20403,0.967088);(6.39005,-1.0362);(9.21975,-1.26728);(8.82609,0.862374);(3.71905,1.33977);(8.54487,-0.349886);(6.90029,1.35936);(8.56968,-0.140591);(8.41263,0.375873);(8.55165,-0.178787);(9.07351,1.09834);(8.57164,-1.03596)
9.70002;(4.27364,-0.0924373);(8.98978,-1.02762);(3.30094,3.63278);(4.83174,-1.36895);(3.77976,-1.51188);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.25632,-3.20023);(8.99349,1.05044);(2.56688,2.54562);(2.02706,-2.19992);(8.57573,-0.286709);(7.01913,0.0954605);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.22409,-1.15264);(5.27988,0.971696);(6.45314,-1.02406);(9.21975,-1.26728);(8.82609,0.862374);(3.75536,1.30888);(8.54487,-0.349886);(6.96363,1.34676);(8.56968,-0.140591);(8.49412,0.37916);(8.55165,-0.178787);(9.07351,1.09834);(8.6361,-1.02057)
9.75002;(4.33271,-0.0870453);(8.98978,-1.02762);(3.30861,3.60913);(4.89518,-1.35565);(3.82921,-1.50159);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.26236,-3.18638);(8.99349,1.05044);(2.60628,2.51211);(2.05856,-2.17442);(8.57573,-0.286709);(7.09949,0.0818139);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.28451,-1.13864);(5.35452,0.974682);(6.51654,-1.01151);(9.21975,-1.26728);(8.82609,0.862374);(3.79422,1.28003);(8.54487,-0.349886);(7.02067,1.34388);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.70091,-1.00242)
9.80002;(4.39204,-0.0820645);(8.98978,-1.02762);(3.30079,3.58481);(4.95877,-1.34198);(3.88109,-1.49108);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.26776,-3.1712);(8.99349,1.05044);(2.64817,2.4796);(2.09388,-2.14943);(8.57573,-0.286709);(7.17574,0.0686305);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.34517,-1.1242);(5.42605,0.975981);(6.5804,-0.998496);(9.21975,-1.26728);(8.82609,0.862374);(3.83541,1.25304);(8.54487,-0.349886);(7.08009,1.33921);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.76862,-0.981066)
9.85002;(4.4516,-0.0774611);(8.98978,-1.02762);(3.29901,3.55989);(5.02253,-1.32796);(3.9352,-1.48036);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.27356,-3.15481);(8.99349,1.05044);(2.68282,2.44333);(2.13264,-2.12493);(8.57573,-0.286709);(7.29441,0.0819264);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.406,-1.10955);(5.49581,0.976143);(6.60149,-1.0114);(9.21975,-1.26728);(8.82609,0.862374);(3.87868,1.22772);(8.54487,-0.349886);(7.14061,1.33268);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.83551,-0.957342)
9.90002;(4.51138,-0.0732039);(8.98978,-1.02762);(3.30272,3.53446);(5.06083,-1.31236);(3.99136,-1.46941);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.27836,-3.13734);(8.99349,1.05044);(2.72046,2.40849);(2.17451,-2.10101);(8.57573,-0.286709);(7.40356,0.101831);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.46701,-1.09473);(5.56436,0.975274);(6.65258,-1.02254);(9.21975,-1.26728);(8.82609,0.862374);(3.92383,1.20395);(8.54487,-0.349886);(7.20173,1.32421);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
9.95002;(4.56967,-0.0503193);(8.98978,-1.02762);(3.30822,3.50857);(5.14842,-1.28842);(3.99832,-1.46743);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28419,-3.11891);(8.99349,1.05044);(2.76082,2.37496);(2.2192,-2.07762);(8.57573,-0.286709);(7.5093,0.11963);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.52809,-1.07983);(5.63198,0.973536);(6.70523,-1.03073);(9.21975,-1.26728);(8.82609,0.862374);(3.97021,1.18188);(8.54487,-0.349886);(7.2632,1.31391);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10;(4.66481,-0.0612243);(8.98978,-1.02762);(3.30926,3.4823);(5.18608,-1.26177);(4.01842,-1.46252);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28732,-3.10004);(8.99349,1.05044);(2.80365,2.34263);(2.25994,-2.05577);(8.57573,-0.286709);(7.61194,0.135459);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.62148,-1.06239);(5.69902,0.970892);(6.77947,-1.04243);(9.21975,-1.26728);(8.82609,0.862374);(3.98007,1.19397);(8.54487,-0.349886);(7.32492,1.30226);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.05;(4.75014,-0.0231014);(8.98978,-1.02762);(3.31554,3.45568);(5.23349,-1.28417);(4.04536,-1.45661);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29573,-3.08036);(8.99349,1.05044);(2.80732,2.32125);(2.30143,-2.03419);(8.57573,-0.286709);(7.71176,0.149443);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.71201,-1.04474);(5.76564,0.967188);(6.8531,-1.05103);(9.21975,-1.26728);(8.82609,0.862374);(4.02813,1.17378);(8.54487,-0.349886);(7.38648,1.28899);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.1;(4.79489,-0.014189);(8.98978,-1.02762);(3.31301,3.42952);(5.28262,-1.30285);(4.07764,-1.44991);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28899,-3.05996);(8.99349,1.05044);(2.81601,2.2991);(2.3447,-2.01253);(8.57573,-0.286709);(7.80903,0.161696);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.79994,-1.02689);(5.87376,0.991362);(6.92616,-1.05674);(9.21975,-1.26728);(8.82609,0.862374);(4.07799,1.15424);(8.54487,-0.349886);(7.44786,1.27422);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.15;(4.86507,-0.0343753);(8.98978,-1.02762);(3.31729,3.41341);(5.33331,-1.31811);(4.11362,-1.44219);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28845,-3.03892);(8.99349,1.05044);(2.82888,2.26666);(2.3907,-1.9911);(8.57573,-0.286709);(7.90398,0.172321);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.88642,-1.01023);(5.94398,1.01932);(6.99867,-1.05979);(9.21975,-1.26728);(8.82609,0.862374);(4.10563,1.16358);(8.54487,-0.349886);(7.54182,1.25206);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.2;(4.93448,-0.0526542);(8.98978,-1.02762);(3.32056,3.39606);(5.3854,-1.33024);(4.15298,-1.43355);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29349,-3.01735);(8.99349,1.05044);(2.84685,2.23534);(2.43919,-1.96989);(8.57573,-0.286709);(8.01714,0.136383);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(6.97066,-0.993246);(6.01346,1.04324);(7.07068,-1.06036);(9.21975,-1.26728);(8.82609,0.862374);(4.13696,1.17082);(8.54487,-0.349886);(7.6173,1.27636);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.25;(5.00319,-0.069181);(8.98978,-1.02762);(3.32565,3.37758);(5.43874,-1.33949);(4.19538,-1.42406);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29775,-2.99532);(8.99349,1.05044);(2.8694,2.20503);(2.48994,-1.94888);(8.57573,-0.286709);(8.12651,0.103312);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.05288,-0.975939);(6.08223,1.06345);(7.1422,-1.05864);(9.21975,-1.26728);(8.82609,0.862374);(4.17163,1.17615);(8.54487,-0.349886);(7.69123,1.2955);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.3;(5.07251,-0.076697);(8.98978,-1.02762);(3.32501,3.3581);(5.49199,-1.35351);(4.24056,-1.41381);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.30721,-2.97284);(8.99349,1.05044);(2.89607,2.17561);(2.54273,-1.92807);(8.57573,-0.286709);(8.23244,0.0729343);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.13325,-0.958324);(6.15036,1.08023);(7.21328,-1.0548);(9.21975,-1.26728);(8.82609,0.862374);(4.20932,1.17972);(8.54487,-0.349886);(7.76368,1.30984);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.35;(5.14113,-0.083428);(8.98978,-1.02762);(3.32981,3.33772);(5.54637,-1.3644);(4.28826,-1.40287);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29017,-2.94995);(8.99349,1.05044);(2.92648,2.14701);(2.59739,-1.90747);(8.57573,-0.286709);(8.33525,0.0450933);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.21195,-0.940415);(6.21788,1.09386);(7.28392,-1.04898);(9.21975,-1.26728);(8.82609,0.862374);(4.24976,1.18172);(8.54487,-0.349886);(7.83475,1.31975);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.4;(5.20913,-0.0894373);(8.98978,-1.02762);(3.32949,3.31652);(5.60177,-1.37243);(4.33823,-1.39129);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28031,-2.92672);(8.99349,1.05044);(2.96029,2.11917);(2.65374,-1.88707);(8.57573,-0.286709);(8.43525,0.0196486);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.2891,-0.922223);(6.28485,1.10458);(7.35417,-1.04133);(9.21975,-1.26728);(8.82609,0.862374);(4.29269,1.18229);(8.54487,-0.349886);(7.9045,1.32553);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.45;(5.27656,-0.0947833);(8.98978,-1.02762);(3.33459,3.29461);(5.65809,-1.37784);(4.39028,-1.37914);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.27698,-2.9032);(8.99349,1.05044);(2.99719,2.09204);(2.71162,-1.86686);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.36488,-0.903845);(6.35129,1.11262);(7.42403,-1.03197);(9.21975,-1.26728);(8.82609,0.862374);(4.33788,1.18155);(8.54487,-0.349886);(7.973,1.32756);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.5;(5.34348,-0.0995193);(8.98978,-1.02762);(3.33185,3.27205);(5.71522,-1.38082);(4.44421,-1.36646);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.27958,-2.87942);(8.99349,1.05044);(3.0369,2.06556);(2.77088,-1.84683);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.43938,-0.885391);(6.41726,1.11819);(7.49354,-1.02105);(9.21975,-1.26728);(8.82609,0.862374);(4.38514,1.17961);(8.54487,-0.349886);(8.04032,1.32623);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.55;(5.40993,-0.103694);(8.98978,-1.02762);(3.33476,3.24893);(5.77309,-1.38159);(4.49984,-1.35332);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28319,-2.90564);(8.99349,1.05044);(3.03891,2.00623);(2.82949,-1.7768);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.51266,-0.866988);(6.48277,1.12147);(7.56268,-1.00869);(9.21975,-1.26728);(8.82609,0.862374);(4.43426,1.17659);(8.54487,-0.349886);(8.10658,1.32193);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.6;(5.47596,-0.107353);(8.98978,-1.02762);(3.34283,3.22532);(5.83162,-1.38032);(4.55701,-1.33974);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.28998,-2.927);(8.99349,1.05044);(3.04698,1.95061);(2.88944,-1.71158);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.58479,-0.84877);(6.54786,1.12265);(7.63147,-0.995095);(9.21975,-1.26728);(8.82609,0.862374);(4.48507,1.17253);(8.54487,-0.349886);(8.17191,1.31512);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.65;(5.54175,-0.108296);(8.98978,-1.02762);(3.31336,3.20126);(5.89059,-1.37942);(4.61568,-1.32585);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29054,-2.94396);(8.99349,1.05044);(3.06043,1.89848);(2.95062,-1.65077);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.6558,-0.830866);(6.61257,1.12189);(7.69987,-0.980449);(9.21975,-1.26728);(8.82609,0.862374);(4.53731,1.16761);(8.54487,-0.349886);(8.23644,1.30621);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.7;(5.60717,-0.109013);(8.98978,-1.02762);(3.29207,3.17683);(5.95011,-1.37659);(4.67572,-1.31171);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29665,-2.95688);(8.99349,1.05044);(3.0789,1.84957);(3.01292,-1.594);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.72571,-0.813387);(6.6769,1.11933);(7.76787,-0.964955);(9.21975,-1.26728);(8.82609,0.862374);(4.59084,1.16192);(8.54487,-0.349886);(8.30033,1.29564);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.75;(5.67238,-0.108494);(8.98978,-1.02762);(3.2782,3.15208);(6.01,-1.37301);(4.737,-1.29736);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.29801,-2.96614);(8.99349,1.05044);(3.10255,1.80381);(3.07625,-1.54094);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.79455,-0.796423);(6.7409,1.11512);(7.83543,-0.948805);(9.21975,-1.26728);(8.82609,0.862374);(4.64552,1.15555);(8.54487,-0.349886);(8.36371,1.28377);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.8;(5.73734,-0.107191);(8.98978,-1.02762);(3.27107,3.12706);(6.07022,-1.36841);(4.79943,-1.28285);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.30472,-2.97206);(8.99349,1.05044);(3.1303,1.76065);(3.14052,-1.49128);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.86232,-0.780034);(6.80462,1.1094);(7.90252,-0.932177);(9.21975,-1.26728);(8.82609,0.862374);(4.70123,1.14859);(8.54487,-0.349886);(8.42671,1.27092);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.85;(5.80194,-0.105063);(8.98978,-1.02762);(3.27007,3.10182);(6.13081,-1.36301);(4.86293,-1.26822);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.30254,-2.97495);(8.99349,1.05044);(3.16177,1.71987);(3.20565,-1.44473);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.92904,-0.764249);(6.86815,1.10232);(7.96912,-0.915227);(9.21975,-1.26728);(8.82609,0.862374);(4.75785,1.14112);(8.54487,-0.349886);(8.48946,1.25738);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.9;(5.866,-0.102246);(8.98978,-1.02762);(3.27463,3.07639);(6.19177,-1.35682);(4.92741,-1.25351);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.30617,-2.97508);(8.99349,1.05044);(3.19663,1.68129);(3.27157,-1.40104);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(7.99472,-0.749069);(6.93167,1.094);(8.03518,-0.898088);(9.21975,-1.26728);(8.82609,0.862374);(4.81529,1.1332);(8.54487,-0.349886);(8.55206,1.24333);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
10.95;(5.93093,-0.0981993);(8.98978,-1.02762);(3.28426,3.05081);(6.25313,-1.34992);(4.99165,-1.23926);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.31184,-2.97272);(8.99349,1.05044);(3.23457,1.64471);(3.33821,-1.35998);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.05937,-0.734472);(6.99488,1.08447);(8.10067,-0.88087);(9.21975,-1.26728);(8.82609,0.862374);(4.87344,1.1249);(8.54487,-0.349886);(8.61463,1.22894);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
11;(5.99463,-0.0940865);(8.98978,-1.02762);(3.27586,3.02511);(6.31476,-1.34211);(5.0568,-1.22495);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.31193,-2.96809);(8.99349,1.05044);(3.27531,1.60999);(3.40551,-1.32132);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.12298,-0.720413);(7.05878,1.07411);(8.16554,-0.86366);(9.21975,-1.26728);(8.82609,0.862374);(4.93225,1.11628);(8.54487,-0.349886);(8.67727,1.21431);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
