time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
0;(-1.99997,-2.9477);(0.131069,-2.24833);(0.717186,3.47754);(1.32386,-3.72342);(0.684597,-3.93841);(-0.330056,1.49418);(1.38467,0.21543);(-0.336003,1.60952);(-0.950188,-3.62028);(0.530554,2.05128);(-1.01184,3.8604);(0.606074,-3.41851);(-0.90916,-0.508709);(-1.0489,-1.80075);(-0.0539305,3.18125);(1.61861,0.0361834);(1.94657,-0.0481865);(1.79106,-3.41001);(-0.891673,3.31054);(1.76392,-3.59933);(1.31127,-2.99708);(1.47299,1.03635);(1.99783,3.10858);(-0.595939,0.10619);(-0.351677,2.73209);(0.149216,-0.256661);(-1.38512,0.573238);(0.137799,-0.0121591);(0.218335,3.1259);(-1.36093,-2.29799)
0.05;(-1.9944,-2.94633);(0.137328,-2.2469);(0.722832,3.47543);(1.32968,-3.72093);(0.69095,-3.93573);(-0.323088,1.49317);(1.39103,0.215271);(-0.329521,1.60852);(-0.944373,-3.61836);(0.535968,2.05011);(-1.00571,3.85825);(0.612626,-3.41613);(-0.903467,-0.508443);(-1.04229,-1.79967);(-0.0468533,3.17901);(1.62486,0.0361564);(1.95336,-0.0481459);(1.79667,-3.40768);(-0.886002,3.30882);(1.76995,-3.59669);(1.31737,-2.99497);(1.47931,1.03558);(2.00376,3.10627);(-0.589107,0.106121);(-0.345716,2.73051);(0.155861,-0.256488);(-1.37783,0.572871);(0.144268,-0.0121511);(0.224847,3.12382);(-1.35409,-2.2966)
0.1;(-1.98379,-2.94372);(0.149266,-2.24418);(0.733603,3.4714);(1.34078,-3.71616);(0.703076,-3.93105);(-0.357416,1.46398);(1.40317,0.214968);(-0.317155,1.60656);(-0.933281,-3.61469);(0.583339,2.07613);(-0.994018,3.85417);(0.625035,-3.41118);(-0.892584,-0.508042);(-1.02968,-1.79761);(-0.0333739,3.1748);(1.63852,-0.0133176);(1.9663,-0.0480688);(1.80741,-3.40323);(-0.875186,3.30551);(1.78146,-3.59167);(1.32902,-2.99092);(1.47858,1.08431);(2.01508,3.10188);(-0.576075,0.105991);(-0.334458,2.72762);(0.168536,-0.256158);(-1.36395,0.572277);(0.156608,-0.0121359);(0.237102,3.12066);(-1.34103,-2.29396)
0.15;(-1.96859,-2.93999);(0.166299,-2.24019);(0.723165,3.51264);(1.35653,-3.7096);(0.720292,-3.92426);(-0.355634,1.46936);(1.42055,0.214533);(-0.299403,1.60354);(-0.917401,-3.60945);(0.596473,2.1386);(-0.977276,3.84861);(0.642437,-3.40436);(-0.876885,-0.508131);(-1.0116,-1.79469);(-0.0160164,3.16902);(1.65753,-0.0565037);(1.98484,-0.0479583);(1.82327,-3.39726);(-0.859703,3.3005);(1.79799,-3.5848);(1.34547,-2.98574);(1.50517,1.09117);(2.04823,3.10555);(-0.557417,0.105801);(-0.318325,2.72367);(0.186682,-0.255685);(-1.38454,0.535455);(0.174274,-0.0121145);(0.252503,3.1168);(-1.32235,-2.2902)
0.2;(-1.94924,-2.93524);(0.187877,-2.23488);(0.710369,3.5707);(1.37652,-3.70135);(0.740873,-3.91725);(-0.347045,1.47326);(1.44269,0.21398);(-0.276766,1.59966);(-0.897182,-3.60278);(0.627671,2.15444);(-0.955985,3.84145);(0.664571,-3.39604);(-0.856987,-0.507509);(-0.988526,-1.7913);(-0.0284736,3.20339);(1.68134,-0.0942146);(2.00845,-0.0478173);(1.84368,-3.38985);(-0.839984,3.29423);(1.81905,-3.57622);(1.3674,-2.97776);(1.53554,1.0965);(2.08354,3.10657);(-0.533657,0.105537);(-0.347556,2.74074);(0.209792,-0.255082);(-1.39588,0.5017);(0.196775,-0.0120905);(0.250773,3.15991);(-1.29861,-2.28548)
0.25;(-1.92611,-2.92955);(0.21369,-2.22836);(0.704385,3.62114);(1.40032,-3.69155);(0.765887,-3.90819);(-0.332282,1.47581);(1.46914,0.213322);(-0.249746,1.59522);(-0.873034,-3.59487);(0.661332,2.16757);(-0.97572,3.86287);(0.690772,-3.38635);(-0.833317,-0.506348);(-0.960837,-1.78708);(0.00128605,3.21096);(1.70941,-0.127073);(2.03666,-0.0476488);(1.86817,-3.38115);(-0.87009,3.28379);(1.8442,-3.56606);(1.39311,-2.96898);(1.56935,1.10028);(2.1206,3.10518);(-0.505272,0.105167);(-0.360682,2.71047);(0.237404,-0.254361);(-1.39888,0.47075);(0.22367,-0.0120719);(0.298929,3.20638);(-1.27044,-2.2801)
0.3;(-1.89956,-2.92303);(0.243483,-2.22067);(0.704574,3.66466);(1.42757,-3.68031);(0.794908,-3.89729);(-0.303545,1.43035);(1.49953,0.212571);(-0.198278,1.54716);(-0.845329,-3.58595);(0.69721,2.17823);(-0.987482,3.88015);(0.720705,-3.37556);(-0.806297,-0.504576);(-0.929203,-1.78235);(0.0353405,3.21556);(1.74126,-0.15569);(2.06905,-0.0474553);(1.89627,-3.37123);(-0.891675,3.2726);(1.87298,-3.55444);(1.42223,-2.95939);(1.60635,1.10288);(2.15904,3.10157);(-0.472693,0.104665);(-0.396171,2.72492);(0.269096,-0.253527);(-1.39431,0.442365);(0.254559,-0.0120631);(0.349008,3.24641);(-1.23815,-2.27388)
0.35;(-1.8699,-2.91575);(0.276702,-2.21243);(0.718209,3.75634);(1.45789,-3.66782);(0.827271,-3.885);(-0.273218,1.43486);(1.53351,0.211742);(-0.136509,1.54803);(-0.81446,-3.57622);(0.736587,2.18547);(-0.992026,3.89366);(0.753685,-3.36392);(-0.77882,-0.506935);(-0.894191,-1.77676);(0.0717707,3.21863);(1.7768,-0.180678);(2.10522,-0.047239);(1.92778,-3.36024);(-0.924807,3.26761);(1.90504,-3.54153);(1.45466,-2.94882);(1.64622,1.10441);(2.19853,3.09597);(-0.450728,0.0553022);(-0.403115,2.72961);(0.312203,-0.271178);(-1.38287,0.416325);(0.307925,-0.0567168);(0.385821,3.23823);(-1.20252,-2.26729)
0.4;(-1.83743,-2.90778);(0.309892,-2.20816);(0.73617,3.83694);(1.49104,-3.65453);(0.862238,-3.87723);(-0.238739,1.43798);(1.5707,0.210838);(-0.111575,1.51509);(-0.780659,-3.56623);(0.823053,2.20952);(-0.990025,3.90376);(0.789492,-3.34758);(-0.793062,-0.536856);(-0.857881,-1.78918);(0.111852,3.21912);(1.81631,-0.202597);(2.14484,-0.0470022);(1.96216,-3.34849);(-0.949106,3.26139);(1.94004,-3.52767);(1.49085,-2.9376);(1.69016,1.10428);(2.23875,3.08866);(-0.389302,0.0366458);(-0.403453,2.73229);(0.357683,-0.284434);(-1.3652,0.392429);(0.36483,-0.0908148);(0.404326,3.27658);(-1.16443,-2.26239)
0.45;(-1.80228,-2.89934);(0.336828,-2.18797);(0.758039,3.90751);(1.52652,-3.64037);(0.900223,-3.86748);(-0.200499,1.43982);(1.61082,0.20987);(-0.0824524,1.4844);(-0.744066,-3.55888);(0.881456,2.2157);(-0.982087,3.91074);(0.837716,-3.34588);(-0.800289,-0.563722);(-0.788251,-1.76432);(0.155229,3.21728);(1.86696,-0.220019);(2.18757,-0.0467472);(1.99851,-3.33611);(-0.96544,3.25404);(1.97734,-3.51294);(1.52951,-2.92636);(1.73633,1.10328);(2.30393,3.09407);(-0.329109,0.0217256);(-0.397797,2.73316);(0.407426,-0.297388);(-1.34204,0.370645);(0.415028,-0.121732);(0.427588,3.30915);(-1.15963,-2.29479)
0.5;(-1.76476,-2.89042);(0.408224,-2.19065);(0.783437,3.96901);(1.56424,-3.62537);(0.938568,-3.90774);(-0.158853,1.44048);(1.65382,0.209017);(-0.0496262,1.45584);(-0.705059,-3.5503);(0.939462,2.21999);(-0.968763,3.9149);(0.880071,-3.29452);(-0.801155,-0.587803);(-0.764163,-1.71883);(0.201577,3.21329);(1.91918,-0.235677);(2.23329,-0.0468224);(2.08414,-3.31523);(-0.974571,3.2457);(2.06464,-3.49783);(1.57032,-2.91433);(1.78458,1.10193);(2.36264,3.0966);(-0.266163,0.0163112);(-0.386702,2.73238);(0.464045,-0.305797);(-1.3138,0.350753);(0.476629,-0.140017);(0.455143,3.33646);(-1.14845,-2.32278)
0.55;(-1.72512,-2.88105);(0.459693,-2.14748);(0.812021,4.02228);(1.6052,-3.61395);(0.979562,-3.94153);(-0.114117,1.43993);(1.70026,0.20865);(-0.0133606,1.42902);(-0.66387,-3.54061);(0.997082,2.22258);(-0.950554,3.91649);(0.941254,-3.28947);(-0.806237,-0.562062);(-0.735753,-1.72315);(0.250595,3.20738);(1.97478,-0.249411);(2.2817,-0.0470555);(2.16074,-3.29394);(-0.977172,3.23644);(2.14319,-3.48146);(1.65311,-2.92945);(1.83463,1.10011);(2.41591,3.09651);(-0.203227,0.0114246);(-0.370737,2.73018);(0.522147,-0.312056);(-1.2843,0.338852);(0.537319,-0.155147);(0.486575,3.35898);(-1.13146,-2.34675)
0.6;(-1.72185,-2.86517);(0.508585,-2.12879);(0.843481,4.0681);(1.65508,-3.60782);(1.02291,-3.96944);(-0.0665521,1.43843);(1.75499,0.215928);(0.015787,1.42445);(-0.620708,-3.52991);(1.05427,2.22356);(-0.927915,3.91574);(0.995496,-3.27585);(-0.788112,-0.580609);(-0.700066,-1.72226);(0.302001,3.19973);(2.03186,-0.261641);(2.33255,-0.0474859);(2.22958,-3.27227);(-0.973845,3.22644);(2.21413,-3.46394);(1.73165,-2.94103);(1.88628,1.09789);(2.46463,3.09405);(-0.130642,-0.011261);(-0.350288,2.72661);(0.57883,-0.314379);(-1.278,0.371238);(0.600557,-0.160223);(0.521503,3.37714);(-1.07417,-2.37689)
0.65;(-1.71331,-2.8494);(0.558586,-2.11476);(0.877473,4.10715);(1.7053,-3.59982);(1.06834,-3.99197);(-0.016434,1.43609);(1.81102,0.222347);(0.0487294,1.41937);(-0.558543,-3.56545);(1.11077,2.22288);(-0.901256,3.91287);(1.05081,-3.26137);(-0.781377,-0.550471);(-0.65162,-1.76971);(0.355567,3.19047);(2.08991,-0.272533);(2.38611,-0.0478238);(2.34841,-3.25085);(-0.965046,3.21623);(2.27847,-3.44537);(1.7602,-2.95176);(1.93936,1.09528);(2.50974,3.08966);(-0.0579183,-0.0287106);(-0.325774,2.72181);(0.637517,-0.314813);(-1.26508,0.399852);(0.663995,-0.164897);(0.559579,3.39133);(-1.0353,-2.36054)
0.7;(-1.7,-2.83374);(0.608873,-2.10325);(0.913728,4.14006);(1.75574,-3.59003);(1.1181,-4.00944);(0.036009,1.43297);(1.86824,0.227988);(0.0851193,1.41385);(-0.498915,-3.5959);(1.16629,2.22036);(-0.870955,3.90808);(1.10709,-3.24605);(-0.754501,-0.566097);(-0.60109,-1.81168);(0.411041,3.1797);(2.14892,-0.282052);(2.44191,-0.0481413);(2.43632,-3.22903);(-0.951327,3.20588);(2.33721,-3.42593);(1.79193,-2.95931);(1.99371,1.09227);(2.55207,3.08385);(0.0150635,-0.0425983);(-0.297573,2.71587);(0.698397,-0.314217);(-1.26977,0.475264);(0.727795,-0.169133);(0.600485,3.4019);(-0.99321,-2.34426)
0.75;(-1.68235,-2.81818);(0.660056,-2.09282);(0.952002,4.16743);(1.80627,-3.57863);(1.16919,-4.02246);(0.0904785,1.4291);(1.92652,0.23293);(0.124639,1.40793);(-0.439099,-3.62155);(1.22657,2.21082);(-0.837352,3.90153);(1.12724,-3.19617);(-0.725166,-0.574628);(-0.548683,-1.84862);(0.462319,3.17267);(2.20887,-0.290327);(2.49962,-0.0484168);(2.50435,-3.20685);(-0.93007,3.19744);(2.39112,-3.40577);(1.86106,-3.00005);(2.04923,1.08887);(2.5922,3.07702);(0.0886195,-0.0536371);(-0.266032,2.70891);(0.760238,-0.313475);(-1.26985,0.540757);(0.792017,-0.172894);(0.643931,3.40915);(-0.947451,-2.33339)
0.8;(-1.66076,-2.80271);(0.694361,-2.03533);(0.992073,4.18974);(1.84273,-3.6152);(1.22143,-4.03142);(0.146875,1.42457);(1.98588,0.237061);(0.167023,1.40175);(-0.379125,-3.64281);(1.28478,2.2023);(-0.800764,3.89339);(1.16455,-3.19325);(-0.694323,-0.579971);(-0.494584,-1.881);(0.515647,3.16396);(2.26971,-0.297486);(2.55886,-0.0485586);(2.55929,-3.18434);(-0.905093,3.18811);(2.44075,-3.38503);(1.94413,-2.99276);(2.10702,1.08347);(2.62931,3.06839);(0.161989,-0.0635704);(-0.231479,2.70105);(0.822935,-0.312622);(-1.26264,0.599823);(0.856682,-0.1762);(0.689652,3.4134);(-0.89764,-2.32417)
0.85;(-1.6356,-2.78734);(0.705354,-2.02207);(1.03374,4.20744);(1.88103,-3.64582);(1.27464,-4.03666);(0.205226,1.42001);(2.04618,0.240206);(0.211853,1.39577);(-0.318801,-3.66034);(1.3406,2.19054);(-0.761465,3.8838);(1.20719,-3.18804);(-0.660644,-0.584511);(-0.441596,-1.90912);(0.570608,3.15374);(2.33164,-0.303349);(2.62108,-0.0511346);(2.66367,-3.16935);(-0.866661,3.1815);(2.52121,-3.40368);(1.98575,-2.95752);(2.1643,1.08072);(2.66564,3.06071);(0.235575,-0.0591295);(-0.194364,2.69242);(0.898832,-0.294396);(-1.25888,0.649512);(0.937594,-0.16614);(0.737403,3.4149);(-0.845611,-2.31435)
0.9;(-1.60725,-2.77209);(0.766315,-2.00704);(1.07681,4.22094);(1.92087,-3.67101);(1.32867,-4.03853);(0.26413,1.41455);(2.15344,0.260528);(0.259025,1.38943);(-0.258394,-3.6742);(1.39576,2.179);(-0.719715,3.87293);(1.25217,-3.18094);(-0.625462,-0.586801);(-0.438147,-1.93046);(0.626858,3.14217);(2.39408,-0.308423);(2.68654,-0.0544102);(2.71805,-3.15346);(-0.826115,3.17383);(2.58158,-3.41787);(2.02946,-2.9237);(2.22759,1.08215);(2.69938,3.05133);(0.308677,-0.055275);(-0.154752,2.68297);(0.928336,-0.294819);(-1.24819,0.694174);(0.971717,-0.173711);(0.786963,3.4139);(-0.841626,-2.31839)
0.95;(-1.62316,-2.78012);(0.820412,-1.98785);(1.12112,4.23061);(1.96195,-3.69125);(1.38336,-4.03731);(0.323206,1.40798);(2.25713,0.278756);(0.308322,1.38275);(-0.197925,-3.68471);(1.45,2.15732);(-0.675763,3.86092);(1.29921,-3.17211);(-0.587937,-0.58862);(-0.389638,-1.93014);(0.683918,3.12939);(2.45701,-0.31269);(2.75274,-0.057332);(2.75658,-3.13671);(-0.783656,3.16521);(2.63,-3.42799);(2.08039,-2.89382);(2.29135,1.0826);(2.73285,3.05078);(0.352621,-0.0108031);(-0.112867,2.67274);(0.9859,-0.336626);(-1.23121,0.734247);(1.03873,-0.218942);(0.838126,3.41062);(-0.882652,-2.34419)
1;(-1.63866,-2.7866);(0.861287,-2.01687);(1.16654,4.23682);(2.04332,-3.71493);(1.39586,-4.02661);(0.384307,1.45137);(2.35758,0.295068);(0.358265,1.42606);(-0.137867,-3.69177);(1.5117,2.13825);(-0.62984,3.84795);(1.34748,-3.16346);(-0.548196,-0.589955);(-0.339086,-1.92861);(0.741608,3.11496);(2.52037,-0.316303);(2.81959,-0.0599296);(2.7892,-3.11986);(-0.739464,3.15571);(2.67468,-3.43403);(2.13477,-2.86729);(2.35551,1.08212);(2.76461,3.04823);(0.395083,-0.0163091);(-0.0695941,2.6628);(1.04861,-0.338146);(-1.20851,0.770132);(1.1125,-0.236448);(0.890833,3.40566);(-0.906232,-2.3656)
1.05;(-1.64712,-2.79115);(0.876777,-2.00282);(1.21311,4.24059);(2.11741,-3.73374);(1.44927,-4.02288);(0.469618,1.45101);(2.4551,0.309623);(0.427612,1.42329);(-0.115169,-3.69317);(1.56456,2.1229);(-0.582317,3.83458);(1.42228,-3.19719);(-0.506444,-0.590847);(-0.286659,-1.92603);(0.817379,3.1405);(2.58409,-0.319318);(2.88704,-0.06223);(2.82279,-3.10038);(-0.693707,3.14542);(2.71217,-3.4367);(2.18779,-2.84203);(2.42857,1.07763);(2.79545,3.04375);(0.440391,-0.021232);(-0.0526675,2.69535);(1.11196,-0.339159);(-1.18064,0.802193);(1.18567,-0.251392);(0.948171,3.40793);(-0.920776,-2.38355)
1.1;(-1.64922,-2.79394);(0.942248,-1.99015);(1.27114,4.29302);(2.18508,-3.74809);(1.49263,-4.02177);(0.513244,1.42303);(2.54994,0.32257);(0.471486,1.40529);(-0.0888239,-3.69233);(1.65946,2.13463);(-0.553963,3.86738);(1.4471,-3.22929);(-0.463775,-0.589592);(-0.284213,-1.92211);(0.881864,3.11732);(2.64816,-0.321785);(2.95522,-0.0662839);(2.84978,-3.0803);(-0.646535,3.13442);(2.7996,-3.43681);(2.23925,-2.81789);(2.50107,1.07452);(2.82413,3.03602);(0.488296,-0.0256115);(-0.016265,2.68186);(1.17598,-0.339596);(-1.14807,0.830763);(1.25839,-0.264045);(1.00476,3.40879);(-0.927147,-2.39835)
1.15;(-1.64555,-2.79514);(1.00102,-1.97687);(1.32858,4.33794);(2.24712,-3.75838);(1.53778,-4.01782);(0.558849,1.41222);(2.64236,0.334043);(0.517021,1.39301);(-0.0591766,-3.68947);(1.72023,2.10982);(-0.522133,3.89489);(1.47606,-3.25596);(-0.419377,-0.588149);(-0.275408,-1.91731);(0.943438,3.09265);(2.71254,-0.32375);(3.02387,-0.0698986);(2.87459,-3.06127);(-0.598097,3.12276);(2.83707,-3.43472);(2.29308,-2.797);(2.57316,1.0708);(2.88671,3.06504);(0.540203,-0.0501081);(0.0227155,2.66803);(1.24082,-0.338467);(-1.11125,0.856145);(1.33241,-0.272352);(1.06045,3.40885);(-0.926108,-2.41028)
1.2;(-1.63666,-2.79488);(1.06075,-1.96485);(1.38541,4.376);(2.30421,-3.76496);(1.58324,-4.01196);(0.607197,1.40139);(2.73259,0.344165);(0.564828,1.38094);(-0.02654,-3.68476);(1.78091,2.08635);(-0.487169,3.91758);(1.5087,-3.27767);(-0.373415,-0.586525);(-0.260832,-1.91173);(1.00584,3.06793);(2.78053,-0.324526);(3.09295,-0.0731105);(2.9288,-3.08268);(-0.5485,3.1105);(2.86588,-3.42934);(2.31561,-2.73712);(2.64488,1.06652);(2.90255,3.08885);(0.591769,-0.0697366);(0.0640347,2.65391);(1.30671,-0.336917);(-1.07057,0.878617);(1.40274,-0.279956);(1.11695,3.40646);(-0.918347,-2.4196)
1.25;(-1.62301,-2.79332);(1.07375,-1.935);(1.44163,4.40781);(2.35697,-3.76814);(1.62366,-4.00818);(0.657899,1.39074);(2.82082,0.353048);(0.614539,1.36925);(0.00880063,-3.67838);(1.84148,2.06403);(-0.449388,3.93592);(1.5446,-3.29486);(-0.326017,-0.584746);(-0.241018,-1.90544);(1.06883,3.04334);(2.8484,-0.325108);(3.16244,-0.0761654);(2.94039,-3.09967);(-0.497906,3.09773);(2.89643,-3.41716);(2.38286,-2.69959);(2.71629,1.06208);(2.92943,3.1098);(0.641906,-0.0852804);(0.107371,2.63954);(1.37321,-0.33258);(-1.0264,0.89843);(1.47362,-0.282849);(1.16498,3.39997);(-0.904489,-2.42655)
1.3;(-1.60506,-2.79056);(1.09256,-1.92056);(1.49724,4.43391);(2.40592,-3.76823);(1.66274,-4.02058);(0.71087,1.38004);(2.90723,0.360797);(0.666137,1.3577);(0.0465857,-3.67047);(1.90236,2.04231);(-0.409049,3.95026);(1.55292,-3.30187);(-0.281122,-0.578526);(-0.216452,-1.8985);(1.1318,3.01949);(2.91678,-0.324675);(3.233,-0.0788268);(2.98881,-3.09992);(-0.445351,3.08507);(2.91944,-3.4033);(2.44095,-2.66523);(2.78748,1.05777);(2.95001,3.12624);(0.69728,-0.0895661);(0.152649,2.62494);(1.44018,-0.328891);(-0.980078,0.91522);(1.54377,-0.284987);(1.21461,3.39163);(-0.885098,-2.43134)
1.35;(-1.58319,-2.78671);(1.11626,-1.9077);(1.55222,4.45481);(2.45152,-3.7655);(1.70393,-4.02884);(0.765809,1.36984);(2.99201,0.367504);(0.719206,1.3471);(0.0708627,-3.6629);(1.96338,2.02139);(-0.366417,3.96099);(1.58268,-3.30396);(-0.235062,-0.570993);(-0.187572,-1.89099);(1.19479,2.99615);(2.98501,-0.324528);(3.3039,-0.0813674);(2.99025,-3.09769);(-0.390996,3.0724);(2.9398,-3.38788);(2.4932,-2.6332);(2.85834,1.05367);(2.97423,3.14149);(0.754693,-0.0947432);(0.199709,2.61013);(1.5073,-0.325337);(-0.931846,0.929354);(1.61363,-0.286219);(1.25993,3.37867);(-0.86069,-2.43416)
1.4;(-1.55779,-2.78188);(1.14516,-1.89587);(1.60656,4.47095);(2.49416,-3.76019);(1.74694,-4.03332);(0.822565,1.35981);(3.07529,0.373257);(0.773694,1.33681);(0.0990881,-3.65415);(2.02468,2.00108);(-0.321718,3.9684);(1.5913,-3.31034);(-0.187474,-0.562198);(-0.156029,-1.88344);(1.25764,2.97341);(3.05313,-0.3245);(3.37506,-0.0836796);(3.02191,-3.08617);(-0.336397,3.05912);(2.95871,-3.37104);(2.54025,-2.60349);(2.92894,1.04951);(2.99208,3.15272);(0.813843,-0.0999089);(0.248394,2.59515);(1.57468,-0.321773);(-0.880839,0.941561);(1.68342,-0.286569);(1.30742,3.36455);(-0.832297,-2.43496)
1.45;(-1.52916,-2.77616);(1.17764,-1.88376);(1.66025,4.48277);(2.53419,-3.75254);(1.79147,-4.03436);(0.880916,1.34994);(3.15722,0.378134);(0.829322,1.32686);(0.122994,-3.64401);(2.08621,1.98151);(-0.275191,3.97283);(1.61349,-3.31388);(-0.138664,-0.553973);(-0.120826,-1.87537);(1.3204,2.95105);(3.12115,-0.324583);(3.44648,-0.0857842);(3.03211,-3.07326);(-0.280916,3.04579);(2.97663,-3.35295);(2.58287,-2.57607);(2.99929,1.04529);(3.01585,3.16426);(0.874437,-0.105008);(0.300429,2.58019);(1.6425,-0.318121);(-0.829674,0.951409);(1.7534,-0.286111);(1.34933,3.34533);(-0.800175,-2.43396)
1.5;(-1.49766,-2.76961);(1.21327,-1.87211);(1.71328,4.49064);(2.57188,-3.74276);(1.83723,-4.03226);(0.940244,1.33986);(3.23791,0.382209);(0.886254,1.31694);(0.151666,-3.63441);(2.14795,1.96249);(-0.227008,3.97451);(1.64002,-3.31452);(-0.0887023,-0.545491);(-0.0823521,-1.86678);(1.38346,2.92952);(3.18909,-0.324769);(3.51813,-0.0876834);(3.045,-3.05913);(-0.225872,3.03231);(2.99377,-3.3338);(2.62033,-2.55129);(3.06938,1.041);(3.03082,3.1721);(0.93607,-0.109602);(0.3459,2.55844);(1.71237,-0.312987);(-0.776489,0.959379);(1.82341,-0.285792);(1.4024,3.33188);(-0.765432,-2.42979)
1.55;(-1.4635,-2.76232);(1.25191,-1.85924);(1.76561,4.49491);(2.60747,-3.73104);(1.88396,-4.0273);(1.00059,1.3298);(3.3175,0.385547);(0.94418,1.30734);(0.183798,-3.62421);(2.20979,1.94412);(-0.177411,3.97373);(1.67041,-3.31253);(-0.0377346,-0.537657);(-0.0411231,-1.85779);(1.44667,2.90855);(3.25699,-0.325055);(3.59002,-0.0893761);(3.05855,-3.04459);(-0.170016,3.01877);(3.01023,-3.31384);(2.65539,-2.5268);(3.13924,1.03664);(3.06092,3.17974);(0.998965,-0.114078);(0.394897,2.53841);(1.78242,-0.30858);(-0.723063,0.964472);(1.89344,-0.285584);(1.44083,3.314);(-0.727492,-2.42384)
1.6;(-1.42695,-2.75436);(1.29327,-1.84621);(1.81723,4.4959);(2.64117,-3.71755);(1.93142,-4.01973);(1.06196,1.3198);(3.39607,0.38821);(1.00325,1.29776);(0.218912,-3.61328);(2.27179,1.92618);(-0.126455,3.97065);(1.70422,-3.30816);(0.0140031,-0.530084);(0.00275705,-1.84833);(1.50979,2.88821);(3.32486,-0.325441);(3.66203,-0.0908174);(3.07176,-3.029);(-0.116138,3.00467);(3.026,-3.29332);(2.68808,-2.5024);(3.20895,1.03215);(3.06581,3.18403);(1.06284,-0.1181);(0.445111,2.51639);(1.85262,-0.304796);(-0.668873,0.967649);(1.96349,-0.285457);(1.48594,3.29874);(-0.686535,-2.41647)
1.65;(-1.38822,-2.74579);(1.33522,-1.83251);(1.86812,4.49389);(2.72168,-3.72162);(1.97938,-4.00979);(1.12422,1.30985);(3.47371,0.390252);(1.0631,1.28849);(0.256654,-3.6016);(2.33384,1.90881);(-0.0745544,3.96563);(1.6911,-3.28651);(0.066424,-0.522868);(0.0490039,-1.83839);(1.54335,2.84482);(3.3927,-0.325942);(3.73416,-0.092028);(3.09412,-3.00565);(-0.0619408,2.9904);(3.0619,-3.26438);(2.72037,-2.47773);(3.27851,1.02757);(3.1167,3.20789);(1.12787,-0.122099);(0.497999,2.49557);(1.923,-0.301556);(-0.614007,0.969148);(2.03355,-0.285395);(1.51115,3.27863);(-0.642837,-2.40788)
1.7;(-1.34812,-2.73665);(1.37792,-1.81808);(1.91825,4.48914);(2.76244,-3.72243);(2.02761,-3.99769);(1.1884,1.28082);(3.55053,0.391725);(1.12306,1.26241);(0.249102,-3.61111);(2.39546,1.89242);(-0.0215031,3.95869);(1.7248,-3.24733);(0.119236,-0.516118);(0.0964761,-1.82851);(1.62495,2.81528);(3.46053,-0.326558);(3.80641,-0.0930268);(3.1014,-2.98263);(-0.0170643,2.97432);(3.05909,-3.23562);(2.75203,-2.45269);(3.34795,1.02292);(3.11762,3.22984);(1.19375,-0.125476);(0.502803,2.46104);(1.99353,-0.298779);(-0.55853,0.969372);(2.10362,-0.285376);(1.57297,3.29257);(-0.598571,-2.3968)
1.75;(-1.30619,-2.72699);(1.41597,-1.78216);(1.97224,4.53425);(2.79448,-3.72027);(2.07587,-3.98364);(1.25281,1.27928);(3.62658,0.392676);(1.18073,1.25955);(0.247993,-3.6176);(2.48673,1.83578);(0.0318929,3.94957);(1.70875,-3.21309);(0.172477,-0.509292);(0.142949,-1.81827);(1.67646,2.82567);(3.5284,-0.327334);(3.87875,-0.0938312);(3.14871,-2.9601);(0.0291623,2.95844);(3.106,-3.21216);(2.79069,-2.42518);(3.41762,1.0181);(3.16705,3.23965);(1.26492,-0.174393);(0.517457,2.44276);(2.06416,-0.296552);(-0.505339,0.954141);(2.17364,-0.285504);(1.60006,3.27055);(-0.551913,-2.38528)
1.8;(-1.26354,-2.71726);(1.4535,-1.79623);(2.0246,4.57222);(2.82898,-3.71986);(2.11661,-3.96417);(1.31823,1.27687);(3.71362,0.386936);(1.23955,1.25609);(0.25273,-3.62137);(2.5368,1.80745);(0.0862806,3.93892);(1.70819,-3.18778);(0.224846,-0.502994);(0.1889,-1.8006);(1.72927,2.8327);(3.59786,-0.33103);(3.95546,-0.0969583);(3.14601,-2.93751);(0.0725448,2.94182);(3.1029,-3.18855);(2.82283,-2.39813);(3.52856,0.985048);(3.16649,3.24848);(1.33773,-0.173336);(0.536724,2.42464);(2.13489,-0.294283);(-0.452343,0.942643);(2.24361,-0.285377);(1.63505,3.2487);(-0.506507,-2.37198)
1.85;(-1.21996,-2.70751);(1.49219,-1.76032);(2.07536,4.60368);(2.85606,-3.71658);(2.12861,-3.98561);(1.34308,1.26762);(3.7535,0.397837);(1.29942,1.25203);(0.262769,-3.62265);(2.6276,1.7909);(0.140841,3.92683);(1.70673,-3.21246);(0.281959,-0.488681);(0.234659,-1.79355);(1.73831,2.81559);(3.66713,-0.334062);(4.04588,-0.148169);(3.15558,-2.91759);(0.116967,2.92512);(3.13128,-3.12608);(2.84733,-2.36643);(3.6274,1.00051);(3.21287,3.27454);(1.41014,-0.173429);(0.560175,2.4067);(2.20643,-0.293635);(-0.398726,0.933707);(2.31481,-0.286591);(1.67341,3.22652);(-0.460738,-2.35736)
