time;0;1;2;3;4;5;6;7;8;9
5.16007;(3.68501,0.0462816);(3.53754,2.57035);(1.19158,3.36338);(-1.25748,3.5152);(-2.40161,1.77316);(-4.07795,-0.0328436);(-2.26692,-1.63695);(-1.16824,-3.59509);(0.79773,-2.76182);(2.67976,-1.96274)
5.16507;(3.67879,0.0465292);(3.53312,2.56712);(1.19011,3.35739);(-1.25615,3.5094);(-2.39578,1.76927);(-4.07196,-0.032953);(-2.26147,-1.63265);(-1.16642,-3.58921);(0.795369,-2.75489);(2.67462,-1.95969)
5.17007;(3.67257,0.0467796);(3.5287,2.56388);(1.18864,3.3514);(-1.25481,3.50361);(-2.38995,1.76539);(-4.06597,-0.0330621);(-2.25604,-1.62835);(-1.16461,-3.58333);(0.793022,-2.74796);(2.66948,-1.95664)
5.17507;(3.66636,0.0470327);(3.52427,2.56064);(1.18717,3.34542);(-1.25347,3.49781);(-2.38412,1.76152);(-4.05997,-0.0331711);(-2.25061,-1.62405);(-1.16281,-3.57745);(0.790687,-2.74104);(2.66433,-1.9536)
5.18007;(3.66016,0.0472885);(3.51984,2.5574);(1.18571,3.33944);(-1.25215,3.49203);(-2.37829,1.75767);(-4.05398,-0.0332798);(-2.24518,-1.61976);(-1.16101,-3.57157);(0.788365,-2.73413);(2.65917,-1.95057)
5.18507;(3.65397,0.0475469);(3.51541,2.55416);(1.18426,3.33347);(-1.25083,3.48625);(-2.37247,1.75382);(-4.048,-0.0333883);(-2.23976,-1.61547);(-1.15921,-3.5657);(0.786057,-2.72723);(2.65402,-1.94754)
5.19007;(3.64778,0.0478077);(3.511,2.55094);(1.18278,3.32748);(-1.2495,3.48046);(-2.36665,1.74998);(-4.04201,-0.0334966);(-2.23435,-1.61117);(-1.15741,-3.55983);(0.783762,-2.72034);(2.64885,-1.94451)
5.19507;(3.64161,0.048071);(3.5066,2.54773);(1.1813,3.32149);(-1.24829,3.47473);(-2.36083,1.74615);(-4.03603,-0.0336046);(-2.22884,-1.60693);(-1.15562,-3.55397);(0.78148,-2.71346);(2.64369,-1.94149)
5.20007;(3.63544,0.0483368);(3.50219,2.54451);(1.17983,3.31551);(-1.24708,3.46899);(-2.35502,1.74234);(-4.03004,-0.0337126);(-2.22334,-1.60268);(-1.15383,-3.5481);(0.779211,-2.70659);(2.63852,-1.93847)
5.20507;(3.62928,0.048605);(3.49777,2.54128);(1.17836,3.30953);(-1.24586,3.46326);(-2.34921,1.73853);(-4.02406,-0.0338205);(-2.21786,-1.59844);(-1.15204,-3.54225);(0.776956,-2.69973);(2.63334,-1.93546)
5.21007;(3.62309,0.048857);(3.49339,2.53808);(1.1769,3.30356);(-1.24464,3.45752);(-2.3434,1.73474);(-4.01809,-0.0339283);(-2.21239,-1.59419);(-1.15026,-3.53639);(0.774715,-2.69287);(2.62816,-1.93245)
5.21507;(3.61692,0.0491115);(3.489,2.53487);(1.17544,3.2976);(-1.24342,3.45179);(-2.33759,1.73095);(-4.01211,-0.0340359);(-2.20693,-1.58994);(-1.14848,-3.53054);(0.772488,-2.68603);(2.62298,-1.92945)
5.22007;(3.61075,0.0493685);(3.48461,2.53166);(1.17399,3.29164);(-1.2422,3.44605);(-2.33179,1.72718);(-4.00614,-0.0341435);(-2.20148,-1.58569);(-1.14671,-3.52469);(0.770274,-2.6792);(2.6178,-1.92645)
5.22507;(3.60459,0.0496279);(3.48021,2.52844);(1.17254,3.28569);(-1.24097,3.44031);(-2.32598,1.72342);(-4.00016,-0.0342509);(-2.19605,-1.58145);(-1.14494,-3.51885);(0.767805,-2.67218);(2.61287,-1.92365)
5.23007;(3.59844,0.0498899);(3.47581,2.52522);(1.1711,3.27975);(-1.23974,3.43458);(-2.32019,1.71967);(-3.99419,-0.0343582);(-2.19063,-1.5772);(-1.14317,-3.51301);(0.765352,-2.66517);(2.60794,-1.92085)
5.23507;(3.5923,0.0501544);(3.47141,2.52201);(1.16967,3.27381);(-1.23851,3.42884);(-2.31439,1.71593);(-3.98823,-0.0344653);(-2.18522,-1.57296);(-1.14141,-3.50717);(0.762916,-2.65817);(2.60301,-1.91805)
5.24007;(3.58613,0.0504043);(3.46704,2.5188);(1.16824,3.26788);(-1.23728,3.4231);(-2.30859,1.7122);(-3.98226,-0.0345723);(-2.17982,-1.56873);(-1.13966,-3.50134);(0.760496,-2.65119);(2.59806,-1.91524)
5.24507;(3.57998,0.050657);(3.46266,2.51559);(1.16681,3.26196);(-1.23604,3.41737);(-2.3028,1.70848);(-3.9763,-0.0346791);(-2.17444,-1.56447);(-1.1379,-3.49551);(0.758091,-2.64422);(2.59311,-1.91246)
5.25007;(3.57383,0.0509121);(3.45827,2.51238);(1.16539,3.25604);(-1.23481,3.41163);(-2.29701,1.70478);(-3.97034,-0.0347857);(-2.16908,-1.56021);(-1.13615,-3.48968);(0.755703,-2.63725);(2.58815,-1.90968)
5.25507;(3.56768,0.0511696);(3.45391,2.5092);(1.16395,3.2501);(-1.23356,3.40589);(-2.29122,1.70108);(-3.96438,-0.0348922);(-2.16372,-1.55596);(-1.13441,-3.48386);(0.753331,-2.6303);(2.58319,-1.9069)
5.26007;(3.56155,0.0514295);(3.44955,2.506);(1.16252,3.24417);(-1.23232,3.40016);(-2.28543,1.6974);(-3.95842,-0.0349984);(-2.15837,-1.55172);(-1.13267,-3.47804);(0.750974,-2.62337);(2.57821,-1.90412)
5.26507;(3.55542,0.0516917);(3.44518,2.50281);(1.16109,3.23825);(-1.23108,3.39442);(-2.27964,1.69373);(-3.95246,-0.0351045);(-2.15304,-1.54748);(-1.13094,-3.47222);(0.748634,-2.61644);(2.57323,-1.90133)
5.27007;(3.5493,0.0519561);(3.44081,2.49962);(1.15967,3.23234);(-1.22983,3.38869);(-2.27385,1.69008);(-3.94651,-0.0352105);(-2.14771,-1.54325);(-1.12922,-3.46641);(0.74631,-2.60953);(2.56824,-1.89854)
5.27507;(3.54319,0.0522227);(3.43644,2.49642);(1.15826,3.22643);(-1.22858,3.38295);(-2.26806,1.68643);(-3.94056,-0.0353162);(-2.1424,-1.53902);(-1.1275,-3.46061);(0.744001,-2.60262);(2.56324,-1.89575)
5.28007;(3.53708,0.0524914);(3.43206,2.49322);(1.15685,3.22053);(-1.22733,3.37722);(-2.26227,1.6828);(-3.93461,-0.0354218);(-2.1371,-1.53479);(-1.12579,-3.45481);(0.741709,-2.59573);(2.55823,-1.89296)
5.28507;(3.53097,0.0527491);(3.42772,2.49004);(1.15542,3.21461);(-1.22608,3.37148);(-2.25646,1.67919);(-3.92866,-0.0355272);(-2.13181,-1.53058);(-1.1241,-3.44902);(0.739433,-2.58885);(2.55322,-1.89017)
5.29007;(3.52486,0.0530089);(3.42337,2.48687);(1.154,3.20871);(-1.22482,3.36575);(-2.25066,1.67559);(-3.92272,-0.0356323);(-2.12654,-1.52633);(-1.12242,-3.44323);(0.737173,-2.58198);(2.5482,-1.88741)
5.29507;(3.51876,0.0532707);(3.41903,2.48369);(1.15259,3.20281);(-1.22358,3.36002);(-2.24486,1.672);(-3.91678,-0.0357372);(-2.12127,-1.52209);(-1.12073,-3.43744);(0.734928,-2.57512);(2.54318,-1.88465)
5.30007;(3.51267,0.0535343);(3.41468,2.48051);(1.15119,3.19691);(-1.22236,3.35431);(-2.23907,1.66841);(-3.91084,-0.035842);(-2.11599,-1.51788);(-1.11905,-3.43165);(0.7327,-2.56828);(2.53815,-1.88189)
5.30507;(3.50659,0.0537998);(3.41032,2.47732);(1.14979,3.19103);(-1.22114,3.3486);(-2.23328,1.66484);(-3.9049,-0.0359465);(-2.11072,-1.51367);(-1.11736,-3.42586);(0.730487,-2.56144);(2.53311,-1.87912)
5.31007;(3.50034,0.0539772);(3.40617,2.47426);(1.14836,3.18512);(-1.21991,3.34288);(-2.22751,1.66127);(-3.89896,-0.0360509);(-2.10546,-1.50946);(-1.11568,-3.42007);(0.728291,-2.55462);(2.52806,-1.87635)
5.31507;(3.4941,0.054158);(3.40202,2.47119);(1.14694,3.17922);(-1.21868,3.33717);(-2.22173,1.65771);(-3.89303,-0.0361551);(-2.10021,-1.50526);(-1.11399,-3.41429);(0.72611,-2.54781);(2.523,-1.87359)
5.32007;(3.48787,0.0543422);(3.39786,2.46812);(1.14553,3.17333);(-1.21746,3.33146);(-2.21597,1.65416);(-3.8871,-0.036259);(-2.09498,-1.50107);(-1.11231,-3.4085);(0.723946,-2.54101);(2.51794,-1.87082)
5.32507;(3.48168,0.054516);(3.39369,2.46504);(1.14413,3.16744);(-1.21626,3.32576);(-2.21021,1.65062);(-3.88117,-0.0363628);(-2.08973,-1.49684);(-1.11063,-3.40271);(0.721771,-2.5342);(2.51288,-1.86811)
5.33007;(3.4755,0.0546926);(3.38952,2.46196);(1.14273,3.16156);(-1.21506,3.32007);(-2.20446,1.64709);(-3.87525,-0.0364663);(-2.08449,-1.49261);(-1.10894,-3.39692);(0.719612,-2.52741);(2.50781,-1.8654)
5.33507;(3.46932,0.054872);(3.38534,2.45888);(1.14134,3.15569);(-1.21386,3.31438);(-2.19871,1.64356);(-3.86932,-0.0365696);(-2.07927,-1.48839);(-1.10726,-3.39113);(0.71747,-2.52063);(2.50274,-1.86269)
5.34007;(3.46316,0.0550541);(3.38116,2.45579);(1.13995,3.14983);(-1.21266,3.30868);(-2.19297,1.64005);(-3.8634,-0.0366728);(-2.07406,-1.48418);(-1.10558,-3.38535);(0.715343,-2.51386);(2.49765,-1.85998)
5.34507;(3.45701,0.0552388);(3.37697,2.4527);(1.13858,3.14398);(-1.2115,3.30301);(-2.18723,1.63655);(-3.85749,-0.0367757);(-2.06883,-1.47999);(-1.1039,-3.37956);(0.713233,-2.50711);(2.49256,-1.85727)
5.35007;(3.45089,0.055415);(3.37278,2.4496);(1.13721,3.13813);(-1.21034,3.29734);(-2.1815,1.63305);(-3.85157,-0.0368785);(-2.0636,-1.47581);(-1.10222,-3.37377);(0.711117,-2.50035);(2.48746,-1.85455)
5.35507;(3.44478,0.0555937);(3.36858,2.4465);(1.13584,3.13229);(-1.20917,3.29167);(-2.17578,1.62957);(-3.84566,-0.0369812);(-2.05839,-1.47163);(-1.10054,-3.36799);(0.709017,-2.49361);(2.48235,-1.85184)
5.36007;(3.43868,0.0557749);(3.36438,2.4434);(1.13449,3.12646);(-1.208,3.28599);(-2.17007,1.62609);(-3.83975,-0.0370837);(-2.05319,-1.46746);(-1.09886,-3.3622);(0.706935,-2.48687);(2.47724,-1.84912)
5.36508;(3.4327,0.0558933);(3.36017,2.44029);(1.13314,3.12064);(-1.20683,3.28032);(-2.16436,1.62263);(-3.83384,-0.0371861);(-2.04801,-1.4633);(-1.09718,-3.35641);(0.704758,-2.48009);(2.47211,-1.84641)
5.37008;(3.42673,0.0560142);(3.35596,2.43718);(1.1318,3.11483);(-1.20565,3.27465);(-2.15866,1.61917);(-3.82793,-0.0372882);(-2.04284,-1.45914);(-1.09551,-3.35063);(0.702598,-2.47331);(2.46698,-1.84369)
5.37508;(3.42077,0.0561375);(3.35174,2.43407);(1.13046,3.10902);(-1.20447,3.26898);(-2.15296,1.61573);(-3.82203,-0.0373903);(-2.03768,-1.45499);(-1.09383,-3.34484);(0.700457,-2.46655);(2.46184,-1.84097)
5.38008;(3.41482,0.0562632);(3.34752,2.43095);(1.12913,3.10322);(-1.20329,3.26331);(-2.14727,1.61229);(-3.81613,-0.0374921);(-2.03254,-1.45084);(-1.09215,-3.33906);(0.698334,-2.4598);(2.4567,-1.83825)
5.38508;(3.40887,0.056391);(3.3433,2.42784);(1.12782,3.09743);(-1.20213,3.25765);(-2.14158,1.60885);(-3.81023,-0.0375937);(-2.02739,-1.44671);(-1.09048,-3.33328);(0.696229,-2.45306);(2.45154,-1.83553)
5.39008;(3.40294,0.0565211);(3.33907,2.42475);(1.1265,3.09165);(-1.20097,3.252);(-2.13591,1.6054);(-3.80434,-0.0376953);(-2.02226,-1.44256);(-1.08881,-3.32749);(0.694142,-2.44634);(2.44638,-1.83283)
5.39508;(3.39702,0.056653);(3.33484,2.42165);(1.1252,3.08588);(-1.19984,3.24636);(-2.13024,1.60197);(-3.79845,-0.0377966);(-2.01711,-1.43844);(-1.08714,-3.32171);(0.692072,-2.43962);(2.44122,-1.83013)
5.40008;(3.3911,0.0567869);(3.3306,2.41855);(1.1239,3.08011);(-1.19871,3.24072);(-2.12458,1.59854);(-3.79256,-0.0378979);(-2.01198,-1.43429);(-1.08546,-3.31593);(0.690021,-2.43292);(2.43605,-1.82746)
5.40508;(3.38519,0.0569224);(3.32638,2.41547);(1.12259,3.07434);(-1.19758,3.23508);(-2.11892,1.59512);(-3.78667,-0.0379991);(-2.00686,-1.43015);(-1.08379,-3.31015);(0.687988,-2.42623);(2.43087,-1.82479)
5.41008;(3.3793,0.0570594);(3.32216,2.41239);(1.12128,3.06857);(-1.19645,3.22945);(-2.11327,1.59172);(-3.78079,-0.0381001);(-2.00175,-1.42602);(-1.08213,-3.30437);(0.685973,-2.41956);(2.42569,-1.82211)
5.41508;(3.37341,0.0571979);(3.31794,2.40931);(1.11998,3.06281);(-1.19531,3.22381);(-2.10762,1.58831);(-3.77491,-0.038201);(-1.99667,-1.42189);(-1.08046,-3.29859);(0.683825,-2.4128);(2.42065,-1.81953)
5.42008;(3.36753,0.0573382);(3.31371,2.40624);(1.11869,3.05706);(-1.19417,3.21817);(-2.10196,1.58493);(-3.76903,-0.0383019);(-1.99159,-1.41777);(-1.07882,-3.29283);(0.681697,-2.40606);(2.4156,-1.81694)
5.42508;(3.36166,0.0574801);(3.30951,2.40319);(1.11738,3.05128);(-1.19305,3.21255);(-2.09631,1.58155);(-3.76315,-0.0384025);(-1.98652,-1.41367);(-1.07718,-3.28706);(0.679589,-2.39933);(2.41054,-1.81436)
5.43008;(3.3558,0.0576236);(3.30531,2.40014);(1.11607,3.04552);(-1.19193,3.20692);(-2.09066,1.57818);(-3.75728,-0.0385031);(-1.98146,-1.40957);(-1.07554,-3.2813);(0.677501,-2.39261);(2.40548,-1.81177)
5.43508;(3.34994,0.0577686);(3.3011,2.39711);(1.11478,3.03976);(-1.19089,3.20134);(-2.08502,1.57481);(-3.75141,-0.0386035);(-1.97632,-1.40552);(-1.0739,-3.27553);(0.675433,-2.3859);(2.4004,-1.80918)
5.44008;(3.3441,0.0579152);(3.29689,2.39406);(1.11349,3.03402);(-1.18985,3.19576);(-2.07938,1.57145);(-3.74554,-0.038704);(-1.9712,-1.40148);(-1.07227,-3.26977);(0.673385,-2.37921);(2.39532,-1.80659)
5.44508;(3.33826,0.0580632);(3.29267,2.39103);(1.1122,3.02828);(-1.18881,3.19017);(-2.07375,1.56809);(-3.73968,-0.0388044);(-1.9661,-1.39744);(-1.07063,-3.264);(0.671358,-2.37254);(2.39023,-1.80399)
5.45008;(3.33244,0.0582126);(3.28845,2.38799);(1.11093,3.02255);(-1.18776,3.18459);(-2.06813,1.56474);(-3.73381,-0.0389049);(-1.96102,-1.39341);(-1.069,-3.25824);(0.669351,-2.36587);(2.38513,-1.8014)
5.45508;(3.32662,0.0583633);(3.28423,2.38496);(1.10966,3.01683);(-1.18671,3.17901);(-2.06252,1.56139);(-3.72796,-0.0390053);(-1.95595,-1.38938);(-1.06736,-3.25248);(0.667365,-2.35922);(2.38002,-1.7988)
5.46008;(3.32081,0.0585151);(3.28004,2.38197);(1.10837,3.01109);(-1.18566,3.17343);(-2.05692,1.55804);(-3.7221,-0.0391058);(-1.9509,-1.38537);(-1.06573,-3.24672);(0.665399,-2.35258);(2.37491,-1.7962)
5.46508;(3.31501,0.058668);(3.27584,2.37897);(1.10709,3.00536);(-1.1846,3.16785);(-2.05132,1.55471);(-3.71625,-0.0392063);(-1.94587,-1.38135);(-1.0641,-3.24096);(0.663454,-2.34596);(2.36979,-1.7936)
5.47008;(3.30922,0.058822);(3.27164,2.37597);(1.10581,2.99964);(-1.18354,3.16226);(-2.04573,1.55139);(-3.7104,-0.0393068);(-1.94085,-1.37735);(-1.06247,-3.2352);(0.661305,-2.3392);(2.36488,-1.79115)
5.47508;(3.30344,0.0589774);(3.26743,2.37297);(1.10455,2.99393);(-1.18248,3.15668);(-2.04014,1.54806);(-3.70455,-0.0394073);(-1.93586,-1.37335);(-1.06084,-3.22944);(0.659179,-2.33245);(2.35996,-1.78869)
5.48008;(3.29767,0.0591341);(3.26322,2.36998);(1.10329,2.98822);(-1.18142,3.1511);(-2.03457,1.54475);(-3.69871,-0.0395078);(-1.93088,-1.36936);(-1.05922,-3.22368);(0.657077,-2.32572);(2.35504,-1.78623)
5.48508;(3.29188,0.0592765);(3.25903,2.36701);(1.10204,2.98253);(-1.18035,3.14552);(-2.029,1.54144);(-3.69286,-0.0396083);(-1.92592,-1.36537);(-1.05759,-3.21793);(0.654997,-2.319);(2.35011,-1.78377)
5.49008;(3.28609,0.0594203);(3.25484,2.36403);(1.1008,2.97685);(-1.17927,3.13995);(-2.02343,1.53814);(-3.68703,-0.0397088);(-1.92099,-1.36139);(-1.05597,-3.21217);(0.652941,-2.3123);(2.34516,-1.78131)
5.49508;(3.28032,0.0595654);(3.25064,2.36105);(1.09957,2.97117);(-1.1782,3.13437);(-2.01787,1.53485);(-3.68119,-0.0398092);(-1.91607,-1.35742);(-1.05435,-3.20641);(0.650908,-2.30561);(2.34021,-1.77885)
5.50008;(3.27455,0.0597118);(3.24648,2.35811);(1.09831,2.96548);(-1.17714,3.1288);(-2.01232,1.53157);(-3.67536,-0.0399097);(-1.91115,-1.35347);(-1.05273,-3.20066);(0.648898,-2.29894);(2.33525,-1.77638)
5.50508;(3.2688,0.0598594);(3.2423,2.35516);(1.09706,2.95979);(-1.17608,3.12323);(-2.00678,1.5283);(-3.66953,-0.0400103);(-1.90625,-1.34952);(-1.05111,-3.1949);(0.646911,-2.29228);(2.33028,-1.77391)
5.51008;(3.26305,0.060008);(3.23813,2.35224);(1.09582,2.95412);(-1.17504,3.11768);(-2.00124,1.52501);(-3.6637,-0.0401108);(-1.90134,-1.34559);(-1.04949,-3.18915);(0.644947,-2.28563);(2.32531,-1.77144)
5.51508;(3.25731,0.0601578);(3.23395,2.34932);(1.09459,2.94845);(-1.174,3.11213);(-1.99571,1.52173);(-3.65788,-0.0402114);(-1.89645,-1.34167);(-1.04787,-3.1834);(0.643007,-2.279);(2.32032,-1.76897)
5.52008;(3.25158,0.0603085);(3.22977,2.3464);(1.09337,2.94279);(-1.17296,3.10658);(-1.99019,1.51847);(-3.65206,-0.0403121);(-1.89158,-1.33776);(-1.04626,-3.17764);(0.64109,-2.27238);(2.31533,-1.7665)
5.52508;(3.24586,0.06046);(3.22558,2.34346);(1.09215,2.93715);(-1.17191,3.10103);(-1.98467,1.51522);(-3.64624,-0.0404129);(-1.88673,-1.33386);(-1.04465,-3.17189);(0.639196,-2.26578);(2.31032,-1.76403)
5.53008;(3.24012,0.0605938);(3.2215,2.34065);(1.09087,2.93143);(-1.17088,3.0955);(-1.97916,1.51196);(-3.64043,-0.0405137);(-1.88188,-1.32997);(-1.04304,-3.16614);(0.637325,-2.25919);(2.30531,-1.76155)
5.53508;(3.23439,0.0607288);(3.21742,2.33783);(1.08959,2.92572);(-1.16985,3.08996);(-1.97361,1.50874);(-3.63462,-0.0406147);(-1.87705,-1.3261);(-1.04147,-3.16042);(0.635478,-2.25262);(2.30029,-1.75907)
5.54008;(3.22867,0.0608647);(3.21333,2.33501);(1.08832,2.92002);(-1.16885,3.08444);(-1.96807,1.50553);(-3.62881,-0.0407156);(-1.87221,-1.32224);(-1.03991,-3.15469);(0.633655,-2.24605);(2.29526,-1.75659)
5.54508;(3.22295,0.0610014);(3.20923,2.33218);(1.08707,2.91434);(-1.16784,3.07892);(-1.96254,1.50234);(-3.62301,-0.0408167);(-1.86739,-1.31839);(-1.03835,-3.14896);(0.631855,-2.23951);(2.29023,-1.75411)
5.55008;(3.21725,0.0611389);(3.20513,2.32934);(1.08582,2.90866);(-1.16682,3.0734);(-1.95701,1.49916);(-3.61721,-0.0409178);(-1.86259,-1.31455);(-1.03679,-3.14324);(0.629826,-2.23281);(2.28543,-1.7518)
5.55508;(3.21156,0.0612775);(3.20102,2.3265);(1.08458,2.903);(-1.16581,3.06788);(-1.95148,1.496);(-3.61141,-0.0410189);(-1.85781,-1.31072);(-1.03524,-3.13752);(0.627825,-2.22612);(2.28063,-1.74948)
5.56008;(3.20587,0.0614173);(3.19691,2.32365);(1.08335,2.89734);(-1.16481,3.06237);(-1.94596,1.49285);(-3.60562,-0.0411201);(-1.85304,-1.3069);(-1.03368,-3.13179);(0.625851,-2.21945);(2.27581,-1.74716)
5.56508;(3.20019,0.0615579);(3.19279,2.32081);(1.08213,2.8917);(-1.1638,3.05687);(-1.94045,1.48971);(-3.59983,-0.0412213);(-1.84829,-1.30309);(-1.03213,-3.12607);(0.623903,-2.2128);(2.27099,-1.74484)
5.57008;(3.19453,0.0616995);(3.18867,2.31797);(1.08093,2.88607);(-1.16281,3.05137);(-1.93495,1.48657);(-3.59404,-0.0413226);(-1.84355,-1.2993);(-1.03057,-3.12035);(0.621983,-2.20616);(2.26616,-1.74252)
5.57508;(3.18887,0.0618417);(3.18455,2.31513);(1.07973,2.88044);(-1.16195,3.04593);(-1.92945,1.48344);(-3.58826,-0.0414239);(-1.8387,-1.29558);(-1.02902,-3.11463);(0.620089,-2.19954);(2.26132,-1.7402)
5.58008;(3.18322,0.0619848);(3.18042,2.3123);(1.07854,2.87483);(-1.16108,3.04049);(-1.92397,1.48032);(-3.58248,-0.0415256);(-1.83387,-1.29186);(-1.02747,-3.1089);(0.618223,-2.19294);(2.25647,-1.73787)
5.58508;(3.17758,0.0621287);(3.17629,2.30947);(1.07735,2.86923);(-1.16021,3.03505);(-1.91849,1.4772);(-3.5767,-0.0416275);(-1.82907,-1.28814);(-1.02592,-3.10318);(0.616386,-2.18634);(2.25161,-1.73555)
5.59008;(3.17194,0.0622731);(3.17216,2.30664);(1.07618,2.86365);(-1.15933,3.02961);(-1.91301,1.47409);(-3.57092,-0.0417296);(-1.82429,-1.28444);(-1.02438,-3.09746);(0.614577,-2.17977);(2.24673,-1.73322)
5.59508;(3.16632,0.062418);(3.16802,2.30382);(1.07502,2.85807);(-1.15845,3.02418);(-1.90755,1.47099);(-3.56515,-0.0418321);(-1.81954,-1.28074);(-1.02283,-3.09174);(0.612795,-2.1732);(2.24185,-1.7309)
5.60008;(3.16071,0.0625633);(3.16388,2.301);(1.07387,2.8525);(-1.15757,3.01874);(-1.90209,1.46789);(-3.55938,-0.0419348);(-1.81481,-1.27705);(-1.02129,-3.08603);(0.611041,-2.16666);(2.23696,-1.72857)
5.60508;(3.15507,0.0626893);(3.15977,2.29819);(1.07272,2.84695);(-1.15668,3.0133);(-1.89664,1.46481);(-3.55362,-0.0420377);(-1.81011,-1.27336);(-1.01975,-3.08031);(0.609315,-2.16012);(2.23206,-1.72624)
5.61008;(3.14944,0.0628157);(3.15565,2.29539);(1.07159,2.84141);(-1.15578,3.00786);(-1.8912,1.46174);(-3.54786,-0.0421409);(-1.80543,-1.26969);(-1.01821,-3.07459);(0.607616,-2.1536);(2.22715,-1.72391)
5.61508;(3.14382,0.0629425);(3.15154,2.29259);(1.07046,2.83588);(-1.15488,3.00242);(-1.88577,1.45867);(-3.5421,-0.0422444);(-1.80077,-1.26602);(-1.01667,-3.06888);(0.605944,-2.14709);(2.22223,-1.72158)
5.62008;(3.13824,0.0630526);(3.14741,2.28979);(1.06935,2.83036);(-1.15398,2.99699);(-1.88034,1.45562);(-3.53635,-0.0423481);(-1.79614,-1.26236);(-1.01514,-3.06316);(0.604265,-2.14058);(2.2173,-1.71925)
5.62508;(3.13268,0.0631627);(3.14332,2.28703);(1.06821,2.82482);(-1.15307,2.99155);(-1.87492,1.45258);(-3.53059,-0.042452);(-1.79153,-1.25871);(-1.01361,-3.05745);(0.602614,-2.13409);(2.21236,-1.71693)
5.63008;(3.12712,0.0632728);(3.13923,2.28426);(1.06708,2.81929);(-1.15216,2.98611);(-1.86951,1.44954);(-3.52485,-0.0425562);(-1.78695,-1.25507);(-1.01208,-3.05174);(0.60099,-2.12761);(2.2074,-1.7146)
5.63508;(3.12165,0.0633383);(3.13513,2.28149);(1.06597,2.81378);(-1.15125,2.98068);(-1.8641,1.44652);(-3.5191,-0.0426606);(-1.78238,-1.25143);(-1.01055,-3.04603);(0.598991,-2.12088);(2.20276,-1.71249)
5.64008;(3.11618,0.0633955);(3.13104,2.27873);(1.06486,2.80828);(-1.15035,2.97526);(-1.8587,1.44351);(-3.51336,-0.0427651);(-1.77783,-1.24782);(-1.00902,-3.04032);(0.597026,-2.11417);(2.19811,-1.71037)
5.64508;(3.1107,0.0634427);(3.12697,2.27599);(1.06377,2.80279);(-1.14945,2.96983);(-1.8533,1.44052);(-3.50763,-0.0428698);(-1.77331,-1.24421);(-1.0075,-3.03461);(0.595094,-2.10748);(2.19344,-1.70826)
5.65008;(3.10523,0.0634905);(3.12289,2.27324);(1.06269,2.79731);(-1.14857,2.96442);(-1.84791,1.43754);(-3.50189,-0.0429746);(-1.76879,-1.24063);(-1.00598,-3.0289);(0.593196,-2.10081);(2.18876,-1.70615)
5.65508;(3.09976,0.0635389);(3.1188,2.27049);(1.06161,2.79184);(-1.14772,2.95903);(-1.84252,1.43458);(-3.49616,-0.0430796);(-1.76426,-1.23707);(-1.00446,-3.02319);(0.591331,-2.09415);(2.18406,-1.70404)
5.66008;(3.09429,0.0635755);(3.11477,2.26778);(1.06052,2.78635);(-1.14687,2.95365);(-1.83713,1.43166);(-3.49044,-0.0431848);(-1.75976,-1.23352);(-1.00295,-3.01748);(0.5895,-2.08751);(2.17935,-1.70196)
5.66508;(3.08882,0.0636125);(3.11073,2.26508);(1.05943,2.78088);(-1.14601,2.94826);(-1.83174,1.42874);(-3.48471,-0.0432903);(-1.75529,-1.22998);(-1.00143,-3.01177);(0.587702,-2.08089);(2.17462,-1.69986)
5.67008;(3.08336,0.0636495);(3.10668,2.26237);(1.05836,2.77542);(-1.14515,2.94287);(-1.82637,1.42582);(-3.479,-0.0433959);(-1.75082,-1.22639);(-0.999949,-3.00611);(0.585937,-2.07428);(2.16988,-1.69776)
5.67508;(3.07791,0.0636866);(3.10264,2.25965);(1.0573,2.76997);(-1.14431,2.9375);(-1.821,1.42291);(-3.47328,-0.0435016);(-1.74635,-1.22283);(-0.998468,-3.00046);(0.584206,-2.06768);(2.16513,-1.69565)
5.68008;(3.07247,0.0637236);(3.09859,2.25694);(1.05625,2.76453);(-1.14347,2.93212);(-1.81563,1.42001);(-3.46757,-0.0436076);(-1.74192,-1.21928);(-0.99699,-2.9948);(0.582507,-2.06111);(2.16037,-1.69353)
5.68508;(3.06703,0.0637605);(3.09458,2.25427);(1.05517,2.75906);(-1.14265,2.92677);(-1.81028,1.41711);(-3.46186,-0.0437137);(-1.73748,-1.21575);(-0.995515,-2.98914);(0.580841,-2.05454);(2.1556,-1.6914)
5.69008;(3.06161,0.0637972);(3.09057,2.2516);(1.0541,2.7536);(-1.14182,2.92141);(-1.80493,1.41422);(-3.45615,-0.04382);(-1.73307,-1.21223);(-0.994042,-2.98349);(0.579209,-2.048);(2.15082,-1.68927)
5.69508;(3.05619,0.0638336);(3.08656,2.24892);(1.05304,2.74816);(-1.14103,2.91607);(-1.7996,1.41134);(-3.45045,-0.0439266);(-1.72861,-1.20866);(-0.992616,-2.97791);(0.577609,-2.04146);(2.14602,-1.68713)
5.70008;(3.05078,0.0638696);(3.08254,2.24625);(1.052,2.74273);(-1.14023,2.91073);(-1.79426,1.40846);(-3.44475,-0.0440334);(-1.72418,-1.20511);(-0.991193,-2.97232);(0.576043,-2.03495);(2.14121,-1.68498)
