time;0;1;2;3;4;5;6;7;8;9
8.84015;(0.997251,-0.964739);(2.03375,1.45312);(1.39216,0.0882452);(-1.0078,1.57813);(0.699612,0.82777);(-1.7757,0.27594);(-0.281404,0.586663);(-0.790574,-0.424624);(0.411267,-0.144209);(-0.0570615,-1.12925)
8.84515;(0.993072,-0.966391);(2.03339,1.45357);(1.39214,0.0824286);(-1.0075,1.57762);(0.70443,0.826155);(-1.7756,0.276934);(-0.278417,0.590541);(-0.790171,-0.420083);(0.410774,-0.144111);(-0.0607268,-1.12833)
8.85015;(0.98916,-0.968466);(2.03299,1.45398);(1.39262,0.0766943);(-1.00717,1.57713);(0.709255,0.824507);(-1.77547,0.277908);(-0.275395,0.594423);(-0.789733,-0.415585);(0.409797,-0.143892);(-0.06441,-1.12737)
8.85515;(0.985221,-0.970515);(2.03255,1.45435);(1.39306,0.0709533);(-1.00682,1.57664);(0.714089,0.822826);(-1.77529,0.278863);(-0.27234,0.598308);(-0.789262,-0.411128);(0.408804,-0.14361);(-0.0681111,-1.12637)
8.86016;(0.981253,-0.97254);(2.03206,1.45468);(1.39348,0.0652058);(-1.00644,1.57617);(0.71893,0.821113);(-1.77507,0.279798);(-0.269251,0.602196);(-0.788758,-0.406711);(0.407795,-0.143264);(-0.0718299,-1.12534)
8.86516;(0.977258,-0.974541);(2.03153,1.45498);(1.39386,0.0594518);(-1.00605,1.57571);(0.72378,0.819368);(-1.7748,0.280715);(-0.266128,0.606087);(-0.788221,-0.402334);(0.406773,-0.142855);(-0.0755662,-1.12427)
8.87016;(0.973235,-0.976517);(2.03097,1.45523);(1.39421,0.0536914);(-1.00565,1.57527);(0.728637,0.817591);(-1.7745,0.281612);(-0.262972,0.609981);(-0.787652,-0.397995);(0.405735,-0.142384);(-0.0793199,-1.12316)
8.87516;(0.969184,-0.978469);(2.03041,1.45541);(1.39453,0.0479247);(-1.00522,1.57483);(0.733502,0.815782);(-1.77414,0.282489);(-0.259838,0.613926);(-0.787049,-0.393694);(0.404683,-0.141852);(-0.0830907,-1.12202)
8.88016;(0.965107,-0.980398);(2.02982,1.45555);(1.39481,0.0421517);(-1.00478,1.57441);(0.738374,0.813943);(-1.77375,0.283349);(-0.256671,0.617875);(-0.786931,-0.389266);(0.404117,-0.141439);(-0.0868786,-1.12085)
8.88516;(0.961002,-0.982302);(2.02918,1.45566);(1.39507,0.0363724);(-1.00432,1.574);(0.743254,0.812072);(-1.77383,0.284352);(-0.253472,0.621825);(-0.786337,-0.384992);(0.403532,-0.140964);(-0.0906833,-1.11964)
8.89016;(0.956872,-0.984184);(2.0285,1.45573);(1.3953,0.030587);(-1.00386,1.5736);(0.748142,0.810171);(-1.77385,0.285344);(-0.250239,0.625778);(-0.78571,-0.380755);(0.402928,-0.140427);(-0.0945047,-1.1184)
8.89516;(0.952714,-0.986042);(2.02778,1.45576);(1.39549,0.0247955);(-1.00339,1.5732);(0.753037,0.80824);(-1.77382,0.286326);(-0.246975,0.629734);(-0.78539,-0.376122);(0.402306,-0.139828);(-0.0980205,-1.11755)
8.90016;(0.949055,-0.987952);(2.02703,1.45576);(1.39566,0.018998);(-1.00292,1.57281);(0.757939,0.806278);(-1.77372,0.287297);(-0.243679,0.633692);(-0.785035,-0.371544);(0.401667,-0.139169);(-0.102033,-1.11665)
8.90516;(0.945364,-0.989839);(2.0263,1.45567);(1.3958,0.0131945);(-1.00244,1.57243);(0.762848,0.804287);(-1.77356,0.288258);(-0.240427,0.63772);(-0.784647,-0.367018);(0.401009,-0.13845);(-0.106061,-1.11571)
8.91016;(0.941643,-0.991703);(2.02554,1.45553);(1.39591,0.00738514);(-1.00197,1.57207);(0.767765,0.802266);(-1.77334,0.289208);(-0.237143,0.64175);(-0.784226,-0.362544);(0.400335,-0.137672);(-0.110103,-1.11473)
8.91516;(0.937892,-0.993544);(2.02474,1.45537);(1.39598,0.00156991);(-1.00149,1.57172);(0.772689,0.800216);(-1.77307,0.290148);(-0.233827,0.645781);(-0.783771,-0.358119);(0.399643,-0.136835);(-0.11416,-1.11372)
8.92016;(0.934111,-0.995361);(2.0239,1.45518);(1.39603,-0.00425109);(-1.001,1.57139);(0.77762,0.798137);(-1.77275,0.291072);(-0.23048,0.649814);(-0.783282,-0.353742);(0.398935,-0.135941);(-0.118231,-1.11267)
8.92516;(0.9303,-0.997156);(2.02303,1.45495);(1.39605,-0.0100778);(-1.00049,1.57107);(0.782557,0.796029);(-1.77239,0.29198);(-0.227101,0.653848);(-0.782761,-0.349412);(0.398211,-0.13499);(-0.122316,-1.11159)
8.93016;(0.926461,-0.998929);(2.02211,1.45469);(1.39605,-0.0159102);(-0.999967,1.57077);(0.787502,0.793892);(-1.77198,0.292871);(-0.223692,0.657885);(-0.782207,-0.345127);(0.397471,-0.133982);(-0.126415,-1.11047)
8.93516;(0.922592,-1.00068);(2.02116,1.4544);(1.39601,-0.0217482);(-0.999435,1.57048);(0.792453,0.791727);(-1.77152,0.293747);(-0.220253,0.661923);(-0.78162,-0.340885);(0.396716,-0.132919);(-0.130528,-1.10931)
8.94016;(0.918694,-1.00241);(2.02017,1.45408);(1.39595,-0.0275917);(-0.998892,1.57021);(0.797639,0.790004);(-1.77103,0.294606);(-0.216783,0.665962);(-0.781318,-0.336233);(0.395726,-0.132298);(-0.134357,-1.10857)
8.94516;(0.914769,-1.00411);(2.01947,1.45416);(1.39586,-0.0334407);(-0.998336,1.56996);(0.802539,0.787871);(-1.77101,0.295586);(-0.213283,0.670003);(-0.780534,-0.331713);(0.394722,-0.131618);(-0.138201,-1.10779)
8.95016;(0.910814,-1.0058);(2.01876,1.4542);(1.39574,-0.0392951);(-0.997783,1.56974);(0.807447,0.785709);(-1.77094,0.296556);(-0.209787,0.674066);(-0.780238,-0.327085);(0.394207,-0.131045);(-0.142063,-1.10697)
8.95516;(0.906832,-1.00746);(2.01805,1.45417);(1.39559,-0.0451549);(-0.997227,1.56953);(0.812361,0.783519);(-1.7708,0.297515);(-0.206302,0.678158);(-0.779908,-0.322518);(0.393672,-0.130411);(-0.14594,-1.10611)
8.96016;(0.902822,-1.0091);(2.01731,1.4541);(1.39542,-0.05102);(-0.996668,1.56934);(0.817282,0.781302);(-1.77061,0.298464);(-0.202788,0.682251);(-0.779544,-0.318011);(0.393119,-0.129717);(-0.149833,-1.10521)
8.96516;(0.898785,-1.01072);(2.01663,1.45391);(1.39522,-0.0568904);(-0.996106,1.56917);(0.822211,0.779056);(-1.77036,0.299403);(-0.199353,0.686445);(-0.779146,-0.313562);(0.392547,-0.128963);(-0.153742,-1.10428)
8.97016;(0.894721,-1.01232);(2.01592,1.45368);(1.395,-0.062766);(-0.995542,1.56902);(0.827146,0.776784);(-1.77005,0.300331);(-0.195888,0.690638);(-0.778716,-0.309169);(0.391956,-0.12815);(-0.157666,-1.10331)
8.97516;(0.89063,-1.0139);(2.01516,1.45342);(1.39475,-0.0686467);(-0.994975,1.56888);(0.832088,0.774484);(-1.76968,0.301249);(-0.192393,0.694832);(-0.778252,-0.304829);(0.391348,-0.127278);(-0.161606,-1.1023)
8.98016;(0.886512,-1.01546);(2.01437,1.45313);(1.39447,-0.0745325);(-0.994393,1.56876);(0.837037,0.772158);(-1.76927,0.302154);(-0.188868,0.699026);(-0.777755,-0.300541);(0.390722,-0.126349);(-0.165561,-1.10126)
8.98516;(0.882367,-1.017);(2.01353,1.45281);(1.39417,-0.0804233);(-0.9938,1.56865);(0.841992,0.769805);(-1.76882,0.303046);(-0.185313,0.70322);(-0.777225,-0.296303);(0.390079,-0.125363);(-0.169532,-1.10018)
8.99016;(0.878197,-1.01851);(2.01266,1.45245);(1.39384,-0.0863192);(-0.9932,1.56856);(0.846954,0.767426);(-1.76831,0.303924);(-0.181729,0.707413);(-0.776664,-0.292112);(0.389419,-0.124321);(-0.173517,-1.09906)
8.99516;(0.874,-1.02001);(2.01175,1.45207);(1.39348,-0.09222);(-0.992592,1.56848);(0.852165,0.765481);(-1.76775,0.30479);(-0.178116,0.711607);(-0.776069,-0.287968);(0.38851,-0.123713);(-0.177517,-1.09791)
9.00016;(0.869778,-1.02149);(2.0111,1.45211);(1.3931,-0.0981256);(-0.991976,1.56841);(0.857115,0.763108);(-1.7677,0.305685);(-0.174474,0.715801);(-0.774977,-0.283861);(0.387587,-0.123047);(-0.181532,-1.09673)
9.00516;(0.86553,-1.02294);(2.01047,1.45208);(1.3927,-0.104036);(-0.991363,1.56834);(0.862073,0.760709);(-1.76758,0.30657);(-0.170865,0.720042);(-0.77438,-0.279694);(0.38716,-0.122436);(-0.185561,-1.09551)
9.01016;(0.860915,-1.02474);(2.0098,1.45201);(1.39266,-0.109608);(-0.990749,1.56829);(0.867036,0.758285);(-1.76741,0.307445);(-0.167226,0.724283);(-0.773752,-0.275574);(0.386713,-0.121765);(-0.189605,-1.09426)
9.01516;(0.856277,-1.02651);(2.00909,1.4519);(1.3926,-0.115188);(-0.990134,1.56824);(0.872007,0.755834);(-1.76718,0.308311);(-0.163559,0.728523);(-0.773091,-0.2715);(0.386246,-0.121033);(-0.193663,-1.09297)
9.02016;(0.851618,-1.02826);(2.00834,1.45177);(1.39251,-0.120775);(-0.989518,1.5682);(0.876983,0.753358);(-1.76689,0.309168);(-0.159864,0.732763);(-0.772397,-0.267469);(0.38576,-0.120241);(-0.197735,-1.09165)
9.02516;(0.846938,-1.02999);(2.00755,1.4516);(1.39239,-0.126371);(-0.988902,1.56816);(0.881966,0.750857);(-1.76654,0.310015);(-0.156141,0.737002);(-0.771671,-0.263482);(0.385254,-0.119391);(-0.201822,-1.09029)
9.03016;(0.842236,-1.0317);(2.00673,1.4514);(1.39224,-0.131974);(-0.988285,1.56813);(0.886956,0.748331);(-1.76613,0.310852);(-0.15239,0.741241);(-0.771206,-0.259068);(0.384729,-0.118483);(-0.205647,-1.08936)
9.03516;(0.838032,-1.03345);(2.00594,1.4511);(1.39207,-0.137584);(-0.987669,1.56812);(0.891951,0.74578);(-1.76567,0.31168);(-0.148696,0.745549);(-0.770706,-0.254718);(0.384186,-0.117517);(-0.20997,-1.08838)
9.04016;(0.833802,-1.03519);(2.00512,1.45076);(1.39187,-0.143203);(-0.987047,1.56814);(0.896953,0.743204);(-1.76516,0.312498);(-0.144975,0.749855);(-0.770172,-0.250429);(0.383625,-0.116494);(-0.214304,-1.08737)
9.04516;(0.829547,-1.0369);(2.00427,1.4504);(1.39164,-0.148828);(-0.986422,1.56817);(0.90196,0.740604);(-1.76515,0.313344);(-0.141226,0.754161);(-0.769139,-0.246176);(0.383047,-0.115416);(-0.21865,-1.08631)
9.05016;(0.825267,-1.03859);(2.00337,1.45);(1.39139,-0.154461);(-0.985805,1.56822);(0.906974,0.73798);(-1.76507,0.31418);(-0.13745,0.758466);(-0.768596,-0.241823);(0.382959,-0.114434);(-0.223008,-1.08522)
9.05516;(0.820961,-1.04026);(2.00244,1.44958);(1.39111,-0.160101);(-0.985188,1.56829);(0.912254,0.735779);(-1.76494,0.315007);(-0.133646,0.762769);(-0.768018,-0.237534);(0.382604,-0.113876);(-0.227377,-1.0841)
9.06016;(0.816631,-1.04191);(2.00171,1.44961);(1.3908,-0.165749);(-0.984572,1.56838);(0.917322,0.733125);(-1.76475,0.315824);(-0.129815,0.767072);(-0.767405,-0.233304);(0.382228,-0.113256);(-0.231757,-1.08294)
9.06516;(0.812277,-1.04353);(2.001,1.44957);(1.39047,-0.171404);(-0.983957,1.56849);(0.922395,0.730448);(-1.7645,0.316633);(-0.12601,0.771404);(-0.766758,-0.229131);(0.381832,-0.112575);(-0.236148,-1.08175)
9.07016;(0.807899,-1.04513);(2.00034,1.44944);(1.39011,-0.177065);(-0.983343,1.56861);(0.927473,0.727747);(-1.76419,0.317432);(-0.122263,0.775804);(-0.766076,-0.225012);(0.381414,-0.111833);(-0.24055,-1.08052)
9.07516;(0.803496,-1.04672);(1.99964,1.44927);(1.38973,-0.182734);(-0.982729,1.56874);(0.932557,0.725023);(-1.76383,0.318222);(-0.118488,0.780201);(-0.76536,-0.220944);(0.380977,-0.111032);(-0.244962,-1.07925)
9.08016;(0.79907,-1.04828);(1.99889,1.44906);(1.38932,-0.18841);(-0.982117,1.56888);(0.937646,0.722276);(-1.76341,0.319004);(-0.114686,0.784596);(-0.76461,-0.216927);(0.380519,-0.110171);(-0.249386,-1.07795)
9.08516;(0.79462,-1.04982);(1.99811,1.44883);(1.38889,-0.194092);(-0.981506,1.56903);(0.94274,0.719506);(-1.76293,0.319777);(-0.110857,0.788989);(-0.763826,-0.212957);(0.380042,-0.109252);(-0.25382,-1.07662)
9.09016;(0.790147,-1.05134);(1.99729,1.44856);(1.38844,-0.199782);(-0.980897,1.56918);(0.947839,0.716713);(-1.7624,0.320541);(-0.107001,0.79338);(-0.763008,-0.209032);(0.379546,-0.108276);(-0.258265,-1.07526)
9.09516;(0.785651,-1.05284);(1.99643,1.44827);(1.38796,-0.205478);(-0.980289,1.56935);(0.952944,0.713898);(-1.76181,0.321295);(-0.103118,0.797769);(-0.762419,-0.204663);(0.379031,-0.107242);(-0.262481,-1.07434)
9.10016;(0.781132,-1.05432);(1.99553,1.44794);(1.38745,-0.21118);(-0.979683,1.56954);(0.958053,0.711061);(-1.76173,0.32206);(-0.0992091,0.802156);(-0.76133,-0.200307);(0.378498,-0.106152);(-0.266709,-1.07338)
9.10516;(0.77659,-1.05578);(1.99459,1.44758);(1.38692,-0.21689);(-0.979088,1.56976);(0.963168,0.708201);(-1.76158,0.322816);(-0.0952739,0.806541);(-0.760727,-0.195832);(0.378451,-0.10518);(-0.27095,-1.07238)
9.11016;(0.772025,-1.05722);(1.99383,1.447);(1.38637,-0.222605);(-0.978497,1.57);(0.968287,0.70532);(-1.76138,0.323564);(-0.0915249,0.811119);(-0.760085,-0.191434);(0.378379,-0.104152);(-0.275203,-1.07135)
9.11516;(0.767439,-1.05864);(1.99303,1.44639);(1.38579,-0.228328);(-0.977912,1.57028);(0.973412,0.702417);(-1.76111,0.324303);(-0.0877482,0.815694);(-0.759405,-0.187108);(0.378281,-0.103066);(-0.279468,-1.07028)
9.12016;(0.76283,-1.06004);(1.99219,1.44575);(1.38519,-0.234056);(-0.977331,1.57057);(0.978541,0.699493);(-1.76079,0.325033);(-0.0839442,0.820264);(-0.758687,-0.182848);(0.378159,-0.101923);(-0.283745,-1.06918)
9.12516;(0.7582,-1.06142);(1.99132,1.44508);(1.38457,-0.239791);(-0.976754,1.57089);(0.983675,0.696547);(-1.76041,0.325755);(-0.080113,0.824831);(-0.757931,-0.178652);(0.37801,-0.100724);(-0.288034,-1.06804)
9.13016;(0.753548,-1.06279);(1.99041,1.44439);(1.38393,-0.245533);(-0.976183,1.57122);(0.988814,0.693581);(-1.75998,0.326469);(-0.076255,0.829394);(-0.757138,-0.174515);(0.377837,-0.0994693);(-0.292335,-1.06687)
9.13516;(0.748874,-1.06413);(1.98947,1.44366);(1.38326,-0.25128);(-0.975616,1.57157);(0.993957,0.690593);(-1.75949,0.327174);(-0.0723702,0.833954);(-0.756307,-0.170435);(0.377637,-0.0981591);(-0.296648,-1.06566)
9.14016;(0.74418,-1.06545);(1.9885,1.44291);(1.38257,-0.257034);(-0.975054,1.57193);(0.999105,0.687585);(-1.75894,0.327871);(-0.0684591,0.83851);(-0.75544,-0.166407);(0.37741,-0.0967934);(-0.300972,-1.06441)
9.14516;(0.739464,-1.06676);(1.98749,1.44214);(1.38186,-0.262793);(-0.974498,1.5723);(1.00426,0.684556);(-1.75834,0.32856);(-0.0645218,0.843062);(-0.754536,-0.162431);(0.377162,-0.0953739);(-0.305308,-1.06313)
9.15016;(0.734727,-1.06805);(1.98644,1.44133);(1.38112,-0.268559);(-0.973947,1.57268);(1.00941,0.681506);(-1.75768,0.329241);(-0.0605585,0.84761);(-0.753595,-0.158502);(0.376893,-0.0939012);(-0.309655,-1.06182)
9.15516;(0.72997,-1.06932);(1.98536,1.4405);(1.38036,-0.274331);(-0.973401,1.57307);(1.01458,0.678437);(-1.75697,0.329913);(-0.0565695,0.852155);(-0.753137,-0.15444);(0.377106,-0.0925593);(-0.314013,-1.06047)
9.16016;(0.725192,-1.07057);(1.98424,1.43965);(1.37959,-0.280108);(-0.972855,1.57347);(1.02006,0.675749);(-1.75675,0.33068);(-0.052555,0.856697);(-0.752188,-0.150477);(0.376995,-0.0915985);(-0.318383,-1.05909)
9.16516;(0.720394,-1.0718);(1.98331,1.43926);(1.37879,-0.285892);(-0.972315,1.57387);(1.02536,0.672595);(-1.75647,0.331438);(-0.0485153,0.861235);(-0.751202,-0.146563);(0.376858,-0.0905806);(-0.322763,-1.05768)
9.17016;(0.715576,-1.07302);(1.98234,1.43885);(1.37797,-0.291681);(-0.971781,1.57429);(1.03067,0.669423);(-1.75614,0.332187);(-0.0444506,0.865769);(-0.750178,-0.142695);(0.376697,-0.0895057);(-0.327154,-1.05623)
9.17516;(0.710738,-1.07421);(1.98134,1.4384);(1.37712,-0.297476);(-0.971254,1.5747);(1.03598,0.666231);(-1.75575,0.332928);(-0.040361,0.8703);(-0.749117,-0.13887);(0.376511,-0.0883742);(-0.331556,-1.05476)
9.18016;(0.705881,-1.07539);(1.9803,1.43792);(1.37626,-0.303276);(-0.970733,1.57512);(1.04129,0.663021);(-1.7553,0.33366);(-0.0362469,0.874827);(-0.748019,-0.135087);(0.3763,-0.0871869);(-0.335969,-1.05324)
9.18516;(0.701003,-1.07656);(1.97923,1.43742);(1.37538,-0.309083);(-0.97022,1.57553);(1.0466,0.659792);(-1.75479,0.334384);(-0.0321084,0.879351);(-0.747403,-0.131172);(0.376573,-0.0861285);(-0.340392,-1.0517)
9.19016;(0.696107,-1.0777);(1.97831,1.43673);(1.37447,-0.314894);(-0.969708,1.57596);(1.05192,0.656544);(-1.75423,0.335099);(-0.0281293,0.884027);(-0.74675,-0.12731);(0.376816,-0.0850148);(-0.344826,-1.05013)
9.19516;(0.691191,-1.07883);(1.97735,1.43602);(1.37355,-0.320711);(-0.969199,1.5764);(1.05724,0.653278);(-1.75362,0.335806);(-0.0241246,0.888697);(-0.746061,-0.123499);(0.377029,-0.0838459);(-0.34927,-1.04852)
9.20016;(0.686256,-1.07994);(1.97636,1.43529);(1.3726,-0.326534);(-0.968692,1.57685);(1.06256,0.649994);(-1.75295,0.336504);(-0.0200945,0.893363);(-0.745335,-0.119736);(0.377211,-0.0826223);(-0.353724,-1.04688)
9.20516;(0.681303,-1.08103);(1.97534,1.43452);(1.37163,-0.332362);(-0.968187,1.5773);(1.06789,0.646691);(-1.75222,0.337193);(-0.0160393,0.898024);(-0.744572,-0.116019);(0.377363,-0.0813446);(-0.358189,-1.04522)
9.21016;(0.676331,-1.08211);(1.97428,1.43374);(1.37065,-0.338195);(-0.967684,1.57775);(1.07321,0.643371);(-1.75145,0.337874);(-0.0119591,0.902681);(-0.743773,-0.112346);(0.377485,-0.0800133);(-0.362663,-1.04352)
9.21516;(0.67134,-1.08317);(1.97319,1.43293);(1.36964,-0.344034);(-0.967184,1.57821);(1.07855,0.640033);(-1.75062,0.338547);(-0.00785417,0.907333);(-0.742938,-0.108713);(0.377577,-0.0786289);(-0.367148,-1.04179)
9.22016;(0.666331,-1.08422);(1.97208,1.43209);(1.36862,-0.349878);(-0.966687,1.57867);(1.08388,0.636678);(-1.74973,0.33921);(-0.00372476,0.911979);(-0.742067,-0.105119);(0.377638,-0.0771921);(-0.371642,-1.04003)
9.22516;(0.661304,-1.08525);(1.97093,1.43123);(1.36758,-0.355727);(-0.966194,1.57913);(1.08922,0.633305);(-1.7488,0.339865);(0.000428925,0.916622);(-0.74116,-0.101563);(0.377668,-0.0757033);(-0.376146,-1.03824)
9.23016;(0.656259,-1.08626);(1.96975,1.43035);(1.36651,-0.361581);(-0.965705,1.57959);(1.09456,0.629914);(-1.74782,0.340511);(0.00460667,0.921259);(-0.740217,-0.0980422);(0.377668,-0.074163);(-0.38066,-1.03642)
9.23516;(0.651197,-1.08726);(1.96855,1.42944);(1.36543,-0.36744);(-0.96522,1.58004);(1.0999,0.626507);(-1.74678,0.341148);(0.00880825,0.925892);(-0.739736,-0.0943296);(0.378131,-0.0728117);(-0.385183,-1.03458)
9.24016;(0.646116,-1.08824);(1.96732,1.42851);(1.36433,-0.373304);(-0.964735,1.58051);(1.10524,0.623083);(-1.74623,0.341904);(0.0130335,0.930521);(-0.73877,-0.0907381);(0.378557,-0.0714101);(-0.389716,-1.0327)
9.24516;(0.641019,-1.0892);(1.96606,1.42756);(1.36321,-0.379173);(-0.964256,1.58098);(1.11059,0.619641);(-1.74562,0.342651);(0.0172821,0.935145);(-0.737766,-0.0871855);(0.378947,-0.0699587);(-0.394258,-1.0308)
9.25016;(0.635904,-1.09015);(1.96477,1.42659);(1.36207,-0.385047);(-0.963782,1.58144);(1.11594,0.616184);(-1.74496,0.343388);(0.0215539,0.939764);(-0.736724,-0.0836698);(0.3793,-0.068458);(-0.398809,-1.02886)
9.25516;(0.630771,-1.09108);(1.96346,1.42561);(1.36091,-0.390926);(-0.963314,1.58191);(1.12129,0.612709);(-1.74425,0.344117);(0.0258488,0.944379);(-0.735645,-0.0801891);(0.379616,-0.0669083);(-0.40337,-1.0269)
9.26016;(0.625622,-1.092);(1.96213,1.4246);(1.35974,-0.39681);(-0.962853,1.58237);(1.12665,0.609219);(-1.74348,0.344837);(0.0301664,0.948989);(-0.734527,-0.0767416);(0.379895,-0.0653102);(-0.407939,-1.02491)
9.26516;(0.620456,-1.09291);(1.96077,1.42357);(1.35855,-0.402698);(-0.962398,1.58282);(1.13201,0.605712);(-1.74266,0.345547);(0.0345066,0.953595);(-0.733548,-0.0728137);(0.380137,-0.063664);(-0.412371,-1.0234)
9.27016;(0.615274,-1.0938);(1.95939,1.42252);(1.35734,-0.408592);(-0.961956,1.5833);(1.13737,0.602189);(-1.74179,0.346247);(0.0388692,0.958197);(-0.732524,-0.0689508);(0.380342,-0.0619702);(-0.416812,-1.02186)
9.27516;(0.610074,-1.09467);(1.95798,1.42145);(1.35611,-0.414489);(-0.961526,1.5838);(1.14273,0.59865);(-1.74087,0.346938);(0.043254,0.962794);(-0.731454,-0.0651473);(0.380509,-0.060229);(-0.421264,-1.02029)
9.28016;(0.604859,-1.09553);(1.95656,1.42037);(1.35486,-0.420392);(-0.961111,1.58431);(1.1481,0.595095);(-1.73989,0.347619);(0.0476608,0.967387);(-0.73034,-0.0613986);(0.380639,-0.0584408);(-0.425726,-1.01868)
9.28516;(0.599627,-1.09637);(1.95511,1.41926);(1.3536,-0.426299);(-0.96071,1.58483);(1.15346,0.591525);(-1.73887,0.348291);(0.0520894,0.971976);(-0.7297,-0.057494);(0.381244,-0.0568089);(-0.430198,-1.01705)
9.29016;(0.59438,-1.0972);(1.95365,1.41814);(1.35232,-0.43221);(-0.960318,1.58538);(1.15883,0.587939);(-1.73833,0.349055);(0.0565396,0.97656);(-0.72857,-0.0536851);(0.381806,-0.0551329);(-0.434679,-1.01538)
9.29517;(0.589116,-1.09802);(1.95253,1.41666);(1.35102,-0.438126);(-0.95994,1.58595);(1.16421,0.584337);(-1.73774,0.34981);(0.060633,0.981495);(-0.727394,-0.04993);(0.382324,-0.0534132);(-0.439171,-1.01368)
9.30017;(0.583837,-1.09882);(1.9514,1.41517);(1.3497,-0.444047);(-0.959577,1.58652);(1.16958,0.580721);(-1.73709,0.350556);(0.0647512,0.986422);(-0.726171,-0.0462244);(0.382796,-0.0516465);(-0.443672,-1.01196)
9.30517;(0.578542,-1.09961);(1.95025,1.41366);(1.34837,-0.449972);(-0.959229,1.58709);(1.17496,0.577089);(-1.7364,0.351294);(0.0688938,0.991342);(-0.724903,-0.0425645);(0.383224,-0.0498331);(-0.448182,-1.0102)
9.31017;(0.573231,-1.10038);(1.94908,1.41214);(1.34702,-0.455901);(-0.958896,1.58767);(1.18034,0.573443);(-1.73564,0.352022);(0.0730607,0.996254);(-0.723589,-0.0389467);(0.383605,-0.0479729);(-0.452702,-1.00841)
9.31517;(0.567906,-1.10114);(1.94789,1.4106);(1.34566,-0.461834);(-0.95858,1.58825);(1.18572,0.569781);(-1.73484,0.35274);(0.0772517,1.00116);(-0.722754,-0.0351889);(0.384467,-0.0462506);(-0.457232,-1.00659)
9.32017;(0.562565,-1.10189);(1.94668,1.40905);(1.34428,-0.467772);(-0.958274,1.58884);(1.1911,0.566105);(-1.73398,0.35345);(0.0814665,1.00606);(-0.721874,-0.0314896);(0.385278,-0.0444856);(-0.46177,-1.00475)
9.32517;(0.557209,-1.10262);(1.94546,1.40749);(1.34288,-0.473714);(-0.957981,1.58945);(1.19649,0.562414);(-1.73307,0.354151);(0.085705,1.01095);(-0.720947,-0.0278437);(0.386036,-0.0426783);(-0.466318,-1.00287)
9.33017;(0.551838,-1.10334);(1.94423,1.40591);(1.34147,-0.47966);(-0.957698,1.59007);(1.20188,0.558709);(-1.7321,0.354844);(0.0899669,1.01583);(-0.719975,-0.024247);(0.386743,-0.0408285);(-0.470875,-1.00097)
9.33517;(0.546452,-1.10404);(1.94298,1.40433);(1.34004,-0.48561);(-0.957427,1.59069);(1.20727,0.55499);(-1.73109,0.355529);(0.0942519,1.02071);(-0.718958,-0.0206956);(0.387397,-0.0389364);(-0.475441,-0.999032)
9.34017;(0.541052,-1.10473);(1.94172,1.40274);(1.33859,-0.491564);(-0.957168,1.59131);(1.21266,0.551256);(-1.73002,0.356205);(0.09856,1.02558);(-0.717895,-0.0171859);(0.387999,-0.0370019);(-0.480016,-0.99707)
9.34517;(0.535638,-1.10541);(1.94045,1.40113);(1.33713,-0.497523);(-0.95692,1.59193);(1.21805,0.547508);(-1.72891,0.356874);(0.102891,1.03044);(-0.716788,-0.013715);(0.388548,-0.035025);(-0.4846,-0.99508)
9.35017;(0.530209,-1.10608);(1.93916,1.39951);(1.33566,-0.503485);(-0.956685,1.59255);(1.22345,0.543747);(-1.72774,0.357534);(0.107244,1.03529);(-0.715635,-0.01028);(0.389045,-0.0330057);(-0.489193,-0.993062)
9.35517;(0.524766,-1.10673);(1.93786,1.39788);(1.33416,-0.509451);(-0.956463,1.59316);(1.22885,0.539971);(-1.72653,0.358186);(0.11162,1.04014);(-0.714436,-0.00687844);(0.389489,-0.0309436);(-0.493794,-0.991017)
9.36017;(0.519308,-1.10737);(1.93656,1.39624);(1.33266,-0.515422);(-0.956254,1.59376);(1.23425,0.536182);(-1.72526,0.358831);(0.116018,1.04498);(-0.71372,-0.00334546);(0.390417,-0.0290083);(-0.498403,-0.988944)
9.36517;(0.513837,-1.108);(1.93524,1.39459);(1.33113,-0.521396);(-0.956055,1.59438);(1.23965,0.532379);(-1.72449,0.359574);(0.120438,1.04982);(-0.712514,8.73297e-05);(0.391286,-0.0270353);(-0.503021,-0.986845)
9.37017;(0.508352,-1.10861);(1.93392,1.39293);(1.3296,-0.527374);(-0.955871,1.59499);(1.24506,0.528563);(-1.72366,0.360309);(0.12488,1.05464);(-0.71126,0.00348628);(0.392094,-0.0250246);(-0.507648,-0.984718)
9.37517;(0.502854,-1.10921);(1.93259,1.39126);(1.32804,-0.533355);(-0.955704,1.59559);(1.25046,0.524734);(-1.72278,0.361035);(0.129344,1.05947);(-0.709958,0.00685399);(0.392844,-0.0229759);(-0.512283,-0.982565)
9.38017;(0.497341,-1.1098);(1.93126,1.38959);(1.32648,-0.539341);(-0.955554,1.59618);(1.25587,0.520891);(-1.72178,0.362113);(0.133829,1.06428);(-0.708606,0.0101928);(0.393534,-0.0208889);(-0.516992,-0.980746)
9.38517;(0.491816,-1.11038);(1.92992,1.38791);(1.3249,-0.54533);(-0.955419,1.59678);(1.26128,0.517035);(-1.72074,0.363166);(0.138335,1.06909);(-0.707728,0.0136919);(0.394699,-0.018957);(-0.521709,-0.978898)
